ADEP,ADES,period,flight_count,delayed_over_15_count,median_arrival_delay_min,scope_id,route,delay_over_15_pct
LEBL,EDDF,2022-09,196,10,-11.6667,all_flights,LEBL → EDDF,5.102
LEBL,EDDF,2022-12,191,3,-10.5833,all_flights,LEBL → EDDF,1.5707
LEBL,EDDM,2022-03,142,2,-4.3917,all_flights,LEBL → EDDM,1.4085
LEBL,EDDM,2022-06,229,29,-0.4333,all_flights,LEBL → EDDM,12.6638
LEBL,EDDM,2022-09,222,9,-5.925,all_flights,LEBL → EDDM,4.0541
LEBL,EDDM,2022-12,151,8,-3.7833,all_flights,LEBL → EDDM,5.298
LEBL,EGKK,2022-03,156,12,1.05,all_flights,LEBL → EGKK,7.6923
LEBL,EGKK,2022-06,331,149,13.4667,all_flights,LEBL → EGKK,45.0151
LEBL,EGKK,2022-09,354,136,11.3833,all_flights,LEBL → EGKK,38.4181
LEBL,EGKK,2022-12,262,65,5.7583,all_flights,LEBL → EGKK,24.8092
LEBL,EGLL,2022-03,156,39,8.7583,all_flights,LEBL → EGLL,25.0
LEBL,EGLL,2022-06,178,88,14.875,all_flights,LEBL → EGLL,49.4382
LEBL,EGLL,2022-09,175,77,11.1,all_flights,LEBL → EGLL,44.0
LEBL,EGLL,2022-12,200,73,8.9583,all_flights,LEBL → EGLL,36.5
LEBL,EHAM,2022-03,325,35,5.2333,all_flights,LEBL → EHAM,10.7692
LEBL,EHAM,2022-06,365,160,13.2,all_flights,LEBL → EHAM,43.8356
LEBL,EHAM,2022-09,360,83,7.5167,all_flights,LEBL → EHAM,23.0556
LEBL,EHAM,2022-12,289,68,9.1667,all_flights,LEBL → EHAM,23.5294
LEBL,EIDW,2022-03,125,22,2.9667,all_flights,LEBL → EIDW,17.6
LEBL,EIDW,2022-06,171,56,9.1,all_flights,LEBL → EIDW,32.7485
LEBL,EIDW,2022-09,171,31,1.5333,all_flights,LEBL → EIDW,18.1287
LEBL,EIDW,2022-12,145,34,5.7333,all_flights,LEBL → EIDW,23.4483
LEBL,GCXO,2022-03,147,6,0.9833,all_flights,LEBL → GCXO,4.0816
LEBL,GCXO,2022-06,134,31,6.65,all_flights,LEBL → GCXO,23.1343
LEBL,GCXO,2022-09,129,11,2.0833,all_flights,LEBL → GCXO,8.5271
LEBL,GCXO,2022-12,164,26,5.6333,all_flights,LEBL → GCXO,15.8537
LEBL,LEBB,2022-03,157,10,2.1,all_flights,LEBL → LEBB,6.3694
LEBL,LEBB,2022-06,167,24,5.8333,all_flights,LEBL → LEBB,14.3713
LEBL,LEBB,2022-09,157,11,-0.0167,all_flights,LEBL → LEBB,7.0064
LEBL,LEBB,2022-12,139,31,5.7667,all_flights,LEBL → LEBB,22.3022
LEBL,LEIB,2022-03,242,6,-3.6833,all_flights,LEBL → LEIB,2.4793
LEBL,LEIB,2022-06,363,45,1.7,all_flights,LEBL → LEIB,12.3967
LEBL,LEIB,2022-09,351,17,-5.0333,all_flights,LEBL → LEIB,4.8433
LEBL,LEIB,2022-12,251,10,-4.1667,all_flights,LEBL → LEIB,3.9841
LEBL,LEMD,2022-03,426,24,2.0167,all_flights,LEBL → LEMD,5.6338
LEBL,LEMD,2022-06,430,100,8.8,all_flights,LEBL → LEMD,23.2558
LEBL,LEMD,2022-09,491,58,2.5333,all_flights,LEBL → LEMD,11.8126
LEBL,LEMD,2022-12,453,126,9.2667,all_flights,LEBL → LEMD,27.8146
LEBL,LEMG,2022-03,193,21,5.2667,all_flights,LEBL → LEMG,10.8808
LEBL,LEMG,2022-06,193,61,11.6833,all_flights,LEBL → LEMG,31.6062
LEBL,LEMG,2022-09,198,30,4.4667,all_flights,LEBL → LEMG,15.1515
LEBL,LEMG,2022-12,185,54,9.8833,all_flights,LEBL → LEMG,29.1892
LEBL,LEMH,2022-03,175,2,-1.3667,all_flights,LEBL → LEMH,1.1429
LEBL,LEMH,2022-06,313,35,2.3667,all_flights,LEBL → LEMH,11.1821
LEBL,LEMH,2022-09,299,8,-5.0833,all_flights,LEBL → LEMH,2.6756
LEBL,LEMH,2022-12,145,4,-2.6,all_flights,LEBL → LEMH,2.7586
LEBL,LEPA,2022-03,528,11,-1.0167,all_flights,LEBL → LEPA,2.0833
LEBL,LEPA,2022-06,672,99,3.8833,all_flights,LEBL → LEPA,14.7321
LEBL,LEPA,2022-09,667,52,-2.3667,all_flights,LEBL → LEPA,7.7961
LEBL,LEPA,2022-12,551,33,0.3167,all_flights,LEBL → LEPA,5.9891
LEBL,LEZL,2022-03,253,14,3.1167,all_flights,LEBL → LEZL,5.5336
LEBL,LEZL,2022-06,227,53,7.1167,all_flights,LEBL → LEZL,23.348
LEBL,LEZL,2022-09,245,30,2.2833,all_flights,LEBL → LEZL,12.2449
LEBL,LEZL,2022-12,207,34,7.6,all_flights,LEBL → LEZL,16.4251
LEBL,LFPG,2022-03,289,14,-0.1,all_flights,LEBL → LFPG,4.8443
LEBL,LFPG,2022-06,349,70,5.8667,all_flights,LEBL → LFPG,20.0573
LEBL,LFPG,2022-09,356,43,1.1417,all_flights,LEBL → LFPG,12.0787
LEBL,LFPG,2022-12,309,41,4.65,all_flights,LEBL → LFPG,13.2686
LEBL,LFPO,2022-03,219,24,2.9667,all_flights,LEBL → LFPO,10.9589
LEBL,LFPO,2022-06,260,50,6.8833,all_flights,LEBL → LFPO,19.2308
LEBL,LFPO,2022-09,258,38,2.6667,all_flights,LEBL → LFPO,14.7287
LEBL,LFPO,2022-12,205,33,7.15,all_flights,LEBL → LFPO,16.0976
LEBL,LIMC,2022-03,265,2,-14.2667,all_flights,LEBL → LIMC,0.7547
LEBL,LIMC,2022-06,273,13,-9.8333,all_flights,LEBL → LIMC,4.7619
LEBL,LIMC,2022-09,303,13,-14.8667,all_flights,LEBL → LIMC,4.2904
LEBL,LIMC,2022-12,239,7,-14.4333,all_flights,LEBL → LIMC,2.9289
LEBL,LIRF,2022-03,225,4,-7.1167,all_flights,LEBL → LIRF,1.7778
LEBL,LIRF,2022-06,309,20,-2.0333,all_flights,LEBL → LIRF,6.4725
LEBL,LIRF,2022-09,310,18,-8.9833,all_flights,LEBL → LIRF,5.8065
LEBL,LIRF,2022-12,312,16,-6.6333,all_flights,LEBL → LIRF,5.1282
LEBL,LOWW,2022-03,92,20,8.3167,all_flights,LEBL → LOWW,21.7391
LEBL,LOWW,2022-06,166,47,8.9333,all_flights,LEBL → LOWW,28.3133
LEBL,LOWW,2022-09,170,37,6.6,all_flights,LEBL → LOWW,21.7647
LEBL,LOWW,2022-12,140,36,7.5667,all_flights,LEBL → LOWW,25.7143
LEBL,LPPR,2022-03,133,3,0.1833,all_flights,LEBL → LPPR,2.2556
LEBL,LPPR,2022-06,152,32,7.0167,all_flights,LEBL → LPPR,21.0526
LEBL,LPPR,2022-09,159,24,1.4833,all_flights,LEBL → LPPR,15.0943
LEBL,LPPR,2022-12,130,21,7.7583,all_flights,LEBL → LPPR,16.1538
LEBL,LPPT,2022-03,236,30,5.8417,all_flights,LEBL → LPPT,12.7119
LEBL,LPPT,2022-06,286,117,12.975,all_flights,LEBL → LPPT,40.9091
LEBL,LPPT,2022-09,301,85,7.9,all_flights,LEBL → LPPT,28.2392
LEBL,LPPT,2022-12,320,123,11.35,all_flights,LEBL → LPPT,38.4375
LEBL,LSGG,2022-03,143,4,-3.6833,all_flights,LEBL → LSGG,2.7972
LEBL,LSGG,2022-06,118,29,4.675,all_flights,LEBL → LSGG,24.5763
LEBL,LSGG,2022-09,142,21,0.2917,all_flights,LEBL → LSGG,14.7887
LEBL,LSGG,2022-12,165,7,-1.35,all_flights,LEBL → LSGG,4.2424
LEBL,LSZH,2022-03,105,7,-0.0333,all_flights,LEBL → LSZH,6.6667
LEBL,LSZH,2022-06,170,35,4.3333,all_flights,LEBL → LSZH,20.5882
LEBL,LSZH,2022-09,178,15,-2.9083,all_flights,LEBL → LSZH,8.427
LEBL,LSZH,2022-12,165,11,-0.7833,all_flights,LEBL → LSZH,6.6667
LECO,LEMD,2022-03,172,6,0.4,all_flights,LECO → LEMD,3.4884
LECO,LEMD,2022-06,127,14,4.5667,all_flights,LECO → LEMD,11.0236
LECO,LEMD,2022-09,234,26,2.2167,all_flights,LECO → LEMD,11.1111
LECO,LEMD,2022-12,237,10,1.6333,all_flights,LECO → LEMD,4.2194
LEIB,LEBL,2022-03,242,4,-7.3667,all_flights,LEIB → LEBL,1.6529
LEIB,LEBL,2022-06,361,11,0.5,all_flights,LEIB → LEBL,3.0471
LEIB,LEBL,2022-09,352,23,0.3333,all_flights,LEIB → LEBL,6.5341
LEIB,LEBL,2022-12,251,1,-4.95,all_flights,LEIB → LEBL,0.3984
LEIB,LEMD,2022-03,191,7,-3.4667,all_flights,LEIB → LEMD,3.6649
LEIB,LEMD,2022-06,295,35,4.4333,all_flights,LEIB → LEMD,11.8644
LEIB,LEMD,2022-09,318,41,4.425,all_flights,LEIB → LEMD,12.8931
LEIB,LEMD,2022-12,208,30,2.1417,all_flights,LEIB → LEMD,14.4231
LEIB,LEPA,2022-03,363,0,-9.45,all_flights,LEIB → LEPA,0.0
LEIB,LEPA,2022-06,381,9,-2.2333,all_flights,LEIB → LEPA,2.3622
LEIB,LEPA,2022-09,439,23,-4.6667,all_flights,LEIB → LEPA,5.2392
LEIB,LEPA,2022-12,366,3,-12.0833,all_flights,LEIB → LEPA,0.8197
LEMD,EBBR,2022-03,246,25,4.3583,all_flights,LEMD → EBBR,10.1626
LEMD,EBBR,2022-06,271,47,5.45,all_flights,LEMD → EBBR,17.3432
LEMD,EBBR,2022-09,281,58,7.0833,all_flights,LEMD → EBBR,20.6406
LEMD,EBBR,2022-12,276,36,5.275,all_flights,LEMD → EBBR,13.0435
LEMD,EDDF,2022-03,241,1,-10.6667,all_flights,LEMD → EDDF,0.4149
LEMD,EDDF,2022-06,280,15,-6.075,all_flights,LEMD → EDDF,5.3571
LEMD,EDDF,2022-09,247,13,-5.9,all_flights,LEMD → EDDF,5.2632
LEMD,EDDF,2022-12,263,10,-6.8833,all_flights,LEMD → EDDF,3.8023
LEMD,EDDM,2022-03,221,1,-5.05,all_flights,LEMD → EDDM,0.4525
LEMD,EDDM,2022-06,261,23,0.3833,all_flights,LEMD → EDDM,8.8123
LEMD,EDDM,2022-09,249,25,1.1167,all_flights,LEMD → EDDM,10.0402
LEMD,EDDM,2022-12,248,10,-1.35,all_flights,LEMD → EDDM,4.0323
LEMD,EGKK,2022-03,140,13,1.5083,all_flights,LEMD → EGKK,9.2857
LEMD,EGKK,2022-06,209,68,10.9167,all_flights,LEMD → EGKK,32.5359
LEMD,EGKK,2022-09,201,91,13.5667,all_flights,LEMD → EGKK,45.2736
LEMD,EGKK,2022-12,209,61,6.6333,all_flights,LEMD → EGKK,29.1866
LEMD,EGLL,2022-03,293,61,7.0,all_flights,LEMD → EGLL,20.8191
LEMD,EGLL,2022-06,340,111,9.8083,all_flights,LEMD → EGLL,32.6471
LEMD,EGLL,2022-09,339,155,13.45,all_flights,LEMD → EGLL,45.7227
LEMD,EGLL,2022-12,379,140,11.1667,all_flights,LEMD → EGLL,36.9393
LEMD,EHAM,2022-03,268,24,3.6333,all_flights,LEMD → EHAM,8.9552
LEMD,EHAM,2022-06,247,69,9.75,all_flights,LEMD → EHAM,27.9352
LEMD,EHAM,2022-09,260,56,8.15,all_flights,LEMD → EHAM,21.5385
LEMD,EHAM,2022-12,250,52,6.6667,all_flights,LEMD → EHAM,20.8
LEMD,EIDW,2022-03,114,12,3.4417,all_flights,LEMD → EIDW,10.5263
LEMD,EIDW,2022-06,128,33,7.8833,all_flights,LEMD → EIDW,25.7812
LEMD,EIDW,2022-09,119,18,3.1,all_flights,LEMD → EIDW,15.1261
LEMD,EIDW,2022-12,152,22,3.0917,all_flights,LEMD → EIDW,14.4737
LEMD,GCLP,2022-03,310,43,5.5417,all_flights,LEMD → GCLP,13.871
LEMD,GCLP,2022-06,326,78,8.175,all_flights,LEMD → GCLP,23.9264
LEMD,GCLP,2022-09,342,84,8.7333,all_flights,LEMD → GCLP,24.5614
LEMD,GCLP,2022-12,407,94,8.0333,all_flights,LEMD → GCLP,23.0958
LEMD,GCRR,2022-03,141,2,-6.3333,all_flights,LEMD → GCRR,1.4184
LEMD,GCRR,2022-06,135,5,-4.9833,all_flights,LEMD → GCRR,3.7037
LEMD,GCRR,2022-09,148,9,-4.7667,all_flights,LEMD → GCRR,6.0811
LEMD,GCRR,2022-12,152,15,-1.5667,all_flights,LEMD → GCRR,9.8684
LEMD,GCXO,2022-03,310,25,2.5417,all_flights,LEMD → GCXO,8.0645
LEMD,GCXO,2022-06,290,55,5.8667,all_flights,LEMD → GCXO,18.9655
LEMD,GCXO,2022-09,289,49,5.5833,all_flights,LEMD → GCXO,16.955
LEMD,GCXO,2022-12,365,64,6.6833,all_flights,LEMD → GCXO,17.5342
LEMD,KJFK,2022-03,111,9,-0.2333,all_flights,LEMD → KJFK,8.1081
LEMD,KJFK,2022-06,141,19,3.3833,all_flights,LEMD → KJFK,13.4752
LEMD,KJFK,2022-09,136,13,0.4333,all_flights,LEMD → KJFK,9.5588
LEMD,KJFK,2022-12,142,17,1.3083,all_flights,LEMD → KJFK,11.9718
LEMD,LEAL,2022-03,141,10,2.4167,all_flights,LEMD → LEAL,7.0922
LEMD,LEAL,2022-06,159,37,6.6833,all_flights,LEMD → LEAL,23.2704
LEMD,LEAL,2022-09,145,16,5.9667,all_flights,LEMD → LEAL,11.0345
LEMD,LEAL,2022-12,137,27,7.0833,all_flights,LEMD → LEAL,19.708
LEMD,LEBB,2022-03,210,12,1.6833,all_flights,LEMD → LEBB,5.7143
LEMD,LEBB,2022-06,208,26,3.0667,all_flights,LEMD → LEBB,12.5
LEMD,LEBB,2022-09,244,21,2.65,all_flights,LEMD → LEBB,8.6066
LEMD,LEBB,2022-12,246,29,4.025,all_flights,LEMD → LEBB,11.7886
LEMD,LEBL,2022-03,425,22,0.1333,all_flights,LEMD → LEBL,5.1765
LEMD,LEBL,2022-06,430,49,3.2083,all_flights,LEMD → LEBL,11.3953
LEMD,LEBL,2022-09,489,52,2.8833,all_flights,LEMD → LEBL,10.6339
LEMD,LEBL,2022-12,447,33,1.1667,all_flights,LEMD → LEBL,7.3826
LEMD,LECO,2022-03,170,18,4.8417,all_flights,LEMD → LECO,10.5882
LEMD,LECO,2022-06,126,19,4.3917,all_flights,LEMD → LECO,15.0794
LEMD,LECO,2022-09,234,38,4.7917,all_flights,LEMD → LECO,16.2393
LEMD,LECO,2022-12,236,35,5.15,all_flights,LEMD → LECO,14.8305
LEMD,LEIB,2022-03,190,4,-3.3083,all_flights,LEMD → LEIB,2.1053
LEMD,LEIB,2022-06,295,15,-1.1667,all_flights,LEMD → LEIB,5.0847
LEMD,LEIB,2022-09,318,13,-2.2417,all_flights,LEMD → LEIB,4.0881
LEMD,LEIB,2022-12,209,8,-3.05,all_flights,LEMD → LEIB,3.8278
LEMD,LEMG,2022-03,132,17,5.9167,all_flights,LEMD → LEMG,12.8788
LEMD,LEMG,2022-06,177,55,9.3667,all_flights,LEMD → LEMG,31.0734
LEMD,LEMG,2022-09,224,25,4.4833,all_flights,LEMD → LEMG,11.1607
LEMD,LEMG,2022-12,211,43,7.1167,all_flights,LEMD → LEMG,20.3791
LEMD,LEPA,2022-03,470,9,-2.7167,all_flights,LEMD → LEPA,1.9149
LEMD,LEPA,2022-06,498,26,-2.0333,all_flights,LEMD → LEPA,5.2209
LEMD,LEPA,2022-09,502,39,-2.975,all_flights,LEMD → LEPA,7.7689
LEMD,LEPA,2022-12,509,17,-6.3667,all_flights,LEMD → LEPA,3.3399
LEMD,LEST,2022-03,150,6,0.7417,all_flights,LEMD → LEST,4.0
LEMD,LEST,2022-06,133,26,5.5167,all_flights,LEMD → LEST,19.5489
LEMD,LEST,2022-09,139,17,3.8167,all_flights,LEMD → LEST,12.2302
LEMD,LEST,2022-12,138,30,7.3833,all_flights,LEMD → LEST,21.7391
LEMD,LEVC,2022-03,155,9,-0.7,all_flights,LEMD → LEVC,5.8065
LEMD,LEVC,2022-06,147,13,1.45,all_flights,LEMD → LEVC,8.8435
LEMD,LEVC,2022-09,150,18,4.7583,all_flights,LEMD → LEVC,12.0
LEMD,LEVC,2022-12,144,16,3.9333,all_flights,LEMD → LEVC,11.1111
LEMD,LEVX,2022-03,182,22,5.525,all_flights,LEMD → LEVX,12.0879
LEMD,LEVX,2022-06,188,38,8.2917,all_flights,LEMD → LEVX,20.2128
LEMD,LEVX,2022-09,239,47,7.8333,all_flights,LEMD → LEVX,19.6653
LEMD,LEVX,2022-12,226,61,9.3833,all_flights,LEMD → LEVX,26.9912
LEMD,LFPG,2022-03,309,9,-0.5333,all_flights,LEMD → LFPG,2.9126
LEMD,LFPG,2022-06,312,37,1.7583,all_flights,LEMD → LFPG,11.859
LEMD,LFPG,2022-09,309,34,3.25,all_flights,LEMD → LFPG,11.0032
LEMD,LFPG,2022-12,301,35,4.1333,all_flights,LEMD → LFPG,11.6279
LEMD,LFPO,2022-03,325,19,2.1,all_flights,LEMD → LFPO,5.8462
LEMD,LFPO,2022-06,352,25,3.2917,all_flights,LEMD → LFPO,7.1023
LEMD,LFPO,2022-09,365,49,3.2667,all_flights,LEMD → LFPO,13.4247
LEMD,LFPO,2022-12,377,45,4.6833,all_flights,LEMD → LFPO,11.9363
LEMD,LIMC,2022-03,190,0,-12.5417,all_flights,LEMD → LIMC,0.0
LEMD,LIMC,2022-06,171,13,-8.65,all_flights,LEMD → LIMC,7.6023
LEMD,LIMC,2022-09,180,7,-8.95,all_flights,LEMD → LIMC,3.8889
LEMD,LIMC,2022-12,214,3,-12.55,all_flights,LEMD → LIMC,1.4019
LEMD,LIRF,2022-03,272,1,-3.8917,all_flights,LEMD → LIRF,0.3676
LEMD,LIRF,2022-06,349,30,-0.1833,all_flights,LEMD → LIRF,8.596
LEMD,LIRF,2022-09,349,18,-4.35,all_flights,LEMD → LIRF,5.1576
LEMD,LIRF,2022-12,369,14,-4.9667,all_flights,LEMD → LIRF,3.794
LEMD,LPPR,2022-03,243,20,2.4167,all_flights,LEMD → LPPR,8.2305
LEMD,LPPR,2022-06,325,44,4.6333,all_flights,LEMD → LPPR,13.5385
LEMD,LPPR,2022-09,335,37,3.9,all_flights,LEMD → LPPR,11.0448
LEMD,LPPR,2022-12,315,57,4.95,all_flights,LEMD → LPPR,18.0952
LEMD,LPPT,2022-03,437,38,1.75,all_flights,LEMD → LPPT,8.6957
LEMD,LPPT,2022-06,530,120,7.0583,all_flights,LEMD → LPPT,22.6415
LEMD,LPPT,2022-09,536,149,8.4,all_flights,LEMD → LPPT,27.7985
LEMD,LPPT,2022-12,553,141,7.4333,all_flights,LEMD → LPPT,25.4973
LEMD,LSGG,2022-03,171,4,-3.7833,all_flights,LEMD → LSGG,2.3392
LEMD,LSGG,2022-06,166,8,-1.3083,all_flights,LEMD → LSGG,4.8193
LEMD,LSGG,2022-09,161,15,-1.4333,all_flights,LEMD → LSGG,9.3168
LEMD,LSGG,2022-12,192,15,-1.1917,all_flights,LEMD → LSGG,7.8125
LEMD,LSZH,2022-03,168,2,-2.0,all_flights,LEMD → LSZH,1.1905
LEMD,LSZH,2022-06,174,30,3.3917,all_flights,LEMD → LSZH,17.2414
LEMD,LSZH,2022-09,172,24,4.475,all_flights,LEMD → LSZH,13.9535
LEMD,LSZH,2022-12,199,14,-0.6,all_flights,LEMD → LSZH,7.0352
LEMD,MMMX,2022-03,125,16,5.0,all_flights,LEMD → MMMX,12.8
LEMD,MMMX,2022-06,143,23,5.1167,all_flights,LEMD → MMMX,16.0839
LEMD,MMMX,2022-09,145,14,3.1833,all_flights,LEMD → MMMX,9.6552
LEMD,MMMX,2022-12,154,24,5.6,all_flights,LEMD → MMMX,15.5844
LEMD,SKBO,2022-03,154,19,5.0917,all_flights,LEMD → SKBO,12.3377
LEMD,SKBO,2022-06,178,41,6.0417,all_flights,LEMD → SKBO,23.0337
LEMD,SKBO,2022-09,192,32,3.725,all_flights,LEMD → SKBO,16.6667
LEMD,SKBO,2022-12,208,45,6.9917,all_flights,LEMD → SKBO,21.6346
LEMG,EGCC,2022-03,107,14,4.15,all_flights,LEMG → EGCC,13.0841
LEMG,EGCC,2022-06,156,19,5.6,all_flights,LEMG → EGCC,12.1795
LEMG,EGCC,2022-09,162,31,5.8833,all_flights,LEMG → EGCC,19.1358
LEMG,EGCC,2022-12,94,2,-0.175,all_flights,LEMG → EGCC,2.1277
LEMG,EGKK,2022-03,125,13,2.7167,all_flights,LEMG → EGKK,10.4
LEMG,EGKK,2022-06,295,108,10.5833,all_flights,LEMG → EGKK,36.6102
LEMG,EGKK,2022-09,299,96,9.5167,all_flights,LEMG → EGKK,32.107
LEMG,EGKK,2022-12,223,43,4.7167,all_flights,LEMG → EGKK,19.2825
LEMG,EHAM,2022-03,148,16,5.1583,all_flights,LEMG → EHAM,10.8108
LEMG,EHAM,2022-06,185,64,9.3333,all_flights,LEMG → EHAM,34.5946
LEMG,EHAM,2022-09,160,48,10.1083,all_flights,LEMG → EHAM,30.0
LEMG,EHAM,2022-12,136,15,3.3917,all_flights,LEMG → EHAM,11.0294
LEMG,EIDW,2022-03,97,5,-0.6833,all_flights,LEMG → EIDW,5.1546
LEMG,EIDW,2022-06,185,34,4.2333,all_flights,LEMG → EIDW,18.3784
LEMG,EIDW,2022-09,182,28,2.5083,all_flights,LEMG → EIDW,15.3846
LEMG,EIDW,2022-12,99,4,-3.3667,all_flights,LEMG → EIDW,4.0404
LEMG,EKCH,2022-03,123,4,0.0167,all_flights,LEMG → EKCH,3.252
LEMG,EKCH,2022-06,155,16,0.3,all_flights,LEMG → EKCH,10.3226
LEMG,EKCH,2022-09,153,20,0.9,all_flights,LEMG → EKCH,13.0719
LEMG,EKCH,2022-12,112,4,-3.9917,all_flights,LEMG → EKCH,3.5714
LEMG,GEML,2022-03,168,3,0.8083,all_flights,LEMG → GEML,1.7857
LEMG,GEML,2022-06,194,20,6.5333,all_flights,LEMG → GEML,10.3093
LEMG,GEML,2022-09,196,27,5.2,all_flights,LEMG → GEML,13.7755
LEMG,GEML,2022-12,178,12,2.5583,all_flights,LEMG → GEML,6.7416
LEMG,LEBL,2022-03,190,36,5.9083,all_flights,LEMG → LEBL,18.9474
LEMG,LEBL,2022-06,192,42,7.8333,all_flights,LEMG → LEBL,21.875
LEMG,LEBL,2022-09,196,44,8.3083,all_flights,LEMG → LEBL,22.449
LEMG,LEBL,2022-12,184,30,5.6333,all_flights,LEMG → LEBL,16.3043
LEMG,LEMD,2022-03,132,15,4.45,all_flights,LEMG → LEMD,11.3636
LEMG,LEMD,2022-06,184,36,5.0333,all_flights,LEMG → LEMD,19.5652
LEMG,LEMD,2022-09,213,31,2.8833,all_flights,LEMG → LEMD,14.554
LEMG,LEMD,2022-12,211,25,2.4667,all_flights,LEMG → LEMD,11.8483
LEMH,LEBL,2022-03,177,0,-7.6833,all_flights,LEMH → LEBL,0.0
LEMH,LEBL,2022-06,313,12,-0.25,all_flights,LEMH → LEBL,3.8339
LEMH,LEBL,2022-09,301,35,1.8167,all_flights,LEMH → LEBL,11.6279
LEMH,LEBL,2022-12,145,4,-6.1167,all_flights,LEMH → LEBL,2.7586
LEMH,LEPA,2022-03,284,0,-4.5667,all_flights,LEMH → LEPA,0.0
LEMH,LEPA,2022-06,308,19,-2.6917,all_flights,LEMH → LEPA,6.1688
LEMH,LEPA,2022-09,338,23,-5.225,all_flights,LEMH → LEPA,6.8047
LEMH,LEPA,2022-12,274,0,-9.25,all_flights,LEMH → LEPA,0.0
LEPA,EDDB,2022-03,146,18,2.225,all_flights,LEPA → EDDB,12.3288
LEPA,EDDB,2022-06,279,126,13.1,all_flights,LEPA → EDDB,45.1613
LEPA,EDDB,2022-09,257,102,10.7667,all_flights,LEPA → EDDB,39.6887
LEPA,EDDB,2022-12,85,13,3.4667,all_flights,LEPA → EDDB,15.2941
LEPA,EDDF,2022-03,130,2,-8.3833,all_flights,LEPA → EDDF,1.5385
LEPA,EDDF,2022-06,285,29,-3.2167,all_flights,LEPA → EDDF,10.1754
LEPA,EDDF,2022-09,297,19,-8.3833,all_flights,LEPA → EDDF,6.3973
LEPA,EDDF,2022-12,67,2,-7.1667,all_flights,LEPA → EDDF,2.9851
LEPA,EDDH,2022-03,129,7,-4.3167,all_flights,LEPA → EDDH,5.4264
LEPA,EDDH,2022-06,277,55,2.5,all_flights,LEPA → EDDH,19.8556
LEPA,EDDH,2022-09,286,36,-2.6333,all_flights,LEPA → EDDH,12.5874
LEPA,EDDH,2022-12,64,5,-4.125,all_flights,LEPA → EDDH,7.8125
LEPA,EDDK,2022-03,133,5,-2.5,all_flights,LEPA → EDDK,3.7594
LEPA,EDDK,2022-06,327,123,10.15,all_flights,LEPA → EDDK,37.6147
LEPA,EDDK,2022-09,331,78,3.65,all_flights,LEPA → EDDK,23.565
LEPA,EDDK,2022-12,83,5,-2.2833,all_flights,LEPA → EDDK,6.0241
LEPA,EDDL,2022-03,160,8,-0.75,all_flights,LEPA → EDDL,5.0
LEPA,EDDL,2022-06,487,134,7.3667,all_flights,LEPA → EDDL,27.5154
LEPA,EDDL,2022-09,500,50,-1.4667,all_flights,LEPA → EDDL,10.0
LEPA,EDDL,2022-12,75,7,-3.65,all_flights,LEPA → EDDL,9.3333
LEPA,EDDM,2022-03,92,3,-7.4167,all_flights,LEPA → EDDM,3.2609
LEPA,EDDM,2022-06,266,33,0.3333,all_flights,LEPA → EDDM,12.406
LEPA,EDDM,2022-09,259,26,-1.4333,all_flights,LEPA → EDDM,10.0386
LEPA,EDDM,2022-12,56,2,-5.175,all_flights,LEPA → EDDM,3.5714
LEPA,EDDS,2022-03,81,3,-1.3833,all_flights,LEPA → EDDS,3.7037
LEPA,EDDS,2022-06,226,51,4.3417,all_flights,LEPA → EDDS,22.5664
LEPA,EDDS,2022-09,236,29,-0.6667,all_flights,LEPA → EDDS,12.2881
LEPA,EDDS,2022-12,39,1,-5.9167,all_flights,LEPA → EDDS,2.5641
LEPA,EGCC,2022-03,61,2,3.6167,all_flights,LEPA → EGCC,3.2787
LEPA,EGCC,2022-06,269,97,11.4167,all_flights,LEPA → EGCC,36.0595
LEPA,EGCC,2022-09,265,81,8.3833,all_flights,LEPA → EGCC,30.566
LEPA,EGCC,2022-12,30,2,3.0333,all_flights,LEPA → EGCC,6.6667
LEPA,EGKK,2022-03,72,4,0.675,all_flights,LEPA → EGKK,5.5556
LEPA,EGKK,2022-06,237,104,13.6333,all_flights,LEPA → EGKK,43.8819
LEPA,EGKK,2022-09,235,82,9.5167,all_flights,LEPA → EGKK,34.8936
LEPA,EGKK,2022-12,92,15,3.925,all_flights,LEPA → EGKK,16.3043
LEPA,LEAL,2022-03,102,3,0.7,all_flights,LEPA → LEAL,2.9412
LEPA,LEAL,2022-06,165,31,8.2333,all_flights,LEPA → LEAL,18.7879
LEPA,LEAL,2022-09,161,14,1.4333,all_flights,LEPA → LEAL,8.6957
LEPA,LEAL,2022-12,126,5,3.1667,all_flights,LEPA → LEAL,3.9683
LEPA,LEBL,2022-03,532,13,-1.6,all_flights,LEPA → LEBL,2.4436
LEPA,LEBL,2022-06,671,93,4.1167,all_flights,LEPA → LEBL,13.8599
LEPA,LEBL,2022-09,666,70,-0.4,all_flights,LEPA → LEBL,10.5105
LEPA,LEBL,2022-12,551,24,-0.3333,all_flights,LEPA → LEBL,4.3557
LEPA,LEIB,2022-03,366,2,-8.125,all_flights,LEPA → LEIB,0.5464
LEPA,LEIB,2022-06,389,26,-3.3333,all_flights,LEPA → LEIB,6.6838
LEPA,LEIB,2022-09,445,17,-9.7167,all_flights,LEPA → LEIB,3.8202
LEPA,LEIB,2022-12,366,3,-7.6167,all_flights,LEPA → LEIB,0.8197
