ADEP,ADES,period,flight_count,delayed_over_15_count,median_arrival_delay_min,scope_id,route,delay_over_15_pct
UDYZ,UUWW,2022-03,65,16,2.0833,all_flights,UDYZ → UUWW,24.6154
UDYZ,UUWW,2022-06,275,107,10.55,all_flights,UDYZ → UUWW,38.9091
UDYZ,UUWW,2022-09,262,95,9.1333,all_flights,UDYZ → UUWW,36.2595
UDYZ,UUWW,2022-12,230,63,2.7917,all_flights,UDYZ → UUWW,27.3913
ULLI,UMKK,2022-03,193,21,1.5833,all_flights,ULLI → UMKK,10.8808
ULLI,UMKK,2022-06,439,89,6.3667,all_flights,ULLI → UMKK,20.2733
ULLI,UMKK,2022-09,456,118,7.6667,all_flights,ULLI → UMKK,25.8772
ULLI,UMKK,2022-12,253,140,17.7833,all_flights,ULLI → UMKK,55.336
UMKK,ULLI,2022-03,201,22,0.0667,all_flights,UMKK → ULLI,10.9453
UMKK,ULLI,2022-06,437,78,2.05,all_flights,UMKK → ULLI,17.849
UMKK,ULLI,2022-09,459,100,6.05,all_flights,UMKK → ULLI,21.7865
UMKK,ULLI,2022-12,250,86,7.9417,all_flights,UMKK → ULLI,34.4
UMKK,UUDD,2022-03,115,27,3.5833,all_flights,UMKK → UUDD,23.4783
UMKK,UUDD,2022-06,206,54,6.8833,all_flights,UMKK → UUDD,26.2136
UMKK,UUDD,2022-09,224,80,9.4917,all_flights,UMKK → UUDD,35.7143
UMKK,UUDD,2022-12,196,99,15.6083,all_flights,UMKK → UUDD,50.5102
UMKK,UUEE,2022-03,127,10,-4.3333,all_flights,UMKK → UUEE,7.874
UMKK,UUEE,2022-06,319,42,0.6,all_flights,UMKK → UUEE,13.1661
UMKK,UUEE,2022-09,365,36,-0.45,all_flights,UMKK → UUEE,9.863
UMKK,UUEE,2022-12,258,79,9.6667,all_flights,UMKK → UUEE,30.6202
URSS,LTFM,2022-03,5,0,0.9833,all_flights,URSS → LTFM,0.0
URSS,LTFM,2022-06,149,24,1.5,all_flights,URSS → LTFM,16.1074
URSS,LTFM,2022-09,181,50,5.5833,all_flights,URSS → LTFM,27.6243
URSS,LTFM,2022-12,182,29,0.4667,all_flights,URSS → LTFM,15.9341
UTTT,LTFM,2022-03,121,20,5.7,all_flights,UTTT → LTFM,16.5289
UTTT,LTFM,2022-06,145,30,8.1833,all_flights,UTTT → LTFM,20.6897
UTTT,LTFM,2022-09,146,39,7.8833,all_flights,UTTT → LTFM,26.7123
UTTT,LTFM,2022-12,150,21,5.5,all_flights,UTTT → LTFM,14.0
UUDD,LTAI,2022-03,13,6,7.7167,all_flights,UUDD → LTAI,46.1538
UUDD,LTAI,2022-06,259,60,2.5667,all_flights,UUDD → LTAI,23.166
UUDD,LTAI,2022-09,262,124,14.2,all_flights,UUDD → LTAI,47.3282
UUDD,LTAI,2022-12,94,39,9.6,all_flights,UUDD → LTAI,41.4894
UUDD,UMKK,2022-03,113,16,2.2833,all_flights,UUDD → UMKK,14.1593
UUDD,UMKK,2022-06,209,46,6.6167,all_flights,UUDD → UMKK,22.0096
UUDD,UMKK,2022-09,228,89,11.625,all_flights,UUDD → UMKK,39.0351
UUDD,UMKK,2022-12,195,119,21.9,all_flights,UUDD → UMKK,61.0256
UUEE,UMKK,2022-03,96,11,-6.025,all_flights,UUEE → UMKK,11.4583
UUEE,UMKK,2022-06,319,23,-2.3,all_flights,UUEE → UMKK,7.21
UUEE,UMKK,2022-09,365,27,-4.7,all_flights,UUEE → UMKK,7.3973
UUEE,UMKK,2022-12,256,79,7.1333,all_flights,UUEE → UMKK,30.8594
UUWW,LTAI,2022-03,7,3,12.55,all_flights,UUWW → LTAI,42.8571
UUWW,LTAI,2022-06,418,177,12.55,all_flights,UUWW → LTAI,42.3445
UUWW,LTAI,2022-09,420,357,29.4667,all_flights,UUWW → LTAI,85.0
UUWW,LTAI,2022-12,123,98,28.9,all_flights,UUWW → LTAI,79.6748
UUWW,LTFM,2022-03,157,48,5.3333,all_flights,UUWW → LTFM,30.5732
UUWW,LTFM,2022-06,165,51,7.7667,all_flights,UUWW → LTFM,30.9091
UUWW,LTFM,2022-09,173,67,10.2,all_flights,UUWW → LTFM,38.7283
UUWW,LTFM,2022-12,198,102,16.0,all_flights,UUWW → LTFM,51.5152
UUWW,OMDB,2022-03,126,107,31.2417,all_flights,UUWW → OMDB,84.9206
UUWW,OMDB,2022-06,98,90,35.1083,all_flights,UUWW → OMDB,91.8367
UUWW,OMDB,2022-09,166,137,31.6083,all_flights,UUWW → OMDB,82.5301
UUWW,OMDB,2022-12,192,167,40.025,all_flights,UUWW → OMDB,86.9792
UUWW,UDYZ,2022-03,64,30,13.0917,all_flights,UUWW → UDYZ,46.875
UUWW,UDYZ,2022-06,275,173,18.8,all_flights,UUWW → UDYZ,62.9091
UUWW,UDYZ,2022-09,261,140,16.4833,all_flights,UUWW → UDYZ,53.6398
UUWW,UDYZ,2022-12,228,108,13.8833,all_flights,UUWW → UDYZ,47.3684
VIDP,EGLL,2022-03,78,48,18.75,all_flights,VIDP → EGLL,61.5385
VIDP,EGLL,2022-06,165,128,25.1667,all_flights,VIDP → EGLL,77.5758
VIDP,EGLL,2022-09,196,134,21.2667,all_flights,VIDP → EGLL,68.3673
VIDP,EGLL,2022-12,214,175,27.4833,all_flights,VIDP → EGLL,81.7757
WSSS,EGLL,2022-03,111,70,18.6,all_flights,WSSS → EGLL,63.0631
WSSS,EGLL,2022-06,163,135,26.0667,all_flights,WSSS → EGLL,82.8221
WSSS,EGLL,2022-09,179,153,26.25,all_flights,WSSS → EGLL,85.4749
WSSS,EGLL,2022-12,214,180,28.3333,all_flights,WSSS → EGLL,84.1121
DAAG,LFPG,2022-03,82,15,5.875,scheduled_duration_under_3h,DAAG → LFPG,18.2927
DAAG,LFPG,2022-06,172,55,6.9917,scheduled_duration_under_3h,DAAG → LFPG,31.9767
DAAG,LFPG,2022-09,309,102,9.55,scheduled_duration_under_3h,DAAG → LFPG,33.0097
DAAG,LFPG,2022-12,311,67,6.2167,scheduled_duration_under_3h,DAAG → LFPG,21.5434
DAAG,LFPO,2022-03,56,12,7.725,scheduled_duration_under_3h,DAAG → LFPO,21.4286
DAAG,LFPO,2022-06,153,50,8.7167,scheduled_duration_under_3h,DAAG → LFPO,32.6797
DAAG,LFPO,2022-09,168,62,10.6083,scheduled_duration_under_3h,DAAG → LFPO,36.9048
DAAG,LFPO,2022-12,251,53,6.9333,scheduled_duration_under_3h,DAAG → LFPO,21.1155
DTTA,LFPG,2022-03,132,26,8.6,scheduled_duration_under_3h,DTTA → LFPG,19.697
DTTA,LFPG,2022-06,183,53,8.75,scheduled_duration_under_3h,DTTA → LFPG,28.9617
DTTA,LFPG,2022-09,164,63,11.9167,scheduled_duration_under_3h,DTTA → LFPG,38.4146
DTTA,LFPG,2022-12,136,48,10.1333,scheduled_duration_under_3h,DTTA → LFPG,35.2941
DTTA,LFPO,2022-03,169,54,9.55,scheduled_duration_under_3h,DTTA → LFPO,31.9527
DTTA,LFPO,2022-06,154,62,12.1083,scheduled_duration_under_3h,DTTA → LFPO,40.2597
DTTA,LFPO,2022-09,189,69,11.7,scheduled_duration_under_3h,DTTA → LFPO,36.5079
DTTA,LFPO,2022-12,173,50,9.6167,scheduled_duration_under_3h,DTTA → LFPO,28.9017
DTTA,LTFM,2022-03,140,24,5.575,scheduled_duration_under_3h,DTTA → LTFM,17.1429
DTTA,LTFM,2022-06,149,18,4.95,scheduled_duration_under_3h,DTTA → LTFM,12.0805
DTTA,LTFM,2022-09,157,22,1.5833,scheduled_duration_under_3h,DTTA → LTFM,14.0127
DTTA,LTFM,2022-12,141,11,0.3833,scheduled_duration_under_3h,DTTA → LTFM,7.8014
EBBR,EDDF,2022-03,170,2,-11.4333,scheduled_duration_under_3h,EBBR → EDDF,1.1765
EBBR,EDDF,2022-06,173,3,-11.0,scheduled_duration_under_3h,EBBR → EDDF,1.7341
EBBR,EDDF,2022-09,193,0,-12.7,scheduled_duration_under_3h,EBBR → EDDF,0.0
EBBR,EDDF,2022-12,145,2,-11.0333,scheduled_duration_under_3h,EBBR → EDDF,1.3793
EBBR,EDDM,2022-03,138,1,-3.6833,scheduled_duration_under_3h,EBBR → EDDM,0.7246
EBBR,EDDM,2022-06,171,11,-1.2667,scheduled_duration_under_3h,EBBR → EDDM,6.4327
EBBR,EDDM,2022-09,189,9,1.0,scheduled_duration_under_3h,EBBR → EDDM,4.7619
EBBR,EDDM,2022-12,176,6,-1.7333,scheduled_duration_under_3h,EBBR → EDDM,3.4091
EBBR,EDDP,2022-03,135,1,-10.7333,scheduled_duration_under_3h,EBBR → EDDP,0.7407
EBBR,EDDP,2022-06,152,9,-3.7417,scheduled_duration_under_3h,EBBR → EDDP,5.9211
EBBR,EDDP,2022-09,140,1,-5.7,scheduled_duration_under_3h,EBBR → EDDP,0.7143
EBBR,EDDP,2022-12,146,9,-4.825,scheduled_duration_under_3h,EBBR → EDDP,6.1644
EBBR,EGLL,2022-03,158,15,6.075,scheduled_duration_under_3h,EBBR → EGLL,9.4937
EBBR,EGLL,2022-06,192,39,8.6,scheduled_duration_under_3h,EBBR → EGLL,20.3125
EBBR,EGLL,2022-09,155,29,8.15,scheduled_duration_under_3h,EBBR → EGLL,18.7097
EBBR,EGLL,2022-12,213,60,8.6167,scheduled_duration_under_3h,EBBR → EGLL,28.169
EBBR,EIDW,2022-03,131,5,-1.8,scheduled_duration_under_3h,EBBR → EIDW,3.8168
EBBR,EIDW,2022-06,127,11,3.4,scheduled_duration_under_3h,EBBR → EIDW,8.6614
EBBR,EIDW,2022-09,133,5,0.5667,scheduled_duration_under_3h,EBBR → EIDW,3.7594
EBBR,EIDW,2022-12,128,14,0.2583,scheduled_duration_under_3h,EBBR → EIDW,10.9375
EBBR,EKCH,2022-03,131,0,-3.1667,scheduled_duration_under_3h,EBBR → EKCH,0.0
EBBR,EKCH,2022-06,156,6,-2.0083,scheduled_duration_under_3h,EBBR → EKCH,3.8462
EBBR,EKCH,2022-09,181,5,-1.2667,scheduled_duration_under_3h,EBBR → EKCH,2.7624
EBBR,EKCH,2022-12,153,4,-8.2667,scheduled_duration_under_3h,EBBR → EKCH,2.6144
EBBR,LEBL,2022-03,172,3,1.2417,scheduled_duration_under_3h,EBBR → LEBL,1.7442
EBBR,LEBL,2022-06,212,42,6.0667,scheduled_duration_under_3h,EBBR → LEBL,19.8113
EBBR,LEBL,2022-09,221,38,4.7167,scheduled_duration_under_3h,EBBR → LEBL,17.1946
EBBR,LEBL,2022-12,164,11,1.0,scheduled_duration_under_3h,EBBR → LEBL,6.7073
EBBR,LEMD,2022-03,247,6,0.4667,scheduled_duration_under_3h,EBBR → LEMD,2.4291
EBBR,LEMD,2022-06,269,52,2.5667,scheduled_duration_under_3h,EBBR → LEMD,19.3309
EBBR,LEMD,2022-09,281,40,1.4833,scheduled_duration_under_3h,EBBR → LEMD,14.2349
EBBR,LEMD,2022-12,279,21,1.45,scheduled_duration_under_3h,EBBR → LEMD,7.5269
EBBR,LIML,2022-03,118,1,-1.9417,scheduled_duration_under_3h,EBBR → LIML,0.8475
EBBR,LIML,2022-06,142,24,2.8333,scheduled_duration_under_3h,EBBR → LIML,16.9014
EBBR,LIML,2022-09,155,13,2.1167,scheduled_duration_under_3h,EBBR → LIML,8.3871
EBBR,LIML,2022-12,139,11,0.4333,scheduled_duration_under_3h,EBBR → LIML,7.9137
EBBR,LIRF,2022-03,156,2,-8.1917,scheduled_duration_under_3h,EBBR → LIRF,1.2821
EBBR,LIRF,2022-06,176,25,-0.3917,scheduled_duration_under_3h,EBBR → LIRF,14.2045
EBBR,LIRF,2022-09,200,14,-7.1333,scheduled_duration_under_3h,EBBR → LIRF,7.0
EBBR,LIRF,2022-12,146,0,-8.8583,scheduled_duration_under_3h,EBBR → LIRF,0.0
EBBR,LOWW,2022-03,123,7,3.3333,scheduled_duration_under_3h,EBBR → LOWW,5.6911
EBBR,LOWW,2022-06,177,51,8.75,scheduled_duration_under_3h,EBBR → LOWW,28.8136
EBBR,LOWW,2022-09,213,33,6.0833,scheduled_duration_under_3h,EBBR → LOWW,15.493
EBBR,LOWW,2022-12,180,31,3.8667,scheduled_duration_under_3h,EBBR → LOWW,17.2222
EBBR,LPPT,2022-03,148,22,4.2,scheduled_duration_under_3h,EBBR → LPPT,14.8649
EBBR,LPPT,2022-06,173,50,8.9833,scheduled_duration_under_3h,EBBR → LPPT,28.9017
EBBR,LPPT,2022-09,189,47,7.5333,scheduled_duration_under_3h,EBBR → LPPT,24.8677
EBBR,LPPT,2022-12,124,49,10.6,scheduled_duration_under_3h,EBBR → LPPT,39.5161
EBBR,LSGG,2022-03,194,2,-11.3917,scheduled_duration_under_3h,EBBR → LSGG,1.0309
EBBR,LSGG,2022-06,131,8,-7.7,scheduled_duration_under_3h,EBBR → LSGG,6.1069
EBBR,LSGG,2022-09,172,8,-8.775,scheduled_duration_under_3h,EBBR → LSGG,4.6512
EBBR,LSGG,2022-12,186,5,-9.7917,scheduled_duration_under_3h,EBBR → LSGG,2.6882
EDDB,EDDF,2022-03,272,1,-6.9833,scheduled_duration_under_3h,EDDB → EDDF,0.3676
EDDB,EDDF,2022-06,348,19,-6.25,scheduled_duration_under_3h,EDDB → EDDF,5.4598
EDDB,EDDF,2022-09,382,11,-5.0083,scheduled_duration_under_3h,EDDB → EDDF,2.8796
EDDB,EDDF,2022-12,287,59,0.9167,scheduled_duration_under_3h,EDDB → EDDF,20.5575
EDDB,EDDK,2022-03,184,14,3.7917,scheduled_duration_under_3h,EDDB → EDDK,7.6087
EDDB,EDDK,2022-06,144,30,7.8333,scheduled_duration_under_3h,EDDB → EDDK,20.8333
EDDB,EDDK,2022-09,146,42,8.4167,scheduled_duration_under_3h,EDDB → EDDK,28.7671
EDDB,EDDK,2022-12,112,41,11.5083,scheduled_duration_under_3h,EDDB → EDDK,36.6071
EDDB,EDDM,2022-03,217,0,-8.0333,scheduled_duration_under_3h,EDDB → EDDM,0.0
EDDB,EDDM,2022-06,268,13,-4.1917,scheduled_duration_under_3h,EDDB → EDDM,4.8507
EDDB,EDDM,2022-09,253,11,-3.5667,scheduled_duration_under_3h,EDDB → EDDM,4.3478
EDDB,EDDM,2022-12,248,21,-4.8667,scheduled_duration_under_3h,EDDB → EDDM,8.4677
EDDB,EDDS,2022-03,144,10,-0.6167,scheduled_duration_under_3h,EDDB → EDDS,6.9444
EDDB,EDDS,2022-06,121,20,2.85,scheduled_duration_under_3h,EDDB → EDDS,16.5289
EDDB,EDDS,2022-09,153,31,4.3667,scheduled_duration_under_3h,EDDB → EDDS,20.2614
EDDB,EDDS,2022-12,116,15,1.7167,scheduled_duration_under_3h,EDDB → EDDS,12.931
EDDB,EHAM,2022-03,215,38,8.7833,scheduled_duration_under_3h,EDDB → EHAM,17.6744
EDDB,EHAM,2022-06,221,67,11.1167,scheduled_duration_under_3h,EDDB → EHAM,30.3167
EDDB,EHAM,2022-09,260,85,10.2333,scheduled_duration_under_3h,EDDB → EHAM,32.6923
EDDB,EHAM,2022-12,225,74,11.2167,scheduled_duration_under_3h,EDDB → EHAM,32.8889
EDDB,LEPA,2022-03,145,26,6.4833,scheduled_duration_under_3h,EDDB → LEPA,17.931
EDDB,LEPA,2022-06,219,55,7.8167,scheduled_duration_under_3h,EDDB → LEPA,25.1142
EDDB,LEPA,2022-09,229,67,8.4,scheduled_duration_under_3h,EDDB → LEPA,29.2576
EDDB,LEPA,2022-12,81,25,6.9333,scheduled_duration_under_3h,EDDB → LEPA,30.8642
EDDB,LFPG,2022-03,218,33,7.8417,scheduled_duration_under_3h,EDDB → LFPG,15.1376
EDDB,LFPG,2022-06,239,70,9.7667,scheduled_duration_under_3h,EDDB → LFPG,29.2887
EDDB,LFPG,2022-09,228,82,11.4417,scheduled_duration_under_3h,EDDB → LFPG,35.9649
EDDB,LFPG,2022-12,241,97,13.3667,scheduled_duration_under_3h,EDDB → LFPG,40.249
EDDB,LOWW,2022-03,127,14,6.1833,scheduled_duration_under_3h,EDDB → LOWW,11.0236
EDDB,LOWW,2022-06,186,43,8.4667,scheduled_duration_under_3h,EDDB → LOWW,23.1183
EDDB,LOWW,2022-09,202,64,11.1,scheduled_duration_under_3h,EDDB → LOWW,31.6832
EDDB,LOWW,2022-12,169,59,9.2333,scheduled_duration_under_3h,EDDB → LOWW,34.9112
EDDB,LSZH,2022-03,147,5,-1.4333,scheduled_duration_under_3h,EDDB → LSZH,3.4014
EDDB,LSZH,2022-06,202,21,1.0583,scheduled_duration_under_3h,EDDB → LSZH,10.396
EDDB,LSZH,2022-09,218,32,2.125,scheduled_duration_under_3h,EDDB → LSZH,14.6789
EDDB,LSZH,2022-12,244,32,3.0333,scheduled_duration_under_3h,EDDB → LSZH,13.1148
EDDF,EBBR,2022-03,167,12,2.5167,scheduled_duration_under_3h,EDDF → EBBR,7.1856
EDDF,EBBR,2022-06,175,31,4.9833,scheduled_duration_under_3h,EDDF → EBBR,17.7143
EDDF,EBBR,2022-09,194,19,3.7417,scheduled_duration_under_3h,EDDF → EBBR,9.7938
EDDF,EBBR,2022-12,147,24,3.75,scheduled_duration_under_3h,EDDF → EBBR,16.3265
EDDF,EDDB,2022-03,281,28,0.3,scheduled_duration_under_3h,EDDF → EDDB,9.9644
EDDF,EDDB,2022-06,344,43,4.2333,scheduled_duration_under_3h,EDDF → EDDB,12.5
EDDF,EDDB,2022-09,381,48,4.75,scheduled_duration_under_3h,EDDF → EDDB,12.5984
EDDF,EDDB,2022-12,282,47,4.4583,scheduled_duration_under_3h,EDDF → EDDB,16.6667
EDDF,EDDH,2022-03,255,9,-3.75,scheduled_duration_under_3h,EDDF → EDDH,3.5294
EDDF,EDDH,2022-06,304,17,-3.0667,scheduled_duration_under_3h,EDDF → EDDH,5.5921
EDDF,EDDH,2022-09,320,17,-3.7583,scheduled_duration_under_3h,EDDF → EDDH,5.3125
EDDF,EDDH,2022-12,266,26,-4.1333,scheduled_duration_under_3h,EDDF → EDDH,9.7744
EDDF,EDDM,2022-03,272,2,-4.075,scheduled_duration_under_3h,EDDF → EDDM,0.7353
EDDF,EDDM,2022-06,287,42,4.5,scheduled_duration_under_3h,EDDF → EDDM,14.6341
EDDF,EDDM,2022-09,318,39,4.225,scheduled_duration_under_3h,EDDF → EDDM,12.2642
EDDF,EDDM,2022-12,313,44,2.75,scheduled_duration_under_3h,EDDF → EDDM,14.0575
EDDF,EDDP,2022-03,134,4,-8.8083,scheduled_duration_under_3h,EDDF → EDDP,2.9851
EDDF,EDDP,2022-06,178,13,-1.8,scheduled_duration_under_3h,EDDF → EDDP,7.3034
EDDF,EDDP,2022-09,153,6,-4.0,scheduled_duration_under_3h,EDDF → EDDP,3.9216
EDDF,EDDP,2022-12,134,9,-3.2,scheduled_duration_under_3h,EDDF → EDDP,6.7164
EDDF,EFHK,2022-03,131,8,2.8667,scheduled_duration_under_3h,EDDF → EFHK,6.1069
EDDF,EFHK,2022-06,129,9,3.45,scheduled_duration_under_3h,EDDF → EFHK,6.9767
EDDF,EFHK,2022-09,121,24,6.3667,scheduled_duration_under_3h,EDDF → EFHK,19.8347
EDDF,EFHK,2022-12,130,57,12.0167,scheduled_duration_under_3h,EDDF → EFHK,43.8462
EDDF,EGLC,2022-03,119,14,2.9333,scheduled_duration_under_3h,EDDF → EGLC,11.7647
EDDF,EGLC,2022-06,144,22,4.85,scheduled_duration_under_3h,EDDF → EGLC,15.2778
EDDF,EGLC,2022-09,150,23,5.6083,scheduled_duration_under_3h,EDDF → EGLC,15.3333
EDDF,EGLC,2022-12,138,28,3.8583,scheduled_duration_under_3h,EDDF → EGLC,20.2899
EDDF,EGLL,2022-03,291,54,7.9333,scheduled_duration_under_3h,EDDF → EGLL,18.5567
EDDF,EGLL,2022-06,402,167,12.75,scheduled_duration_under_3h,EDDF → EGLL,41.5423
EDDF,EGLL,2022-09,336,145,12.925,scheduled_duration_under_3h,EDDF → EGLL,43.1548
EDDF,EGLL,2022-12,445,255,17.6667,scheduled_duration_under_3h,EDDF → EGLL,57.3034
EDDF,EHAM,2022-03,223,17,1.5333,scheduled_duration_under_3h,EDDF → EHAM,7.6233
EDDF,EHAM,2022-06,279,62,5.95,scheduled_duration_under_3h,EDDF → EHAM,22.2222
EDDF,EHAM,2022-09,211,38,6.35,scheduled_duration_under_3h,EDDF → EHAM,18.0095
EDDF,EHAM,2022-12,290,54,5.125,scheduled_duration_under_3h,EDDF → EHAM,18.6207
EDDF,EIDW,2022-03,190,15,1.7083,scheduled_duration_under_3h,EDDF → EIDW,7.8947
EDDF,EIDW,2022-06,175,38,7.5,scheduled_duration_under_3h,EDDF → EIDW,21.7143
EDDF,EIDW,2022-09,145,35,7.0667,scheduled_duration_under_3h,EDDF → EIDW,24.1379
EDDF,EIDW,2022-12,163,44,9.4167,scheduled_duration_under_3h,EDDF → EIDW,26.9939
EDDF,EKCH,2022-03,136,6,3.725,scheduled_duration_under_3h,EDDF → EKCH,4.4118
EDDF,EKCH,2022-06,163,28,5.05,scheduled_duration_under_3h,EDDF → EKCH,17.1779
EDDF,EKCH,2022-09,144,28,7.05,scheduled_duration_under_3h,EDDF → EKCH,19.4444
EDDF,EKCH,2022-12,155,25,1.5333,scheduled_duration_under_3h,EDDF → EKCH,16.129
EDDF,ENGM,2022-03,109,6,2.4833,scheduled_duration_under_3h,EDDF → ENGM,5.5046
EDDF,ENGM,2022-06,149,13,3.9667,scheduled_duration_under_3h,EDDF → ENGM,8.7248
EDDF,ENGM,2022-09,115,20,6.05,scheduled_duration_under_3h,EDDF → ENGM,17.3913
EDDF,ENGM,2022-12,130,29,5.325,scheduled_duration_under_3h,EDDF → ENGM,22.3077
EDDF,EPWA,2022-03,135,5,-1.7,scheduled_duration_under_3h,EDDF → EPWA,3.7037
EDDF,EPWA,2022-06,194,15,-0.9583,scheduled_duration_under_3h,EDDF → EPWA,7.732
EDDF,EPWA,2022-09,157,10,1.3333,scheduled_duration_under_3h,EDDF → EPWA,6.3694
EDDF,EPWA,2022-12,164,17,-0.45,scheduled_duration_under_3h,EDDF → EPWA,10.3659
EDDF,ESSA,2022-03,112,12,4.15,scheduled_duration_under_3h,EDDF → ESSA,10.7143
EDDF,ESSA,2022-06,175,33,6.3167,scheduled_duration_under_3h,EDDF → ESSA,18.8571
EDDF,ESSA,2022-09,137,24,7.0,scheduled_duration_under_3h,EDDF → ESSA,17.5182
EDDF,ESSA,2022-12,139,38,7.0667,scheduled_duration_under_3h,EDDF → ESSA,27.3381
EDDF,LDZA,2022-03,124,6,2.9417,scheduled_duration_under_3h,EDDF → LDZA,4.8387
EDDF,LDZA,2022-06,136,28,6.3917,scheduled_duration_under_3h,EDDF → LDZA,20.5882
EDDF,LDZA,2022-09,126,24,8.225,scheduled_duration_under_3h,EDDF → LDZA,19.0476
EDDF,LDZA,2022-12,133,38,8.6333,scheduled_duration_under_3h,EDDF → LDZA,28.5714
EDDF,LEBL,2022-03,153,18,5.25,scheduled_duration_under_3h,EDDF → LEBL,11.7647
EDDF,LEBL,2022-06,228,52,5.9667,scheduled_duration_under_3h,EDDF → LEBL,22.807
EDDF,LEBL,2022-09,194,37,7.4917,scheduled_duration_under_3h,EDDF → LEBL,19.0722
EDDF,LEBL,2022-12,190,28,5.5583,scheduled_duration_under_3h,EDDF → LEBL,14.7368
EDDF,LEMD,2022-03,234,19,3.1083,scheduled_duration_under_3h,EDDF → LEMD,8.1197
EDDF,LEMD,2022-06,260,55,6.475,scheduled_duration_under_3h,EDDF → LEMD,21.1538
EDDF,LEMD,2022-09,239,55,8.1833,scheduled_duration_under_3h,EDDF → LEMD,23.0126
EDDF,LEMD,2022-12,262,81,8.5,scheduled_duration_under_3h,EDDF → LEMD,30.916
EDDF,LEPA,2022-03,131,27,5.5833,scheduled_duration_under_3h,EDDF → LEPA,20.6107
EDDF,LEPA,2022-06,277,70,6.1667,scheduled_duration_under_3h,EDDF → LEPA,25.2708
EDDF,LEPA,2022-09,289,76,8.3333,scheduled_duration_under_3h,EDDF → LEPA,26.2976
EDDF,LEPA,2022-12,66,4,2.675,scheduled_duration_under_3h,EDDF → LEPA,6.0606
EDDF,LFPG,2022-03,310,30,2.6083,scheduled_duration_under_3h,EDDF → LFPG,9.6774
EDDF,LFPG,2022-06,314,118,11.5583,scheduled_duration_under_3h,EDDF → LFPG,37.5796
EDDF,LFPG,2022-09,300,93,9.75,scheduled_duration_under_3h,EDDF → LFPG,31.0
EDDF,LFPG,2022-12,303,90,9.55,scheduled_duration_under_3h,EDDF → LFPG,29.703
EDDF,LIMC,2022-03,133,0,-11.3,scheduled_duration_under_3h,EDDF → LIMC,0.0
EDDF,LIMC,2022-06,169,17,-2.4667,scheduled_duration_under_3h,EDDF → LIMC,10.0592
EDDF,LIMC,2022-09,162,8,-3.2833,scheduled_duration_under_3h,EDDF → LIMC,4.9383
EDDF,LIMC,2022-12,124,13,-1.9833,scheduled_duration_under_3h,EDDF → LIMC,10.4839
EDDF,LIML,2022-03,182,8,2.4333,scheduled_duration_under_3h,EDDF → LIML,4.3956
EDDF,LIML,2022-06,201,53,8.6833,scheduled_duration_under_3h,EDDF → LIML,26.3682
EDDF,LIML,2022-09,187,48,8.5833,scheduled_duration_under_3h,EDDF → LIML,25.6684
EDDF,LIML,2022-12,207,42,6.2833,scheduled_duration_under_3h,EDDF → LIML,20.2899
EDDF,LIRF,2022-03,128,2,-5.275,scheduled_duration_under_3h,EDDF → LIRF,1.5625
EDDF,LIRF,2022-06,173,23,0.1833,scheduled_duration_under_3h,EDDF → LIRF,13.2948
EDDF,LIRF,2022-09,147,14,-0.4667,scheduled_duration_under_3h,EDDF → LIRF,9.5238
EDDF,LIRF,2022-12,101,14,-0.4167,scheduled_duration_under_3h,EDDF → LIRF,13.8614
EDDF,LOWW,2022-03,225,15,3.8833,scheduled_duration_under_3h,EDDF → LOWW,6.6667
EDDF,LOWW,2022-06,260,62,7.45,scheduled_duration_under_3h,EDDF → LOWW,23.8462
EDDF,LOWW,2022-09,265,55,8.05,scheduled_duration_under_3h,EDDF → LOWW,20.7547
EDDF,LOWW,2022-12,258,78,8.8,scheduled_duration_under_3h,EDDF → LOWW,30.2326
EDDF,LSGG,2022-03,160,10,2.1,scheduled_duration_under_3h,EDDF → LSGG,6.25
EDDF,LSGG,2022-06,151,17,4.1167,scheduled_duration_under_3h,EDDF → LSGG,11.2583
EDDF,LSGG,2022-09,162,9,3.6667,scheduled_duration_under_3h,EDDF → LSGG,5.5556
EDDF,LSGG,2022-12,157,19,2.5833,scheduled_duration_under_3h,EDDF → LSGG,12.1019
EDDF,LSZH,2022-03,211,12,-2.5333,scheduled_duration_under_3h,EDDF → LSZH,5.6872
EDDF,LSZH,2022-06,182,27,2.5833,scheduled_duration_under_3h,EDDF → LSZH,14.8352
EDDF,LSZH,2022-09,188,20,0.2583,scheduled_duration_under_3h,EDDF → LSZH,10.6383
EDDF,LSZH,2022-12,205,29,1.6333,scheduled_duration_under_3h,EDDF → LSZH,14.1463
EDDF,LTFM,2022-03,139,15,-0.1,scheduled_duration_under_3h,EDDF → LTFM,10.7914
EDDF,LTFM,2022-06,193,34,5.05,scheduled_duration_under_3h,EDDF → LTFM,17.6166
EDDF,LTFM,2022-09,208,32,4.8833,scheduled_duration_under_3h,EDDF → LTFM,15.3846
EDDF,LTFM,2022-12,169,34,4.6333,scheduled_duration_under_3h,EDDF → LTFM,20.1183
EDDH,EDDF,2022-03,250,2,-3.4333,scheduled_duration_under_3h,EDDH → EDDF,0.8
EDDH,EDDF,2022-06,304,7,-5.95,scheduled_duration_under_3h,EDDH → EDDF,2.3026
EDDH,EDDF,2022-09,317,9,-6.65,scheduled_duration_under_3h,EDDH → EDDF,2.8391
