ADEP,ADES,flight_count,periods_active,delayed_over_15_count,mean_arrival_delay_min,median_arrival_delay_min,p90_arrival_delay_min,total_positive_delay_min,median_scheduled_duration_min,origin_latitude,origin_longitude,destination_latitude,destination_longitude,scope_id,scope_label,route,origin_airport_name,origin_city,origin_country,destination_airport_name,destination_city,destination_country,delay_over_15_pct,executive_eligible
BGSF,EKCH,100,4,42,15.8767,11.3417,39.8583,1724.3667,253.7583,67.0169,-50.6894,55.6181,12.6561,all_flights,All scheduled flights,BGSF → EKCH,Kangerlussuaq Airport,Kangerlussuaq,Greenland,Copenhagen Kastrup Airport,Copenhagen,Denmark,42.0,False
BIKF,EBBR,87,3,34,12.7902,10.35,35.0967,1223.7333,176.7667,63.985,-22.6056,50.9014,4.4844,all_flights,All scheduled flights,BIKF → EBBR,Keflavik International Airport,Reykjavík,Iceland,Brussels Airport,Zaventem,Belgium,39.0805,False
BIKF,EBLG,134,4,17,-9.1706,-7.325,15.495,607.25,190.975,63.985,-22.6056,50.6364,5.4428,all_flights,All scheduled flights,BIKF → EBLG,Keflavik International Airport,Reykjavík,Iceland,Liège Airport,Grâce-Hollogne,Belgium,12.6866,False
BIKF,EDDB,186,4,83,14.9853,12.225,40.425,3149.9333,192.8667,63.985,-22.6056,52.3622,13.5006,all_flights,All scheduled flights,BIKF → EDDB,Keflavik International Airport,Reykjavík,Iceland,Berlin Brandenburg Airport,Berlin,Germany,44.6237,False
BIKF,EDDF,226,4,25,1.4805,0.1083,15.975,1154.2167,204.4583,63.985,-22.6056,50.0333,8.5706,all_flights,All scheduled flights,BIKF → EDDF,Keflavik International Airport,Reykjavík,Iceland,Frankfurt Airport,Frankfurt am Main,Germany,11.0619,False
BIKF,EDDH,35,2,11,5.5467,4.8667,20.8567,327.2,179.8833,63.985,-22.6056,53.6303,9.9883,all_flights,All scheduled flights,BIKF → EDDH,Keflavik International Airport,Reykjavík,Iceland,Hamburg Helmut Schmidt Airport,Hamburg,Germany,31.4286,False
BIKF,EDDL,25,3,6,9.186,4.6667,28.33,238.1833,192.2167,63.985,-22.6056,51.2808,6.7572,all_flights,All scheduled flights,BIKF → EDDL,Keflavik International Airport,Reykjavík,Iceland,Düsseldorf Airport,Düsseldorf,Germany,24.0,False
BIKF,EDDM,143,4,42,11.0844,8.7167,29.3633,1689.2333,215.4,63.985,-22.6056,48.3539,11.7861,all_flights,All scheduled flights,BIKF → EDDM,Keflavik International Airport,Reykjavík,Iceland,Munich Airport,Munich,Germany,29.3706,False
BIKF,EFHK,118,4,38,11.8915,10.2083,30.875,1522.9333,190.6417,63.985,-22.6056,60.3172,24.9633,all_flights,All scheduled flights,BIKF → EFHK,Keflavik International Airport,Reykjavík,Iceland,Helsinki Vantaa Airport,Helsinki (Vantaa),Finland,32.2034,False
BIKF,EGCC,190,4,79,14.3142,12.4417,29.235,2807.7,139.6583,63.985,-22.6056,53.3539,-2.275,all_flights,All scheduled flights,BIKF → EGCC,Keflavik International Airport,Reykjavík,Iceland,Manchester Airport,"Manchester, Greater Manchester",United Kingdom,41.5789,False
BIKF,EGGD,28,2,7,7.8268,7.65,24.37,288.65,156.3667,63.985,-22.6056,51.3828,-2.7192,all_flights,All scheduled flights,BIKF → EGGD,Keflavik International Airport,Reykjavík,Iceland,Bristol Airport,Bristol,United Kingdom,25.0,False
BIKF,EGGW,154,4,36,6.9027,4.925,25.5367,1364.0833,161.7333,63.985,-22.6056,51.8747,-0.3683,all_flights,All scheduled flights,BIKF → EGGW,Keflavik International Airport,Reykjavík,Iceland,London Luton Airport,"Luton, Bedfordshire",United Kingdom,23.3766,False
BIKF,EGKK,177,4,86,18.4038,13.5,42.4533,3387.0,165.0667,63.985,-22.6056,51.1481,-0.1903,all_flights,All scheduled flights,BIKF → EGKK,Keflavik International Airport,Reykjavík,Iceland,London Gatwick Airport,London,United Kingdom,48.5876,False
BIKF,EGLL,311,4,171,21.7252,16.8167,44.8167,6797.9167,158.1,63.985,-22.6056,51.4775,-0.4614,all_flights,All scheduled flights,BIKF → EGLL,Keflavik International Airport,Reykjavík,Iceland,London Heathrow Airport,London,United Kingdom,54.9839,False
BIKF,EGNX,87,4,14,6.6079,5.4,17.4,639.5,148.4333,63.985,-22.6056,52.8311,-1.3278,all_flights,All scheduled flights,BIKF → EGNX,Keflavik International Airport,Reykjavík,Iceland,East Midlands Airport,Nottingham,United Kingdom,16.092,False
BIKF,EGPF,69,4,23,12.3478,9.3167,31.1067,896.7667,120.0,63.985,-22.6056,55.8719,-4.4331,all_flights,All scheduled flights,BIKF → EGPF,Keflavik International Airport,Reykjavík,Iceland,Glasgow Airport,Glasgow,United Kingdom,33.3333,False
BIKF,EGPH,42,4,8,4.8099,5.75,19.9017,351.0,125.7333,63.985,-22.6056,55.95,-3.3725,all_flights,All scheduled flights,BIKF → EGPH,Keflavik International Airport,Reykjavík,Iceland,Edinburgh Airport,Edinburgh,United Kingdom,19.0476,False
BIKF,EGSS,91,4,9,4.0231,0.5,14.8667,608.8167,159.15,63.985,-22.6056,51.885,0.235,all_flights,All scheduled flights,BIKF → EGSS,Keflavik International Airport,Reykjavík,Iceland,London Stansted Airport,London,United Kingdom,9.8901,False
BIKF,EHAM,257,4,126,18.4612,14.5333,35.57,4792.7333,165.25,63.985,-22.6056,52.3081,4.7642,all_flights,All scheduled flights,BIKF → EHAM,Keflavik International Airport,Reykjavík,Iceland,Amsterdam Airport Schiphol,Amsterdam,Netherlands,49.0272,False
BIKF,EIDW,167,4,47,8.5033,6.65,27.6,1803.8833,134.2167,63.985,-22.6056,53.4214,-6.27,all_flights,All scheduled flights,BIKF → EIDW,Keflavik International Airport,Reykjavík,Iceland,Dublin Airport,Dublin,Ireland,28.1437,False
BIKF,EKBI,109,4,21,5.4038,3.6333,21.89,922.9167,162.1833,63.985,-22.6056,55.7403,9.1517,all_flights,All scheduled flights,BIKF → EKBI,Keflavik International Airport,Reykjavík,Iceland,Billund Airport,Billund,Denmark,19.2661,False
BIKF,EKCH,506,4,132,7.82,5.4333,25.9083,5038.2333,173.8917,63.985,-22.6056,55.6181,12.6561,all_flights,All scheduled flights,BIKF → EKCH,Keflavik International Airport,Reykjavík,Iceland,Copenhagen Kastrup Airport,Copenhagen,Denmark,26.087,True
BIKF,EKVG,44,4,10,10.3883,5.425,26.3333,501.4667,78.5083,63.985,-22.6056,62.0636,-7.2772,all_flights,All scheduled flights,BIKF → EKVG,Keflavik International Airport,Reykjavík,Iceland,Vágar Airport,Vágar,Faroe Islands,22.7273,False
BIKF,ENBR,22,3,4,9.3106,6.4917,27.4733,223.1833,123.9583,63.985,-22.6056,60.2936,5.2181,all_flights,All scheduled flights,BIKF → ENBR,Keflavik International Airport,Reykjavík,Iceland,"Bergen Airport, Flesland",Bergen,Norway,18.1818,False
BIKF,ENGM,243,4,98,13.3948,12.2,30.6467,3412.1167,147.2,63.985,-22.6056,60.2028,11.0839,all_flights,All scheduled flights,BIKF → ENGM,Keflavik International Airport,Reykjavík,Iceland,"Oslo Airport, Gardermoen",Oslo (Gardermoen),Norway,40.3292,False
BIKF,EPGD,44,4,7,5.3708,5.5083,21.4267,352.9,200.8,63.985,-22.6056,54.3775,18.4661,all_flights,All scheduled flights,BIKF → EPGD,Keflavik International Airport,Reykjavík,Iceland,Gdańsk Lech Wałęsa Airport,Gdańsk,Poland,15.9091,False
BIKF,EPKK,25,4,10,14.3487,11.3,31.12,385.2667,233.1833,63.985,-22.6056,50.0778,19.7847,all_flights,All scheduled flights,BIKF → EPKK,Keflavik International Airport,Reykjavík,Iceland,Kraków John Paul II International Airport,Balice,Poland,40.0,False
BIKF,EPKT,35,4,9,12.6419,8.65,28.8367,493.9833,228.3667,63.985,-22.6056,50.4742,19.08,all_flights,All scheduled flights,BIKF → EPKT,Keflavik International Airport,Reykjavík,Iceland,Katowice Wojciech Korfanty International Airport,Katowice,Poland,25.7143,False
BIKF,EPWA,72,4,24,9.7354,6.8,30.9933,854.8333,232.1083,63.985,-22.6056,52.1658,20.9672,all_flights,All scheduled flights,BIKF → EPWA,Keflavik International Airport,Reykjavík,Iceland,Warsaw Chopin Airport,Warsaw,Poland,33.3333,False
BIKF,EPWR,28,4,9,10.5863,9.175,22.8817,374.6,214.1333,63.985,-22.6056,51.1028,16.8858,all_flights,All scheduled flights,BIKF → EPWR,Keflavik International Airport,Reykjavík,Iceland,Copernicus Wrocław Airport,Wrocław,Poland,32.1429,False
BIKF,ESSA,146,4,77,17.234,15.8083,35.0667,2572.2167,167.6417,63.985,-22.6056,59.6519,17.9186,all_flights,All scheduled flights,BIKF → ESSA,Keflavik International Airport,Reykjavík,Iceland,Stockholm-Arlanda Airport,Stockholm,Sweden,52.7397,False
BIKF,EVRA,52,4,10,8.8885,7.8167,27.4733,490.75,209.4167,63.985,-22.6056,56.9236,23.9711,all_flights,All scheduled flights,BIKF → EVRA,Keflavik International Airport,Reykjavík,Iceland,Riga International Airport,Riga,Latvia,19.2308,False
BIKF,EYVI,30,4,6,3.7756,5.4917,20.515,215.35,214.225,63.985,-22.6056,54.6369,25.2878,all_flights,All scheduled flights,BIKF → EYVI,Keflavik International Airport,Reykjavík,Iceland,Vilnius International Airport,Vilnius,Lithuania,20.0,False
BIKF,GCTS,149,4,30,7.1117,4.7333,29.19,1421.85,313.6833,63.985,-22.6056,28.0444,-16.5725,all_flights,All scheduled flights,BIKF → GCTS,Keflavik International Airport,Reykjavík,Iceland,Tenerife Sur Airport,Tenerife,Spain,20.1342,False
BIKF,LEAL,89,4,31,12.4009,9.7667,32.6267,1227.6667,257.8167,63.985,-22.6056,38.2822,-0.5581,all_flights,All scheduled flights,BIKF → LEAL,Keflavik International Airport,Reykjavík,Iceland,Alicante-Elche Miguel Hernández Airport,Alicante,Spain,34.8315,False
BIKF,LEBL,82,4,19,5.936,3.8417,23.7133,755.8833,245.2083,63.985,-22.6056,41.2969,2.0783,all_flights,All scheduled flights,BIKF → LEBL,Keflavik International Airport,Reykjavík,Iceland,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,Spain,23.1707,False
BIKF,LEMD,55,3,9,3.2367,1.9833,19.5,389.2833,238.8167,63.985,-22.6056,40.4722,-3.5608,all_flights,All scheduled flights,BIKF → LEMD,Keflavik International Airport,Reykjavík,Iceland,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,16.3636,False
BIKF,LFPG,312,4,89,10.0404,7.3583,28.315,3558.8667,184.4,63.985,-22.6056,49.0097,2.5478,all_flights,All scheduled flights,BIKF → LFPG,Keflavik International Airport,Reykjavík,Iceland,Charles de Gaulle International Airport,"Paris (Roissy-en-France, Val-d'Oise)",France,28.5256,False
BIKF,LFPO,74,4,12,4.3009,5.2417,20.9,525.95,201.9833,63.985,-22.6056,48.7233,2.3794,all_flights,All scheduled flights,BIKF → LFPO,Keflavik International Airport,Reykjavík,Iceland,Paris-Orly Airport,"Paris (Orly, Val-de-Marne)",France,16.2162,False
BIKF,LHBP,43,4,14,9.845,6.0,34.1533,509.95,244.5667,63.985,-22.6056,47.4394,19.2619,all_flights,All scheduled flights,BIKF → LHBP,Keflavik International Airport,Reykjavík,Iceland,Budapest Liszt Ferenc International Airport,Budapest,Hungary,32.5581,False
BIKF,LIMC,103,4,17,0.1142,-2.45,22.3733,603.4,244.6667,63.985,-22.6056,45.63,8.7231,all_flights,All scheduled flights,BIKF → LIMC,Keflavik International Airport,Reykjavík,Iceland,Milan Malpensa International Airport,Ferno (VA),Italy,16.5049,False
BIKF,LIRF,44,4,10,6.3905,5.2417,23.9617,412.8167,266.7167,63.985,-22.6056,41.8003,12.2389,all_flights,All scheduled flights,BIKF → LIRF,Keflavik International Airport,Reykjavík,Iceland,Rome–Fiumicino Leonardo da Vinci International Airport,Rome,Italy,22.7273,False
BIKF,LKPR,25,2,5,-0.962,-6.4333,21.5033,163.0833,216.8833,63.985,-22.6056,50.1008,14.26,all_flights,All scheduled flights,BIKF → LKPR,Keflavik International Airport,Reykjavík,Iceland,Václav Havel Airport Prague,Prague,Czechia,20.0,False
BIKF,LOWW,71,4,20,12.3887,8.55,28.3333,953.5833,231.1,63.985,-22.6056,48.1103,16.5697,all_flights,All scheduled flights,BIKF → LOWW,Keflavik International Airport,Reykjavík,Iceland,Vienna International Airport,Vienna,Austria,28.169,False
BIKF,LSGG,32,2,11,14.9245,8.4833,33.4583,502.0833,209.9583,63.985,-22.6056,46.2383,6.1094,all_flights,All scheduled flights,BIKF → LSGG,Keflavik International Airport,Reykjavík,Iceland,Geneva Cointrin International Airport,Geneva,Switzerland,34.375,False
BIKF,LSZH,128,4,41,11.3001,9.0167,29.0267,1577.6833,210.2833,63.985,-22.6056,47.4581,8.5481,all_flights,All scheduled flights,BIKF → LSZH,Keflavik International Airport,Reykjavík,Iceland,Zürich Airport,Zurich,Switzerland,32.0312,False
BKPR,EBBR,46,4,9,1.1207,-2.0083,29.45,371.8667,159.1333,42.5742,21.0358,50.9014,4.4844,all_flights,All scheduled flights,BKPR → EBBR,Priština Adem Jashari International Airport,Prishtina,Kosovo,Brussels Airport,Zaventem,Belgium,19.5652,False
BKPR,EDDB,67,4,1,-15.2483,-16.7333,0.66,42.4333,137.9333,42.5742,21.0358,52.3622,13.5006,all_flights,All scheduled flights,BKPR → EDDB,Priština Adem Jashari International Airport,Prishtina,Kosovo,Berlin Brandenburg Airport,Berlin,Germany,1.4925,False
BKPR,EDDF,54,4,0,-11.3852,-11.175,3.44,56.7333,148.8917,42.5742,21.0358,50.0333,8.5706,all_flights,All scheduled flights,BKPR → EDDF,Priština Adem Jashari International Airport,Prishtina,Kosovo,Frankfurt Airport,Frankfurt am Main,Germany,0.0,False
BKPR,EDDL,151,4,15,-1.0451,-4.5167,14.8333,768.7667,147.5667,42.5742,21.0358,51.2808,6.7572,all_flights,All scheduled flights,BKPR → EDDL,Priština Adem Jashari International Airport,Prishtina,Kosovo,Düsseldorf Airport,Düsseldorf,Germany,9.9338,False
BKPR,EDDM,112,4,12,-2.9269,-3.7917,15.6183,379.1667,113.5417,42.5742,21.0358,48.3539,11.7861,all_flights,All scheduled flights,BKPR → EDDM,Priština Adem Jashari International Airport,Prishtina,Kosovo,Munich Airport,Munich,Germany,10.7143,False
BKPR,EDDS,103,4,6,-2.0919,-5.0833,12.7,543.9833,122.3,42.5742,21.0358,48.69,9.2219,all_flights,All scheduled flights,BKPR → EDDS,Priština Adem Jashari International Airport,Prishtina,Kosovo,Stuttgart Airport,Stuttgart,Germany,5.8252,False
BKPR,EDJA,69,4,6,-1.686,-3.3,13.4033,270.3667,113.2333,42.5742,21.0358,47.9889,10.2394,all_flights,All scheduled flights,BKPR → EDJA,Priština Adem Jashari International Airport,Prishtina,Kosovo,Memmingen Allgau Airport,Memmingen,Germany,8.6957,False
BKPR,EDLW,49,4,4,2.2306,2.25,12.17,284.7333,147.9,42.5742,21.0358,51.5183,7.6122,all_flights,All scheduled flights,BKPR → EDLW,Priština Adem Jashari International Airport,Prishtina,Kosovo,Dortmund Airport,Dortmund,Germany,8.1633,False
BKPR,EDSB,30,4,1,-10.4283,-11.0583,2.82,50.15,136.6833,42.5742,21.0358,48.7794,8.0806,all_flights,All scheduled flights,BKPR → EDSB,Priština Adem Jashari International Airport,Prishtina,Kosovo,Karlsruhe Baden-Baden Airport,Rheinmünster,Germany,3.3333,False
BKPR,EGGW,93,4,11,0.7595,-0.5833,17.14,650.9167,191.2667,42.5742,21.0358,51.8747,-0.3683,all_flights,All scheduled flights,BKPR → EGGW,Priština Adem Jashari International Airport,Prishtina,Kosovo,London Luton Airport,"Luton, Bedfordshire",United Kingdom,11.828,False
BKPR,ENGM,30,4,1,-6.4478,-6.775,4.92,43.95,200.975,42.5742,21.0358,60.2028,11.0839,all_flights,All scheduled flights,BKPR → ENGM,Priština Adem Jashari International Airport,Prishtina,Kosovo,"Oslo Airport, Gardermoen",Oslo (Gardermoen),Norway,3.3333,False
BKPR,EPWA,32,2,3,-5.1448,-7.225,11.4033,113.4833,133.1,42.5742,21.0358,52.1658,20.9672,all_flights,All scheduled flights,BKPR → EPWA,Priština Adem Jashari International Airport,Prishtina,Kosovo,Warsaw Chopin Airport,Warsaw,Poland,9.375,False
BKPR,LFSB,391,4,21,-9.3846,-11.75,9.6667,1092.8333,133.8333,42.5742,21.0358,47.59,7.5292,all_flights,All scheduled flights,BKPR → LFSB,Priština Adem Jashari International Airport,Prishtina,Kosovo,EuroAirport Basel–Mulhouse–Freiburg,Bâle / Mulhouse,France,5.3708,False
BKPR,LIMC,26,4,2,-19.4615,-20.2333,2.0167,45.4333,132.9,42.5742,21.0358,45.63,8.7231,all_flights,All scheduled flights,BKPR → LIMC,Priština Adem Jashari International Airport,Prishtina,Kosovo,Milan Malpensa International Airport,Ferno (VA),Italy,7.6923,False
BKPR,LOWW,245,4,12,-3.5078,-4.4167,9.6,710.2167,92.7167,42.5742,21.0358,48.1103,16.5697,all_flights,All scheduled flights,BKPR → LOWW,Priština Adem Jashari International Airport,Prishtina,Kosovo,Vienna International Airport,Vienna,Austria,4.898,False
BKPR,LSGG,232,4,5,-10.8214,-11.1833,2.9133,271.0333,138.7917,42.5742,21.0358,46.2383,6.1094,all_flights,All scheduled flights,BKPR → LSGG,Priština Adem Jashari International Airport,Prishtina,Kosovo,Geneva Cointrin International Airport,Geneva,Switzerland,2.1552,False
BKPR,LSZH,355,4,16,-5.547,-6.7833,7.88,749.6833,127.3333,42.5742,21.0358,47.4581,8.5481,all_flights,All scheduled flights,BKPR → LSZH,Priština Adem Jashari International Airport,Prishtina,Kosovo,Zürich Airport,Zurich,Switzerland,4.507,False
BKPR,LTAI,40,2,11,7.1692,7.5833,20.1233,369.5667,94.1333,42.5742,21.0358,36.9003,30.7928,all_flights,All scheduled flights,BKPR → LTAI,Priština Adem Jashari International Airport,Prishtina,Kosovo,Antalya International Airport,Antalya,Turkey,27.5,False
BKPR,LTFJ,167,4,7,-3.5042,-3.9833,8.2133,359.8833,79.4667,42.5742,21.0358,40.8983,29.3092,all_flights,All scheduled flights,BKPR → LTFJ,Priština Adem Jashari International Airport,Prishtina,Kosovo,Istanbul Sabiha Gökçen International Airport,"Pendik, Istanbul",Turkey,4.1916,False
BKPR,LTFM,165,4,9,-2.2873,-2.8333,12.3967,537.6,80.6667,42.5742,21.0358,41.2753,28.7519,all_flights,All scheduled flights,BKPR → LTFM,Priština Adem Jashari International Airport,Prishtina,Kosovo,İstanbul Airport,"Arnavutköy, Istanbul",Turkey,5.4545,False
CYEG,EHAM,50,4,49,45.915,36.0833,70.7333,2295.75,473.2167,53.31,-113.5794,52.3081,4.7642,all_flights,All scheduled flights,CYEG → EHAM,Edmonton International Airport,Edmonton,Canada,Amsterdam Airport Schiphol,Amsterdam,Netherlands,98.0,False
CYHZ,EBLG,53,4,20,12.9654,8.6667,50.57,956.65,332.1333,44.8797,-63.5103,50.6364,5.4428,all_flights,All scheduled flights,CYHZ → EBLG,Halifax / Stanfield International Airport,Halifax,Canada,Liège Airport,Grâce-Hollogne,Belgium,37.7358,False
CYHZ,EDDF,49,2,40,31.7857,26.3833,56.1633,1572.5333,370.3833,44.8797,-63.5103,50.0333,8.5706,all_flights,All scheduled flights,CYHZ → EDDF,Halifax / Stanfield International Airport,Halifax,Canada,Frankfurt Airport,Frankfurt am Main,Germany,81.6327,False
CYHZ,EGKK,23,1,22,46.8928,46.3,80.39,1080.9167,323.8333,44.8797,-63.5103,51.1481,-0.1903,all_flights,All scheduled flights,CYHZ → EGKK,Halifax / Stanfield International Airport,Halifax,Canada,London Gatwick Airport,London,United Kingdom,95.6522,False
CYHZ,EGLL,128,4,115,31.9531,29.7417,58.2783,4168.6333,318.3083,44.8797,-63.5103,51.4775,-0.4614,all_flights,All scheduled flights,CYHZ → EGLL,Halifax / Stanfield International Airport,Halifax,Canada,London Heathrow Airport,London,United Kingdom,89.8438,False
CYHZ,EGPF,20,2,13,31.8117,26.2417,59.7933,636.2333,305.15,44.8797,-63.5103,55.8719,-4.4331,all_flights,All scheduled flights,CYHZ → EGPF,Halifax / Stanfield International Airport,Halifax,Canada,Glasgow Airport,Glasgow,United Kingdom,65.0,False
CYHZ,LEMD,28,3,24,45.7125,37.2583,66.7517,1294.9,327.225,44.8797,-63.5103,40.4722,-3.5608,all_flights,All scheduled flights,CYHZ → LEMD,Halifax / Stanfield International Airport,Halifax,Canada,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,85.7143,False
CYHZ,LFPG,26,2,19,29.9263,33.8,54.0417,778.0833,345.0833,44.8797,-63.5103,49.0097,2.5478,all_flights,All scheduled flights,CYHZ → LFPG,Halifax / Stanfield International Airport,Halifax,Canada,Charles de Gaulle International Airport,"Paris (Roissy-en-France, Val-d'Oise)",France,73.0769,False
CYMX,EGNX,47,3,25,23.1348,18.0,50.74,1194.9167,337.2,45.6797,-74.0386,52.8311,-1.3278,all_flights,All scheduled flights,CYMX → EGNX,Montreal International (Mirabel) Airport,Montréal,Canada,East Midlands Airport,Nottingham,United Kingdom,53.1915,False
CYQB,LFPG,55,3,35,19.407,18.5,37.97,1112.0167,374.4167,46.7911,-71.3933,49.0097,2.5478,all_flights,All scheduled flights,CYQB → LFPG,Quebec Jean Lesage International Airport,Quebec,Canada,Charles de Gaulle International Airport,"Paris (Roissy-en-France, Val-d'Oise)",France,63.6364,False
CYUL,DAAG,116,4,112,62.7496,46.1583,134.9,7285.4,427.475,45.4706,-73.7408,36.6944,3.2169,all_flights,All scheduled flights,CYUL → DAAG,Montreal / Pierre Elliott Trudeau International Airport,Montréal,Canada,Houari Boumediene Airport,Algiers,Algeria,96.5517,False
CYUL,DTTA,36,4,33,53.5759,47.65,89.325,1928.7333,459.8417,45.4706,-73.7408,36.8511,10.2269,all_flights,All scheduled flights,CYUL → DTTA,Montreal / Pierre Elliott Trudeau International Airport,Montréal,Canada,Tunis Carthage International Airport,Tunis,Tunisia,91.6667,False
CYUL,EBBR,136,4,134,76.6327,67.7,136.1583,10422.05,370.5167,45.4706,-73.7408,50.9014,4.4844,all_flights,All scheduled flights,CYUL → EBBR,Montreal / Pierre Elliott Trudeau International Airport,Montréal,Canada,Brussels Airport,Zaventem,Belgium,98.5294,False
CYUL,EDDF,179,4,155,49.9412,43.2167,96.6067,8939.4833,399.7667,45.4706,-73.7408,50.0333,8.5706,all_flights,All scheduled flights,CYUL → EDDF,Montreal / Pierre Elliott Trudeau International Airport,Montréal,Canada,Frankfurt Airport,Frankfurt am Main,Germany,86.5922,False
CYUL,EDDM,84,4,80,45.0129,39.7917,81.13,3781.0833,405.6583,45.4706,-73.7408,48.3539,11.7861,all_flights,All scheduled flights,CYUL → EDDM,Montreal / Pierre Elliott Trudeau International Airport,Montréal,Canada,Munich Airport,Munich,Germany,95.2381,False
CYUL,EGKK,71,3,68,48.3631,42.6667,76.5167,3433.7833,371.1,45.4706,-73.7408,51.1481,-0.1903,all_flights,All scheduled flights,CYUL → EGKK,Montreal / Pierre Elliott Trudeau International Airport,Montréal,Canada,London Gatwick Airport,London,United Kingdom,95.7746,False
CYUL,EGLL,265,4,262,70.0931,56.1667,129.4067,18574.6833,347.3667,45.4706,-73.7408,51.4775,-0.4614,all_flights,All scheduled flights,CYUL → EGLL,Montreal / Pierre Elliott Trudeau International Airport,Montréal,Canada,London Heathrow Airport,London,United Kingdom,98.8679,False
CYUL,EHAM,92,4,88,45.4991,40.4833,84.545,4185.9167,370.0667,45.4706,-73.7408,52.3081,4.7642,all_flights,All scheduled flights,CYUL → EHAM,Montreal / Pierre Elliott Trudeau International Airport,Montréal,Canada,Amsterdam Airport Schiphol,Amsterdam,Netherlands,95.6522,False
CYUL,EIDW,25,2,24,89.614,78.0833,157.7433,2240.35,319.85,45.4706,-73.7408,53.4214,-6.27,all_flights,All scheduled flights,CYUL → EIDW,Montreal / Pierre Elliott Trudeau International Airport,Montréal,Canada,Dublin Airport,Dublin,Ireland,96.0,False
CYUL,GMMN,220,4,201,56.4354,46.8833,104.7117,12437.8667,374.275,45.4706,-73.7408,33.3642,-7.5817,all_flights,All scheduled flights,CYUL → GMMN,Montreal / Pierre Elliott Trudeau International Airport,Montréal,Canada,Mohammed V International Airport,Casablanca,Morocco,91.3636,False
CYUL,HECA,35,2,35,75.6629,60.9167,129.8433,2648.2,565.5333,45.4706,-73.7408,30.1114,31.4139,all_flights,All scheduled flights,CYUL → HECA,Montreal / Pierre Elliott Trudeau International Airport,Montréal,Canada,Cairo International Airport,Cairo,Egypt,100.0,False
CYUL,LEBL,63,2,61,63.8852,49.45,127.9533,4024.7667,406.4,45.4706,-73.7408,41.2969,2.0783,all_flights,All scheduled flights,CYUL → LEBL,Montreal / Pierre Elliott Trudeau International Airport,Montréal,Canada,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,Spain,96.8254,False
CYUL,LEMD,25,3,24,47.1533,40.45,89.63,1178.8333,380.7,45.4706,-73.7408,40.4722,-3.5608,all_flights,All scheduled flights,CYUL → LEMD,Montreal / Pierre Elliott Trudeau International Airport,Montréal,Canada,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,96.0,False
CYUL,LEMG,34,4,32,46.9505,39.5417,87.5217,1596.3167,389.2083,45.4706,-73.7408,36.675,-4.4992,all_flights,All scheduled flights,CYUL → LEMG,Montreal / Pierre Elliott Trudeau International Airport,Montréal,Canada,Málaga-Costa del Sol Airport,Málaga,Spain,94.1176,False
CYUL,LFBD,31,2,27,46.8806,28.8333,96.35,1462.95,395.1167,45.4706,-73.7408,44.8286,-0.7153,all_flights,All scheduled flights,CYUL → LFBD,Montreal / Pierre Elliott Trudeau International Airport,Montréal,Canada,Bordeaux–Mérignac Airport,Bordeaux,France,87.0968,False
CYUL,LFBO,33,2,18,24.9712,16.7167,49.7233,845.0167,405.2,45.4706,-73.7408,43.635,1.3678,all_flights,All scheduled flights,CYUL → LFBO,Montreal / Pierre Elliott Trudeau International Airport,Montréal,Canada,Toulouse-Blagnac Airport,Toulouse/Blagnac,France,54.5455,False
CYUL,LFLL,99,4,85,55.8052,41.4667,117.1767,5568.95,406.65,45.4706,-73.7408,45.726,5.081,all_flights,All scheduled flights,CYUL → LFLL,Montreal / Pierre Elliott Trudeau International Airport,Montréal,Canada,Lyon Saint-Exupéry Airport,"Colombier-Saugnieu, Rhône",France,85.8586,False
CYUL,LFML,48,3,39,42.2059,27.7333,87.1083,2026.3667,421.25,45.4706,-73.7408,43.4367,5.215,all_flights,All scheduled flights,CYUL → LFML,Montreal / Pierre Elliott Trudeau International Airport,Montréal,Canada,Marseille Provence Airport,"Marignane, Bouches-du-Rhône",France,81.25,False
CYUL,LFMN,42,2,36,54.2008,46.65,104.5017,2282.5167,426.8417,45.4706,-73.7408,43.6653,7.215,all_flights,All scheduled flights,CYUL → LFMN,Montreal / Pierre Elliott Trudeau International Airport,Montréal,Canada,Nice-Côte d'Azur Airport,"Nice, Alpes-Maritimes",France,85.7143,False
CYUL,LFPG,647,4,563,49.5814,39.1833,99.1067,32170.75,370.15,45.4706,-73.7408,49.0097,2.5478,all_flights,All scheduled flights,CYUL → LFPG,Montreal / Pierre Elliott Trudeau International Airport,Montréal,Canada,Charles de Gaulle International Airport,"Paris (Roissy-en-France, Val-d'Oise)",France,87.017,True
CYUL,LFPO,51,2,43,44.2294,36.1,81.5667,2255.7,402.1333,45.4706,-73.7408,48.7233,2.3794,all_flights,All scheduled flights,CYUL → LFPO,Montreal / Pierre Elliott Trudeau International Airport,Montréal,Canada,Paris-Orly Airport,"Paris (Orly, Val-de-Marne)",France,84.3137,False
