airport_code,period,arrival_flight_count,arrival_delayed_over_15_count,departure_flight_count,departure_delayed_over_15_count,flight_count,arrival_delay_over_15_pct,departure_delay_over_15_pct,combined_delay_over_15_pct,scope_id
BIKF,2022-03,945,158,936,150,1881,16.7196,16.0256,16.3743,all_flights
BIKF,2022-06,1627,483,1619,471,3246,29.6865,29.092,29.39,all_flights
BIKF,2022-09,1564,363,1556,353,3120,23.2097,22.6864,22.9487,all_flights
BIKF,2022-12,1200,338,1191,370,2391,28.1667,31.0663,29.611,all_flights
BKPR,2022-03,559,68,555,40,1114,12.1646,7.2072,9.6948,all_flights
BKPR,2022-06,718,222,716,113,1434,30.9192,15.7821,23.3612,all_flights
BKPR,2022-09,679,132,680,132,1359,19.4404,19.4118,19.426,all_flights
BKPR,2022-12,653,136,639,72,1292,20.827,11.2676,16.0991,all_flights
CYHZ,2022-03,0,0,42,19,42,,45.2381,45.2381,all_flights
CYHZ,2022-06,108,36,166,130,274,33.3333,78.3133,60.5839,all_flights
CYHZ,2022-09,80,29,119,62,199,36.25,52.1008,45.7286,all_flights
CYHZ,2022-12,48,11,53,35,101,22.9167,66.0377,45.5446,all_flights
CYUL,2022-03,475,141,473,372,948,29.6842,78.6469,54.1139,all_flights
CYUL,2022-06,1094,458,1089,1024,2183,41.8647,94.0312,67.8882,all_flights
CYUL,2022-09,1186,450,1191,1084,2377,37.9427,91.016,64.5351,all_flights
CYUL,2022-12,622,259,626,583,1248,41.6399,93.131,67.4679,all_flights
CYVR,2022-03,132,41,175,124,307,31.0606,70.8571,53.7459,all_flights
CYVR,2022-06,316,131,333,306,649,41.4557,91.8919,67.3344,all_flights
CYVR,2022-09,305,111,328,261,633,36.3934,79.5732,58.7678,all_flights
CYVR,2022-12,122,66,143,125,265,54.0984,87.4126,72.0755,all_flights
CYYC,2022-03,77,20,70,44,147,25.974,62.8571,43.5374,all_flights
CYYC,2022-06,168,61,164,144,332,36.3095,87.8049,61.747,all_flights
CYYC,2022-09,189,58,192,116,381,30.6878,60.4167,45.6693,all_flights
CYYC,2022-12,136,51,140,134,276,37.5,95.7143,67.029,all_flights
CYYZ,2022-03,799,281,832,585,1631,35.169,70.3125,53.0963,all_flights
CYYZ,2022-06,1477,578,1458,1338,2935,39.1334,91.7695,65.2811,all_flights
CYYZ,2022-09,1599,526,1582,1343,3181,32.8956,84.8925,58.7551,all_flights
CYYZ,2022-12,994,402,983,886,1977,40.4427,90.1322,65.1492,all_flights
DAAG,2022-03,407,180,459,84,866,44.226,18.3007,30.485,all_flights
DAAG,2022-06,919,444,891,267,1810,48.3134,29.9663,39.2818,all_flights
DAAG,2022-09,1311,420,1298,403,2609,32.0366,31.0478,31.5447,all_flights
DAAG,2022-12,1560,502,1496,337,3056,32.1795,22.5267,27.4542,all_flights
DABC,2022-03,36,22,36,2,72,61.1111,5.5556,33.3333,all_flights
DABC,2022-06,83,28,76,15,159,33.7349,19.7368,27.044,all_flights
DABC,2022-09,124,53,120,27,244,42.7419,22.5,32.7869,all_flights
DABC,2022-12,221,91,216,32,437,41.1765,14.8148,28.1465,all_flights
DAOO,2022-03,57,32,65,9,122,56.1404,13.8462,33.6066,all_flights
DAOO,2022-06,271,106,271,25,542,39.1144,9.2251,24.1697,all_flights
DAOO,2022-09,291,84,282,34,573,28.866,12.0567,20.5934,all_flights
DAOO,2022-12,380,124,369,26,749,32.6316,7.0461,20.0267,all_flights
DFFD,2022-03,64,16,54,12,118,25.0,22.2222,23.7288,all_flights
DFFD,2022-06,72,33,61,28,133,45.8333,45.9016,45.8647,all_flights
DFFD,2022-09,67,19,64,32,131,28.3582,50.0,38.9313,all_flights
DFFD,2022-12,81,20,68,22,149,24.6914,32.3529,28.1879,all_flights
DGAA,2022-03,209,50,202,67,411,23.9234,33.1683,28.4672,all_flights
DGAA,2022-06,205,91,215,61,420,44.3902,28.3721,36.1905,all_flights
DGAA,2022-09,197,54,209,89,406,27.4112,42.5837,35.2217,all_flights
DGAA,2022-12,216,80,214,62,430,37.037,28.972,33.0233,all_flights
DIAP,2022-03,144,38,148,53,292,26.3889,35.8108,31.1644,all_flights
DIAP,2022-06,153,55,170,83,323,35.9477,48.8235,42.7245,all_flights
DIAP,2022-09,152,48,157,79,309,31.5789,50.3185,41.1003,all_flights
DIAP,2022-12,141,62,164,80,305,43.9716,48.7805,46.5574,all_flights
DNAA,2022-03,87,17,84,28,171,19.5402,33.3333,26.3158,all_flights
DNAA,2022-06,82,17,82,28,164,20.7317,34.1463,27.439,all_flights
DNAA,2022-09,82,22,83,37,165,26.8293,44.5783,35.7576,all_flights
DNAA,2022-12,82,32,80,37,162,39.0244,46.25,42.5926,all_flights
DNMM,2022-03,287,73,252,67,539,25.4355,26.5873,25.974,all_flights
DNMM,2022-06,284,76,275,107,559,26.7606,38.9091,32.737,all_flights
DNMM,2022-09,289,69,274,96,563,23.8754,35.0365,29.3073,all_flights
DNMM,2022-12,300,118,281,113,581,39.3333,40.2135,39.759,all_flights
DTMB,2022-03,134,45,129,5,263,33.5821,3.876,19.0114,all_flights
DTMB,2022-06,215,81,208,39,423,37.6744,18.75,28.3688,all_flights
DTMB,2022-09,271,81,268,36,539,29.8893,13.4328,21.7069,all_flights
DTMB,2022-12,166,63,166,9,332,37.9518,5.4217,21.6867,all_flights
DTNH,2022-03,15,4,14,5,29,26.6667,35.7143,31.0345,all_flights
DTNH,2022-06,95,15,98,41,193,15.7895,41.8367,29.0155,all_flights
DTNH,2022-09,102,21,130,35,232,20.5882,26.9231,24.1379,all_flights
DTNH,2022-12,55,2,50,8,105,3.6364,16.0,9.5238,all_flights
DTTA,2022-03,1260,355,1272,162,2532,28.1746,12.7358,20.4186,all_flights
DTTA,2022-06,1463,488,1458,240,2921,33.3561,16.4609,24.923,all_flights
DTTA,2022-09,1575,475,1604,342,3179,30.1587,21.3217,25.6999,all_flights
DTTA,2022-12,1436,458,1425,200,2861,31.8942,14.0351,22.999,all_flights
DTTJ,2022-03,179,38,179,3,358,21.2291,1.676,11.4525,all_flights
DTTJ,2022-06,361,96,360,45,721,26.5928,12.5,19.5562,all_flights
DTTJ,2022-09,408,86,401,46,809,21.0784,11.4713,16.3164,all_flights
DTTJ,2022-12,207,56,210,12,417,27.0531,5.7143,16.307,all_flights
EBAW,2022-03,69,0,69,2,138,0.0,2.8986,1.4493,all_flights
EBAW,2022-06,122,23,124,19,246,18.8525,15.3226,17.0732,all_flights
EBAW,2022-09,77,13,78,15,155,16.8831,19.2308,18.0645,all_flights
EBAW,2022-12,54,0,54,4,108,0.0,7.4074,3.7037,all_flights
EBBR,2022-03,5520,769,5523,209,11043,13.9312,3.7842,8.8563,all_flights
EBBR,2022-06,6803,1984,6790,1407,13593,29.1636,20.7216,24.9467,all_flights
EBBR,2022-09,7537,1777,7585,1245,15122,23.577,16.414,19.9841,all_flights
EBBR,2022-12,6141,1306,6161,798,12302,21.2669,12.9524,17.1029,all_flights
EBCI,2022-03,1988,115,1989,62,3977,5.7847,3.1171,4.4506,all_flights
EBCI,2022-06,2297,595,2294,676,4591,25.9034,29.4682,27.6846,all_flights
EBCI,2022-09,2463,489,2470,541,4933,19.8538,21.9028,20.8798,all_flights
EBCI,2022-12,1963,191,1951,129,3914,9.73,6.612,8.1758,all_flights
EBLG,2022-03,1452,322,1475,98,2927,22.1763,6.6441,14.3492,all_flights
EBLG,2022-06,924,308,950,169,1874,33.3333,17.7895,25.4536,all_flights
EBLG,2022-09,955,273,988,175,1943,28.5864,17.7126,23.0571,all_flights
EBLG,2022-12,882,294,917,146,1799,33.3333,15.9215,24.458,all_flights
EBOS,2022-03,114,18,114,5,228,15.7895,4.386,10.0877,all_flights
EBOS,2022-06,162,32,161,43,323,19.7531,26.7081,23.2198,all_flights
EBOS,2022-09,180,27,176,49,356,15.0,27.8409,21.3483,all_flights
EBOS,2022-12,206,43,206,28,412,20.8738,13.5922,17.233,all_flights
EDDB,2022-03,5304,593,5155,790,10459,11.1802,15.3249,13.2231,all_flights
EDDB,2022-06,6364,2096,6367,2679,12731,32.9353,42.0763,37.5069,all_flights
EDDB,2022-09,6728,2027,6731,3020,13459,30.1278,44.867,37.4991,all_flights
EDDB,2022-12,5367,988,5372,2015,10739,18.4088,37.5093,27.9635,all_flights
EDDC,2022-03,301,6,298,15,599,1.9934,5.0336,3.5058,all_flights
EDDC,2022-06,426,94,427,106,853,22.0657,24.8244,23.4467,all_flights
EDDC,2022-09,432,71,433,96,865,16.4352,22.1709,19.3064,all_flights
EDDC,2022-12,279,25,280,33,559,8.9606,11.7857,10.3757,all_flights
EDDF,2022-03,12772,1161,12732,1857,25504,9.0902,14.5853,11.8334,all_flights
EDDF,2022-06,17103,2743,17073,7516,34176,16.0381,44.0227,30.0181,all_flights
EDDF,2022-09,16224,2137,16202,5812,32426,13.1718,35.8721,24.5143,all_flights
EDDF,2022-12,14556,2153,14518,5473,29074,14.7912,37.698,26.2296,all_flights
EDDG,2022-03,197,4,200,6,397,2.0305,3.0,2.5189,all_flights
EDDG,2022-06,343,92,334,92,677,26.8222,27.5449,27.1787,all_flights
EDDG,2022-09,356,67,350,73,706,18.8202,20.8571,19.83,all_flights
EDDG,2022-12,153,12,155,23,308,7.8431,14.8387,11.3636,all_flights
EDDH,2022-03,3114,143,3020,338,6134,4.5922,11.1921,7.8415,all_flights
EDDH,2022-06,4051,661,4048,1636,8099,16.317,40.415,28.3615,all_flights
EDDH,2022-09,4197,547,4184,1380,8381,13.0331,32.9828,22.9925,all_flights
EDDH,2022-12,3203,287,3200,657,6403,8.9603,20.5312,14.7431,all_flights
EDDK,2022-03,3365,420,3288,72,6653,12.4814,2.1898,7.3952,all_flights
EDDK,2022-06,4460,1572,4414,1211,8874,35.2466,27.4354,31.3613,all_flights
EDDK,2022-09,4525,1312,4505,831,9030,28.9945,18.4462,23.732,all_flights
EDDK,2022-12,3208,662,3183,187,6391,20.6359,5.875,13.2843,all_flights
EDDL,2022-03,4125,309,4077,379,8202,7.4909,9.2961,8.3882,all_flights
EDDL,2022-06,6095,1844,6118,2971,12213,30.2543,48.5616,39.4252,all_flights
EDDL,2022-09,6443,1334,6443,2493,12886,20.7046,38.6932,29.6989,all_flights
EDDL,2022-12,4188,626,4195,901,8383,14.9475,21.4779,18.2154,all_flights
EDDM,2022-03,8487,474,8577,641,17064,5.585,7.4735,6.5342,all_flights
EDDM,2022-06,12250,2175,12265,4470,24515,17.7551,36.4452,27.1059,all_flights
EDDM,2022-09,12666,1756,12674,4188,25340,13.8639,33.044,23.457,all_flights
EDDM,2022-12,10016,1312,9986,3054,20002,13.099,30.5828,21.8278,all_flights
EDDN,2022-03,547,46,551,17,1098,8.4095,3.0853,5.7377,all_flights
EDDN,2022-06,1229,344,1249,365,2478,27.9902,29.2234,28.6118,all_flights
EDDN,2022-09,1270,287,1261,212,2531,22.5984,16.8121,19.7155,all_flights
EDDN,2022-12,752,91,746,48,1498,12.1011,6.4343,9.279,all_flights
EDDP,2022-03,2774,202,2778,37,5552,7.2819,1.3319,4.3048,all_flights
EDDP,2022-06,2848,463,2868,399,5716,16.257,13.9121,15.0805,all_flights
EDDP,2022-09,2955,333,2943,300,5898,11.269,10.1937,10.7325,all_flights
EDDP,2022-12,2694,357,2693,111,5387,13.2517,4.1218,8.6876,all_flights
EDDR,2022-03,45,3,45,3,90,6.6667,6.6667,6.6667,all_flights
EDDR,2022-06,94,22,95,31,189,23.4043,32.6316,28.0423,all_flights
EDDR,2022-09,125,19,124,34,249,15.2,27.4194,21.2851,all_flights
EDDR,2022-12,52,5,52,10,104,9.6154,19.2308,14.4231,all_flights
EDDS,2022-03,1874,114,1867,133,3741,6.0832,7.1237,6.6025,all_flights
EDDS,2022-06,2995,656,3006,774,6001,21.9032,25.7485,23.8294,all_flights
EDDS,2022-09,3210,627,3215,704,6425,19.5327,21.8974,20.716,all_flights
EDDS,2022-12,1975,301,1979,405,3954,15.2405,20.4649,17.8553,all_flights
EDDV,2022-03,1035,80,1008,61,2043,7.7295,6.0516,6.9016,all_flights
EDDV,2022-06,1547,406,1500,367,3047,26.2443,24.4667,25.3692,all_flights
EDDV,2022-09,1584,365,1571,261,3155,23.0429,16.6136,19.8415,all_flights
EDDV,2022-12,1035,147,1026,91,2061,14.2029,8.8694,11.5478,all_flights
EDDW,2022-03,421,22,414,30,835,5.2257,7.2464,6.2275,all_flights
EDDW,2022-06,665,117,670,144,1335,17.594,21.4925,19.5506,all_flights
EDDW,2022-09,666,137,666,137,1332,20.5706,20.5706,20.5706,all_flights
EDDW,2022-12,465,68,474,60,939,14.6237,12.6582,13.6315,all_flights
EDFH,2022-03,381,65,378,12,759,17.0604,3.1746,10.1449,all_flights
EDFH,2022-06,493,160,495,171,988,32.4544,34.5455,33.502,all_flights
EDFH,2022-09,517,140,519,134,1036,27.0793,25.8189,26.4479,all_flights
EDFH,2022-12,470,91,470,44,940,19.3617,9.3617,14.3617,all_flights
EDHL,2022-03,49,1,49,4,98,2.0408,8.1633,5.102,all_flights
EDHL,2022-06,143,29,145,34,288,20.2797,23.4483,21.875,all_flights
EDHL,2022-09,125,21,127,21,252,16.8,16.5354,16.6667,all_flights
EDHL,2022-12,48,3,48,3,96,6.25,6.25,6.25,all_flights
EDJA,2022-03,400,38,400,14,800,9.5,3.5,6.5,all_flights
EDJA,2022-06,545,160,547,103,1092,29.3578,18.83,24.0842,all_flights
EDJA,2022-09,589,178,592,124,1181,30.2207,20.9459,25.5715,all_flights
EDJA,2022-12,526,87,531,51,1057,16.5399,9.6045,13.0558,all_flights
EDLP,2022-03,44,0,45,2,89,0.0,4.4444,2.2472,all_flights
EDLP,2022-06,159,48,151,38,310,30.1887,25.1656,27.7419,all_flights
EDLP,2022-09,184,23,182,30,366,12.5,16.4835,14.4809,all_flights
EDLP,2022-12,59,4,63,5,122,6.7797,7.9365,7.377,all_flights
EDLV,2022-03,205,8,206,9,411,3.9024,4.3689,4.1363,all_flights
EDLV,2022-06,348,88,349,107,697,25.2874,30.659,27.977,all_flights
EDLV,2022-09,352,62,352,92,704,17.6136,26.1364,21.875,all_flights
EDLV,2022-12,163,16,164,11,327,9.816,6.7073,8.2569,all_flights
EDLW,2022-03,566,40,572,21,1138,7.0671,3.6713,5.3603,all_flights
EDLW,2022-06,802,225,800,333,1602,28.0549,41.625,34.8315,all_flights
EDLW,2022-09,829,201,832,267,1661,24.2461,32.0913,28.1758,all_flights
EDLW,2022-12,632,63,638,71,1270,9.9684,11.1285,10.5512,all_flights
EDNY,2022-03,65,4,66,0,131,6.1538,0.0,3.0534,all_flights
EDNY,2022-06,140,14,144,17,284,10.0,11.8056,10.9155,all_flights
EDNY,2022-09,119,19,118,17,237,15.9664,14.4068,15.1899,all_flights
EDNY,2022-12,77,10,76,6,153,12.987,7.8947,10.4575,all_flights
EDSB,2022-03,299,7,298,8,597,2.3411,2.6846,2.5126,all_flights
EDSB,2022-06,439,77,443,72,882,17.5399,16.2528,16.8934,all_flights
EDSB,2022-09,430,70,432,78,862,16.2791,18.0556,17.1694,all_flights
EDSB,2022-12,300,26,301,23,601,8.6667,7.6412,8.1531,all_flights
EDXW,2022-03,18,1,18,3,36,5.5556,16.6667,11.1111,all_flights
EDXW,2022-06,108,13,108,20,216,12.037,18.5185,15.2778,all_flights
EDXW,2022-09,116,17,116,9,232,14.6552,7.7586,11.2069,all_flights
EDXW,2022-12,15,2,15,1,30,13.3333,6.6667,10.0,all_flights
EETN,2022-03,1052,31,1050,18,2102,2.9468,1.7143,2.3311,all_flights
EETN,2022-06,1283,108,1282,99,2565,8.4178,7.7223,8.0702,all_flights
EETN,2022-09,1290,87,1288,38,2578,6.7442,2.9503,4.8487,all_flights
EETN,2022-12,1100,118,1101,39,2201,10.7273,3.5422,7.1331,all_flights
EFHK,2022-03,4599,301,4597,303,9196,6.5449,6.5913,6.5681,all_flights
EFHK,2022-06,5399,818,5397,754,10796,15.151,13.9707,14.5609,all_flights
EFHK,2022-09,5506,563,5505,469,11011,10.2252,8.5195,9.3724,all_flights
EFHK,2022-12,5452,909,5443,1165,10895,16.6728,21.4036,19.0363,all_flights
EFIV,2022-03,92,7,92,1,184,7.6087,1.087,4.3478,all_flights
EFIV,2022-06,29,8,29,0,58,27.5862,0.0,13.7931,all_flights
EFIV,2022-09,35,4,35,0,70,11.4286,0.0,5.7143,all_flights
EFIV,2022-12,145,20,145,4,290,13.7931,2.7586,8.2759,all_flights
EFKK,2022-03,102,1,101,0,203,0.9804,0.0,0.4926,all_flights
EFKK,2022-06,107,3,108,0,215,2.8037,0.0,1.3953,all_flights
EFKK,2022-09,41,2,41,0,82,4.878,0.0,2.439,all_flights
EFKK,2022-12,95,8,95,0,190,8.4211,0.0,4.2105,all_flights
EFKS,2022-03,77,5,77,2,154,6.4935,2.5974,4.5455,all_flights
EFKS,2022-06,26,2,26,0,52,7.6923,0.0,3.8462,all_flights
EFKS,2022-09,30,1,30,0,60,3.3333,0.0,1.6667,all_flights
EFKS,2022-12,121,11,121,2,242,9.0909,1.6529,5.3719,all_flights
EFKT,2022-03,136,19,136,0,272,13.9706,0.0,6.9853,all_flights
EFKT,2022-06,32,0,32,0,64,0.0,0.0,0.0,all_flights
EFKT,2022-09,42,1,42,0,84,2.381,0.0,1.1905,all_flights
EFKT,2022-12,270,36,269,6,539,13.3333,2.2305,7.7922,all_flights
EFKU,2022-03,98,3,100,2,198,3.0612,2.0,2.5253,all_flights
EFKU,2022-06,108,15,108,0,216,13.8889,0.0,6.9444,all_flights
EFKU,2022-09,116,3,116,0,232,2.5862,0.0,1.2931,all_flights
EFKU,2022-12,107,12,107,3,214,11.215,2.8037,7.0093,all_flights
EFMA,2022-03,25,1,25,0,50,4.0,0.0,2.0,all_flights
EFMA,2022-06,73,1,73,1,146,1.3699,1.3699,1.3699,all_flights
EFMA,2022-09,86,0,86,0,172,0.0,0.0,0.0,all_flights
EFMA,2022-12,67,2,68,0,135,2.9851,0.0,1.4815,all_flights
EFOU,2022-03,210,7,209,0,419,3.3333,0.0,1.6706,all_flights
EFOU,2022-06,254,14,255,1,509,5.5118,0.3922,2.947,all_flights
EFOU,2022-09,275,12,275,2,550,4.3636,0.7273,2.5455,all_flights
EFOU,2022-12,215,44,215,7,430,20.4651,3.2558,11.8605,all_flights
EFRO,2022-03,198,15,199,7,397,7.5758,3.5176,5.5416,all_flights
EFRO,2022-06,115,13,115,0,230,11.3043,0.0,5.6522,all_flights
EFRO,2022-09,131,5,131,0,262,3.8168,0.0,1.9084,all_flights
EFRO,2022-12,425,86,426,31,851,20.2353,7.277,13.7485,all_flights
EFTP,2022-03,18,0,17,0,35,0.0,0.0,0.0,all_flights
EFTP,2022-06,142,16,137,6,279,11.2676,4.3796,7.8853,all_flights
EFTP,2022-09,140,10,139,2,279,7.1429,1.4388,4.3011,all_flights
EFTP,2022-12,132,17,130,8,262,12.8788,6.1538,9.542,all_flights
EFTU,2022-03,49,8,49,0,98,16.3265,0.0,8.1633,all_flights
EFTU,2022-06,109,8,110,5,219,7.3394,4.5455,5.9361,all_flights
EFTU,2022-09,111,3,111,2,222,2.7027,1.8018,2.2523,all_flights
EFTU,2022-12,151,31,150,1,301,20.5298,0.6667,10.6312,all_flights
EFVA,2022-03,38,1,38,0,76,2.6316,0.0,1.3158,all_flights
EFVA,2022-06,84,8,84,0,168,9.5238,0.0,4.7619,all_flights
EFVA,2022-09,86,2,86,2,172,2.3256,2.3256,2.3256,all_flights
EFVA,2022-12,84,2,84,1,168,2.381,1.1905,1.7857,all_flights
EGAA,2022-03,1519,67,1486,20,3005,4.4108,1.3459,2.8952,all_flights
EGAA,2022-06,1713,205,1686,136,3399,11.9673,8.0664,10.0324,all_flights
EGAA,2022-09,1748,168,1715,115,3463,9.611,6.7055,8.1721,all_flights
EGAA,2022-12,1317,86,1312,65,2629,6.53,4.9543,5.7436,all_flights
EGAC,2022-03,630,31,631,4,1261,4.9206,0.6339,2.7756,all_flights
EGAC,2022-06,1009,85,1011,52,2020,8.4242,5.1434,6.7822,all_flights
EGAC,2022-09,1386,128,1384,73,2770,9.2352,5.2746,7.2563,all_flights
EGAC,2022-12,1138,79,1137,67,2275,6.942,5.8927,6.4176,all_flights
EGAE,2022-03,121,1,121,2,242,0.8264,1.6529,1.2397,all_flights
EGAE,2022-06,151,9,151,9,302,5.9603,5.9603,5.9603,all_flights
EGAE,2022-09,139,6,138,9,277,4.3165,6.5217,5.4152,all_flights
EGAE,2022-12,147,5,145,8,292,3.4014,5.5172,4.4521,all_flights
EGBB,2022-03,2191,148,2184,45,4375,6.7549,2.0604,4.4114,all_flights
EGBB,2022-06,3558,795,3562,655,7120,22.344,18.3885,20.3652,all_flights
EGBB,2022-09,3755,716,3750,559,7505,19.0679,14.9067,16.9887,all_flights
EGBB,2022-12,2683,380,2674,155,5357,14.1633,5.7966,9.9869,all_flights
EGCC,2022-03,5126,762,5109,340,10235,14.8654,6.6549,10.767,all_flights
EGCC,2022-06,7468,2325,7460,1879,14928,31.1328,25.1877,28.1618,all_flights
EGCC,2022-09,7476,2181,7467,1819,14943,29.1734,24.3605,26.7684,all_flights
EGCC,2022-12,5515,1182,5507,627,11022,21.4325,11.3855,16.4126,all_flights
EGCN,2022-03,175,20,176,2,351,11.4286,1.1364,6.2678,all_flights
EGCN,2022-06,319,86,322,68,641,26.9592,21.118,24.025,all_flights
EGCN,2022-09,312,60,313,64,625,19.2308,20.4473,19.84,all_flights
EGFF,2022-03,150,4,151,5,301,2.6667,3.3113,2.99,all_flights
EGFF,2022-06,344,56,345,52,689,16.2791,15.0725,15.6749,all_flights
EGFF,2022-09,342,73,341,48,683,21.345,14.0762,17.716,all_flights
EGFF,2022-12,198,24,193,9,391,12.1212,4.6632,8.4399,all_flights
EGGD,2022-03,1873,163,1877,36,3750,8.7026,1.918,5.3067,all_flights
EGGD,2022-06,2985,779,2990,592,5975,26.0972,19.7993,22.9456,all_flights
EGGD,2022-09,2842,681,2838,516,5680,23.962,18.1818,21.0739,all_flights
EGGD,2022-12,1863,278,1861,91,3724,14.9222,4.8898,9.9087,all_flights
EGGP,2022-03,997,32,994,29,1991,3.2096,2.9175,3.0638,all_flights
EGGP,2022-06,1268,198,1270,158,2538,15.6151,12.4409,14.0268,all_flights
EGGP,2022-09,1269,165,1270,135,2539,13.0024,10.6299,11.8157,all_flights
EGGP,2022-12,964,83,956,73,1920,8.61,7.636,8.125,all_flights
EGGW,2022-03,3009,287,3006,176,6015,9.5381,5.855,7.6974,all_flights
EGGW,2022-06,4271,1226,4260,1058,8531,28.7052,24.8357,26.7729,all_flights
EGGW,2022-09,4305,919,4305,930,8610,21.3473,21.6028,21.475,all_flights
EGGW,2022-12,3571,472,3581,471,7152,13.2176,13.1528,13.1851,all_flights
EGHH,2022-03,154,10,153,11,307,6.4935,7.1895,6.8404,all_flights
EGHH,2022-06,247,46,249,38,496,18.6235,15.261,16.9355,all_flights
EGHH,2022-09,255,36,251,41,506,14.1176,16.3347,15.2174,all_flights
EGHH,2022-12,126,19,126,14,252,15.0794,11.1111,13.0952,all_flights
EGHI,2022-03,598,32,597,16,1195,5.3512,2.6801,4.0167,all_flights
EGHI,2022-06,692,113,688,54,1380,16.3295,7.8488,12.1014,all_flights
EGHI,2022-09,732,97,733,42,1465,13.2514,5.7299,9.4881,all_flights
EGHI,2022-12,633,73,634,35,1267,11.5324,5.5205,8.5241,all_flights
EGHQ,2022-03,112,3,110,4,222,2.6786,3.6364,3.1532,all_flights
EGHQ,2022-06,196,14,196,20,392,7.1429,10.2041,8.6735,all_flights
EGHQ,2022-09,201,13,202,25,403,6.4677,12.3762,9.4293,all_flights
EGHQ,2022-12,171,12,173,21,344,7.0175,12.1387,9.593,all_flights
EGJA,2022-03,174,2,172,0,346,1.1494,0.0,0.578,all_flights
EGJA,2022-06,197,0,197,0,394,0.0,0.0,0.0,all_flights
EGJA,2022-09,202,6,203,5,405,2.9703,2.4631,2.716,all_flights
EGJA,2022-12,154,4,151,0,305,2.5974,0.0,1.3115,all_flights
EGJB,2022-03,602,12,602,2,1204,1.9934,0.3322,1.1628,all_flights
EGJB,2022-06,774,28,772,17,1546,3.6176,2.2021,2.9107,all_flights
EGJB,2022-09,752,30,752,34,1504,3.9894,4.5213,4.2553,all_flights
EGJB,2022-12,601,20,602,13,1203,3.3278,2.1595,2.7431,all_flights
EGJJ,2022-03,616,29,612,12,1228,4.7078,1.9608,3.3388,all_flights
EGJJ,2022-06,836,82,840,50,1676,9.8086,5.9524,7.8759,all_flights
EGJJ,2022-09,869,73,869,77,1738,8.4005,8.8608,8.6306,all_flights
EGJJ,2022-12,573,47,574,24,1147,8.2024,4.1812,6.1901,all_flights
EGKK,2022-03,5954,794,5950,139,11904,13.3356,2.3361,7.8377,all_flights
EGKK,2022-06,10493,4909,10480,1992,20973,46.7836,19.0076,32.9042,all_flights
EGKK,2022-09,11082,4808,11098,1488,22180,43.3857,13.4078,28.3859,all_flights
EGKK,2022-12,8446,2418,8465,363,16911,28.6289,4.2882,16.4449,all_flights
EGLC,2022-03,1510,102,1520,76,3030,6.755,5.0,5.8746,all_flights
EGLC,2022-06,2079,411,2083,337,4162,19.7691,16.1786,17.9721,all_flights
EGLC,2022-09,2097,375,2112,308,4209,17.8827,14.5833,16.2271,all_flights
EGLC,2022-12,1819,299,1825,179,3644,16.4376,9.8082,13.1175,all_flights
EGLL,2022-03,13748,4625,13703,918,27451,33.6413,6.6993,20.1923,all_flights
EGLL,2022-06,17296,8870,17230,4510,34526,51.2835,26.1753,38.7534,all_flights
EGLL,2022-09,16533,8323,16538,3183,33071,50.3417,19.2466,34.7918,all_flights
EGLL,2022-12,17013,8977,17053,2969,34066,52.7655,17.4104,35.0672,all_flights
EGNJ,2022-03,62,1,59,0,121,1.6129,0.0,0.8264,all_flights
EGNJ,2022-06,111,19,112,10,223,17.1171,8.9286,13.0045,all_flights
EGNJ,2022-09,102,17,102,7,204,16.6667,6.8627,11.7647,all_flights
EGNJ,2022-12,88,9,87,5,175,10.2273,5.7471,8.0,all_flights
EGNM,2022-03,658,52,662,21,1320,7.9027,3.1722,5.5303,all_flights
EGNM,2022-06,1509,346,1512,284,3021,22.9291,18.7831,20.854,all_flights
EGNM,2022-09,1459,301,1470,241,2929,20.6306,16.3946,18.5046,all_flights
EGNM,2022-12,722,94,733,52,1455,13.0194,7.0941,10.0344,all_flights
EGNS,2022-03,343,14,343,6,686,4.0816,1.7493,2.9155,all_flights
EGNS,2022-06,446,39,444,33,890,8.7444,7.4324,8.0899,all_flights
EGNS,2022-09,401,23,400,18,801,5.7357,4.5,5.1186,all_flights
EGNS,2022-12,399,26,396,30,795,6.5163,7.5758,7.044,all_flights
EGNT,2022-03,927,82,928,40,1855,8.8457,4.3103,6.5768,all_flights
EGNT,2022-06,1716,394,1715,394,3431,22.9604,22.9738,22.9671,all_flights
EGNT,2022-09,1627,399,1622,333,3249,24.5237,20.5302,22.53,all_flights
EGNT,2022-12,1081,204,1078,137,2159,18.8714,12.7087,15.7943,all_flights
EGNV,2022-03,117,4,117,3,234,3.4188,2.5641,2.9915,all_flights
EGNV,2022-06,158,19,159,16,317,12.0253,10.0629,11.041,all_flights
EGNV,2022-09,154,23,154,10,308,14.9351,6.4935,10.7143,all_flights
EGNV,2022-12,116,11,115,3,231,9.4828,2.6087,6.0606,all_flights
EGNX,2022-03,1972,134,2025,36,3997,6.7951,1.7778,4.2532,all_flights
EGNX,2022-06,2405,407,2427,271,4832,16.9231,11.166,14.0315,all_flights
EGNX,2022-09,2292,360,2325,276,4617,15.7068,11.871,13.7752,all_flights
EGNX,2022-12,1766,224,1751,67,3517,12.684,3.8264,8.2741,all_flights
EGPA,2022-03,277,12,278,6,555,4.3321,2.1583,3.2432,all_flights
