airport_code,period,arrival_flight_count,arrival_delayed_over_15_count,departure_flight_count,departure_delayed_over_15_count,flight_count,arrival_delay_over_15_pct,departure_delay_over_15_pct,combined_delay_over_15_pct,scope_id
UACC,2022-03,95,27,105,67,200,28.4211,63.8095,47.0,all_flights
UACC,2022-06,257,55,253,145,510,21.4008,57.3123,39.2157,all_flights
UACC,2022-09,268,44,302,154,570,16.4179,50.9934,34.7368,all_flights
UACC,2022-12,196,58,235,156,431,29.5918,66.383,49.652,all_flights
UATE,2022-03,91,19,98,29,189,20.8791,29.5918,25.3968,all_flights
UATE,2022-06,110,22,110,33,220,20.0,30.0,25.0,all_flights
UATE,2022-09,126,24,129,40,255,19.0476,31.0078,25.098,all_flights
UATE,2022-12,105,21,108,45,213,20.0,41.6667,30.9859,all_flights
UBBB,2022-03,1431,313,1433,163,2864,21.8728,11.3747,16.6201,all_flights
UBBB,2022-06,2020,427,2010,195,4030,21.1386,9.7015,15.4342,all_flights
UBBB,2022-09,2086,407,2095,272,4181,19.511,12.9833,16.2401,all_flights
UBBB,2022-12,1999,499,2008,239,4007,24.9625,11.9024,18.4178,all_flights
UBBN,2022-03,262,17,261,28,523,6.4885,10.728,8.6042,all_flights
UBBN,2022-06,371,19,371,43,742,5.1213,11.5903,8.3558,all_flights
UBBN,2022-09,208,4,208,12,416,1.9231,5.7692,3.8462,all_flights
UBBN,2022-12,165,10,165,27,330,6.0606,16.3636,11.2121,all_flights
UCFM,2022-03,150,11,143,65,293,7.3333,45.4545,25.9386,all_flights
UCFM,2022-06,184,36,195,105,379,19.5652,53.8462,37.2032,all_flights
UCFM,2022-09,197,28,218,113,415,14.2132,51.8349,33.9759,all_flights
UCFM,2022-12,136,19,150,84,286,13.9706,56.0,36.014,all_flights
UDYZ,2022-03,452,139,446,87,898,30.7522,19.5067,25.167,all_flights
UDYZ,2022-06,1296,496,1288,243,2584,38.2716,18.8665,28.5991,all_flights
UDYZ,2022-09,1513,495,1498,335,3011,32.7165,22.3632,27.5656,all_flights
UDYZ,2022-12,1473,499,1477,283,2950,33.8764,19.1605,26.5085,all_flights
UGKO,2022-03,175,35,170,2,345,20.0,1.1765,10.7246,all_flights
UGKO,2022-06,250,62,247,31,497,24.8,12.5506,18.7123,all_flights
UGKO,2022-09,325,62,316,22,641,19.0769,6.962,13.1045,all_flights
UGKO,2022-12,293,51,291,4,584,17.4061,1.3746,9.4178,all_flights
UGSB,2022-03,95,5,95,15,190,5.2632,15.7895,10.5263,all_flights
UGSB,2022-06,190,20,190,15,380,10.5263,7.8947,9.2105,all_flights
UGSB,2022-09,266,24,263,15,529,9.0226,5.7034,7.3724,all_flights
UGSB,2022-12,99,10,109,4,208,10.101,3.6697,6.7308,all_flights
UGTB,2022-03,777,210,780,37,1557,27.027,4.7436,15.8638,all_flights
UGTB,2022-06,910,243,905,46,1815,26.7033,5.0829,15.9229,all_flights
UGTB,2022-09,1042,246,1039,60,2081,23.6084,5.7748,14.7045,all_flights
UGTB,2022-12,1036,313,1033,44,2069,30.2124,4.2594,17.2547,all_flights
ULLI,2022-03,329,44,338,49,667,13.3739,14.497,13.943,all_flights
ULLI,2022-06,752,193,759,159,1511,25.6649,20.9486,23.2958,all_flights
ULLI,2022-09,854,232,851,188,1705,27.1663,22.0917,24.6334,all_flights
ULLI,2022-12,520,169,547,243,1067,32.5,44.4241,38.6129,all_flights
UMKK,2022-03,562,128,613,41,1175,22.7758,6.6884,14.383,all_flights
UMKK,2022-06,1230,304,1221,71,2451,24.7154,5.8149,15.2999,all_flights
UMKK,2022-09,1353,398,1354,110,2707,29.4161,8.1241,18.7662,all_flights
UMKK,2022-12,787,377,788,138,1575,47.9034,17.5127,32.6984,all_flights
UMMS,2022-03,175,24,176,19,351,13.7143,10.7955,12.2507,all_flights
UMMS,2022-06,192,10,192,10,384,5.2083,5.2083,5.2083,all_flights
UMMS,2022-09,221,25,222,20,443,11.3122,9.009,10.158,all_flights
UMMS,2022-12,270,42,268,78,538,15.5556,29.1045,22.3048,all_flights
URMM,2022-03,46,13,39,16,85,28.2609,41.0256,34.1176,all_flights
URMM,2022-06,276,53,275,87,551,19.2029,31.6364,25.4083,all_flights
URMM,2022-09,268,75,265,104,533,27.9851,39.2453,33.5835,all_flights
URMM,2022-12,300,127,295,116,595,42.3333,39.322,40.8403,all_flights
URSS,2022-03,5,0,11,1,16,0.0,9.0909,6.25,all_flights
URSS,2022-06,472,73,474,133,946,15.4661,28.0591,21.7759,all_flights
URSS,2022-09,626,135,632,281,1258,21.5655,44.462,33.0684,all_flights
URSS,2022-12,583,120,582,151,1165,20.5832,25.945,23.2618,all_flights
USSS,2022-03,32,10,36,14,68,31.25,38.8889,35.2941,all_flights
USSS,2022-06,120,12,120,28,240,10.0,23.3333,16.6667,all_flights
USSS,2022-09,164,26,153,57,317,15.8537,37.2549,26.183,all_flights
USSS,2022-12,111,15,116,60,227,13.5135,51.7241,33.0396,all_flights
UTTT,2022-03,185,38,178,51,363,20.5405,28.6517,24.5179,all_flights
UTTT,2022-06,259,58,245,80,504,22.3938,32.6531,27.381,all_flights
UTTT,2022-09,290,69,273,80,563,23.7931,29.304,26.4654,all_flights
UTTT,2022-12,278,62,274,75,552,22.3022,27.3723,24.8188,all_flights
UUBW,2022-03,4,2,4,3,8,50.0,75.0,62.5,all_flights
UUBW,2022-06,78,21,75,26,153,26.9231,34.6667,30.719,all_flights
UUBW,2022-09,164,14,172,76,336,8.5366,44.186,26.7857,all_flights
UUBW,2022-12,70,5,72,29,142,7.1429,40.2778,23.9437,all_flights
UUDD,2022-03,290,67,341,105,631,23.1034,30.7918,27.2583,all_flights
UUDD,2022-06,808,268,822,226,1630,33.1683,27.4939,30.3067,all_flights
UUDD,2022-09,1055,374,1075,426,2130,35.4502,39.6279,37.5587,all_flights
UUDD,2022-12,841,277,924,559,1765,32.937,60.4978,47.3654,all_flights
UUEE,2022-03,420,117,433,108,853,27.8571,24.9423,26.3775,all_flights
UUEE,2022-06,878,284,884,86,1762,32.3462,9.7285,20.9989,all_flights
UUEE,2022-09,1179,190,1192,121,2371,16.1154,10.151,13.1168,all_flights
UUEE,2022-12,1172,338,1226,565,2398,28.8396,46.0848,37.6564,all_flights
UUWW,2022-03,550,169,543,361,1093,30.7273,66.4825,48.4904,all_flights
UUWW,2022-06,1286,454,1288,762,2574,35.3033,59.1615,47.2416,all_flights
UUWW,2022-09,1513,499,1504,1087,3017,32.9808,72.2739,52.5688,all_flights
UUWW,2022-12,1001,285,1006,753,2007,28.4715,74.8509,51.719,all_flights
UWKD,2022-03,50,9,51,31,101,18.0,60.7843,39.604,all_flights
UWKD,2022-06,175,32,178,119,353,18.2857,66.8539,42.7762,all_flights
UWKD,2022-09,217,45,216,131,433,20.7373,60.6481,40.6467,all_flights
UWKD,2022-12,150,39,150,102,300,26.0,68.0,47.0,all_flights
UWWW,2022-03,30,13,23,15,53,43.3333,65.2174,52.8302,all_flights
UWWW,2022-06,38,6,38,11,76,15.7895,28.9474,22.3684,all_flights
UWWW,2022-09,114,20,115,38,229,17.5439,33.0435,25.3275,all_flights
UWWW,2022-12,80,27,80,48,160,33.75,60.0,46.875,all_flights
VABB,2022-03,203,46,196,66,399,22.6601,33.6735,28.0702,all_flights
VABB,2022-06,336,159,323,154,659,47.3214,47.678,47.4962,all_flights
VABB,2022-09,348,102,339,127,687,29.3103,37.4631,33.3333,all_flights
VABB,2022-12,475,144,452,180,927,30.3158,39.823,34.9515,all_flights
VCBI,2022-03,76,24,96,25,172,31.5789,26.0417,28.4884,all_flights
VCBI,2022-06,52,36,52,18,104,69.2308,34.6154,51.9231,all_flights
VCBI,2022-09,54,26,58,23,112,48.1481,39.6552,43.75,all_flights
VCBI,2022-12,59,26,87,26,146,44.0678,29.8851,35.6164,all_flights
VGHS,2022-03,65,4,86,60,151,6.1538,69.7674,42.3841,all_flights
VGHS,2022-06,61,2,83,38,144,3.2787,45.7831,27.7778,all_flights
VGHS,2022-09,65,9,80,44,145,13.8462,55.0,36.5517,all_flights
VGHS,2022-12,34,4,36,23,70,11.7647,63.8889,38.5714,all_flights
VHHH,2022-03,190,22,206,55,396,11.5789,26.699,19.4444,all_flights
VHHH,2022-06,332,124,306,86,638,37.3494,28.1046,32.9154,all_flights
VHHH,2022-09,342,116,301,117,643,33.9181,38.8704,36.2364,all_flights
VHHH,2022-12,497,146,461,182,958,29.3763,39.4794,34.238,all_flights
VIDP,2022-03,662,250,486,213,1148,37.7644,43.8272,40.331,all_flights
VIDP,2022-06,860,401,829,446,1689,46.6279,53.7998,50.148,all_flights
VIDP,2022-09,903,342,900,383,1803,37.8738,42.5556,40.2108,all_flights
VIDP,2022-12,1032,375,1041,603,2073,36.3372,57.9251,47.178,all_flights
VOBL,2022-03,74,22,109,42,183,29.7297,38.5321,34.9727,all_flights
VOBL,2022-06,110,49,137,56,247,44.5455,40.8759,42.5101,all_flights
VOBL,2022-09,117,57,157,69,274,48.7179,43.949,45.9854,all_flights
VOBL,2022-12,141,50,167,109,308,35.461,65.2695,51.6234,all_flights
VRMM,2022-03,156,25,155,64,311,16.0256,41.2903,28.6174,all_flights
VRMM,2022-06,70,3,69,12,139,4.2857,17.3913,10.7914,all_flights
VRMM,2022-09,81,8,83,33,164,9.8765,39.759,25.0,all_flights
VRMM,2022-12,219,72,197,88,416,32.8767,44.6701,38.4615,all_flights
VTBS,2022-03,481,58,386,218,867,12.0582,56.4767,31.8339,all_flights
VTBS,2022-06,481,201,458,334,939,41.7879,72.9258,56.9755,all_flights
VTBS,2022-09,616,170,526,410,1142,27.5974,77.9468,50.7881,all_flights
VTBS,2022-12,747,176,673,578,1420,23.5609,85.8841,53.0986,all_flights
VVNB,2022-03,57,9,71,20,128,15.7895,28.169,22.6562,all_flights
VVNB,2022-06,75,42,87,26,162,56.0,29.8851,41.9753,all_flights
VVNB,2022-09,57,23,56,12,113,40.3509,21.4286,30.9735,all_flights
VVNB,2022-12,123,60,119,23,242,48.7805,19.3277,34.2975,all_flights
WMKK,2022-03,88,9,63,9,151,10.2273,14.2857,11.9205,all_flights
WMKK,2022-06,96,38,77,33,173,39.5833,42.8571,41.0405,all_flights
WMKK,2022-09,114,18,90,34,204,15.7895,37.7778,25.4902,all_flights
WMKK,2022-12,146,29,125,73,271,19.863,58.4,37.6384,all_flights
WSSS,2022-03,650,89,541,199,1191,13.6923,36.7837,24.1814,all_flights
WSSS,2022-06,778,287,666,471,1444,36.8895,70.7207,52.4931,all_flights
WSSS,2022-09,821,250,694,435,1515,30.4507,62.6801,45.2145,all_flights
WSSS,2022-12,914,294,794,590,1708,32.1663,74.3073,51.7564,all_flights
ZBAA,2022-03,230,37,260,42,490,16.087,16.1538,16.1224,all_flights
ZBAA,2022-06,227,60,256,23,483,26.4317,8.9844,17.1843,all_flights
ZBAA,2022-09,195,42,224,37,419,21.5385,16.5179,18.8544,all_flights
