airport_code,arrival_flight_count,arrival_delayed_over_15_count,median_arrival_delay_min,arrival_periods_active,departure_flight_count,departure_delayed_over_15_count,median_departure_delay_min,departure_periods_active,flight_count,delayed_over_15_count,arrival_delay_over_15_pct,departure_delay_over_15_pct,combined_delay_over_15_pct,periods_active,scope_id,scope_label,airport_name,city,country,latitude,longitude,executive_eligible
ENSH,648,10,-6.9583,4,646,11,-3.0,4,1294,21,1.5432,1.7028,1.6229,4,scheduled_duration_under_3h,Under 3 hours,"Svolvær Airport, Helle",Svolvær,Norway,68.2433,14.6692,True
ENSK,714,10,-8.8083,4,713,17,-3.0,4,1427,27,1.4006,2.3843,1.8921,4,scheduled_duration_under_3h,Under 3 hours,"Stokmarknes Airport, Skagen",Hadsel,Norway,68.5808,15.0261,True
ENSO,158,5,-1.45,4,159,4,-2.1667,4,317,9,3.1646,2.5157,2.8391,4,scheduled_duration_under_3h,Under 3 hours,"Stord Airport, Sørstokken",Leirvik,Norway,59.7928,5.3397,False
ENSR,258,2,-12.1417,4,258,6,-4.0,4,516,8,0.7752,2.3256,1.5504,4,scheduled_duration_under_3h,Under 3 hours,Sørkjosen Airport,Sørkjosen,Norway,69.7867,20.9597,True
ENSS,336,6,-5.875,4,335,7,-7.0,4,671,13,1.7857,2.0896,1.9374,4,scheduled_duration_under_3h,Under 3 hours,"Vardø Airport, Svartnes",Vardø,Norway,70.3553,31.045,True
ENST,473,6,-11.95,4,470,4,-1.0,4,943,10,1.2685,0.8511,1.0604,4,scheduled_duration_under_3h,Under 3 hours,"Sandnessjøen Airport, Stokka",Alstahaug,Norway,65.9597,12.4722,True
ENTC,5723,533,-2.85,4,5717,225,-2.0,4,11440,758,9.3133,3.9356,6.6259,4,scheduled_duration_under_3h,Under 3 hours,"Tromsø Airport, Langnes",Tromsø,Norway,69.6814,18.9178,True
ENTO,2669,82,-9.7333,4,2729,118,-2.6667,4,5398,200,3.0723,4.3239,3.7051,4,scheduled_duration_under_3h,Under 3 hours,"Sandefjord Airport, Torp",Torp,Norway,59.1867,10.2586,True
ENVA,8625,284,-5.0833,4,8608,183,-3.0,4,17233,467,3.2928,2.1259,2.7099,4,scheduled_duration_under_3h,Under 3 hours,"Trondheim Airport, Værnes",Trondheim,Norway,63.4575,10.9242,True
ENVD,1007,14,-10.5833,4,1007,16,-4.5833,4,2014,30,1.3903,1.5889,1.4896,4,scheduled_duration_under_3h,Under 3 hours,Vadsø Airport,Vadsø,Norway,70.0653,29.8447,True
ENVR,191,2,-8.05,4,193,4,1.3167,4,384,6,1.0471,2.0725,1.5625,4,scheduled_duration_under_3h,Under 3 hours,,,,67.6544,12.7269,False
ENZV,6539,271,-1.7833,4,6551,225,-3.0,4,13090,496,4.1444,3.4346,3.7892,4,scheduled_duration_under_3h,Under 3 hours,"Stavanger Airport, Sola",Stavanger,Norway,58.8767,5.6378,True
EPBY,348,24,0.05,4,349,13,-7.0,4,697,37,6.8966,3.7249,5.3085,4,scheduled_duration_under_3h,Under 3 hours,Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,Poland,53.0967,17.9778,True
EPGD,5702,405,-3.7833,4,5788,445,-0.675,4,11490,850,7.1028,7.6883,7.3977,4,scheduled_duration_under_3h,Under 3 hours,Gdańsk Lech Wałęsa Airport,Gdańsk,Poland,54.3775,18.4661,True
EPKK,8009,1015,1.4,4,7980,846,1.5333,4,15989,1861,12.6732,10.6015,11.6393,4,scheduled_duration_under_3h,Under 3 hours,Kraków John Paul II International Airport,Balice,Poland,50.0778,19.7847,True
EPKT,3264,340,-0.5,4,3327,377,1.0,4,6591,717,10.4167,11.3315,10.8785,4,scheduled_duration_under_3h,Under 3 hours,Katowice Wojciech Korfanty International Airport,Katowice,Poland,50.4742,19.08,True
EPLB,417,49,-0.4,4,403,50,2.0,4,820,99,11.7506,12.4069,12.0732,4,scheduled_duration_under_3h,Under 3 hours,Lublin Airport,Lublin,Poland,51.2403,22.7136,True
EPLL,147,10,0.8667,4,145,13,5.0,4,292,23,6.8027,8.9655,7.8767,4,scheduled_duration_under_3h,Under 3 hours,Łódź Władysław Reymont Airport,Łódź,Poland,51.7219,19.3981,False
EPMO,2784,297,-1.8583,4,2686,262,0.0,4,5470,559,10.6681,9.7543,10.2194,4,scheduled_duration_under_3h,Under 3 hours,Modlin Airport,Nowy Dwór Mazowiecki,Poland,52.4511,20.6519,True
EPPO,2129,147,-3.2333,4,2143,211,3.0,4,4272,358,6.9047,9.846,8.3801,4,scheduled_duration_under_3h,Under 3 hours,Poznań-Ławica Airport,Poznań,Poland,52.4211,16.8264,True
EPPW,0,0,,0,1,0,-2.0,1,1,0,,0.0,0.0,1,scheduled_duration_under_3h,Under 3 hours,,,,52.3792,17.8522,False
EPRZ,965,122,1.7833,4,961,88,3.2167,4,1926,210,12.6425,9.1571,10.9034,4,scheduled_duration_under_3h,Under 3 hours,Rzeszów-Jasionka Airport,Jasionka,Poland,50.11,22.0189,True
EPSC,614,44,-1.4167,4,611,42,1.0,4,1225,86,7.1661,6.874,7.0204,4,scheduled_duration_under_3h,Under 3 hours,Solidarity Szczecin–Goleniów Airport,Glewice,Poland,53.5847,14.9022,True
EPSY,179,18,-4.2167,4,179,10,1.0,4,358,28,10.0559,5.5866,7.8212,4,scheduled_duration_under_3h,Under 3 hours,Olsztyn-Mazury Airport,Szymany,Poland,53.4819,20.9378,False
EPWA,17918,1624,-3.8167,4,18095,2607,5.0,4,36013,4231,9.0635,14.4073,11.7485,4,scheduled_duration_under_3h,Under 3 hours,Warsaw Chopin Airport,Warsaw,Poland,52.1658,20.9672,True
EPWR,3109,243,-1.2667,4,3139,358,3.0,4,6248,601,7.816,11.4049,9.6191,4,scheduled_duration_under_3h,Under 3 hours,Copernicus Wrocław Airport,Wrocław,Poland,51.1028,16.8858,True
EPZG,115,0,-1.3333,4,117,1,-3.0,4,232,1,0.0,0.8547,0.431,4,scheduled_duration_under_3h,Under 3 hours,Zielona Góra-Babimost Airport,Nowe Kramsko,Poland,52.1386,15.7986,False
ESDF,447,1,-4.05,4,451,7,-2.5833,4,898,8,0.2237,1.5521,0.8909,4,scheduled_duration_under_3h,Under 3 hours,Ronneby Airport,Ronneby,Sweden,56.2667,15.265,True
ESGG,5992,650,1.55,4,6023,412,1.0,4,12015,1062,10.8478,6.8404,8.839,4,scheduled_duration_under_3h,Under 3 hours,Göteborg Landvetter Airport,Göteborg,Sweden,57.66,12.2911,True
ESGJ,161,3,-10.8167,4,198,6,0.0,4,359,9,1.8634,3.0303,2.507,4,scheduled_duration_under_3h,Under 3 hours,Jönköping Airport,Jönköping,Sweden,57.7583,14.0692,False
ESGT,146,2,-2.4833,4,146,0,-9.0,4,292,2,1.3699,0.0,0.6849,4,scheduled_duration_under_3h,Under 3 hours,Trollhättan-Vänersborg Airport,Trollhättan,Sweden,58.3181,12.345,False
ESKN,666,88,-0.475,4,678,48,-4.0,4,1344,136,13.2132,7.0796,10.119,4,scheduled_duration_under_3h,Under 3 hours,Stockholm Skavsta Airport,Nyköping,Sweden,58.7886,16.9036,True
ESKS,46,3,0.7167,2,46,0,-5.5,2,92,3,6.5217,0.0,3.2609,2,scheduled_duration_under_3h,Under 3 hours,Scandinavian Mountains Airport,Malung-Sälen,Sweden,61.1647,12.8339,False
ESMK,162,0,-7.6833,4,161,0,-8.0,4,323,0,0.0,0.0,0.0,4,scheduled_duration_under_3h,Under 3 hours,Kristianstad Airport,Kristianstad,Sweden,55.9206,14.0853,False
ESMQ,401,8,-3.0667,4,405,6,-4.0,4,806,14,1.995,1.4815,1.737,4,scheduled_duration_under_3h,Under 3 hours,Kalmar Airport,Kalmar,Sweden,56.6856,16.2875,True
ESMS,2482,121,-2.7333,4,2495,110,-3.0,4,4977,231,4.8751,4.4088,4.6414,4,scheduled_duration_under_3h,Under 3 hours,Malmö Sturup Airport,Malmö,Sweden,55.548,13.353,True
ESMT,267,3,1.2833,4,268,3,0.0,4,535,6,1.1236,1.1194,1.1215,4,scheduled_duration_under_3h,Under 3 hours,Halmstad Airport,Halmstad,Sweden,56.6908,12.82,True
ESMX,242,22,0.8667,4,242,15,-4.0,4,484,37,9.0909,6.1983,7.6446,4,scheduled_duration_under_3h,Under 3 hours,Växjö Kronoberg Airport,Växjö,Sweden,56.9303,14.7289,False
ESND,208,0,-17.4833,4,208,2,-2.0,4,416,2,0.0,0.9615,0.4808,4,scheduled_duration_under_3h,Under 3 hours,Sveg Airport,Sveg,Sweden,62.0478,14.4242,False
ESNG,146,5,-9.325,4,148,0,-7.5,4,294,5,3.4247,0.0,1.7007,4,scheduled_duration_under_3h,Under 3 hours,Gällivare Airport,Gällivare,Sweden,67.1331,20.8122,False
ESNK,299,4,-9.1,4,301,5,-8.0,4,600,9,1.3378,1.6611,1.5,4,scheduled_duration_under_3h,Under 3 hours,Kramfors-Sollefteå Höga Kusten Airport,Nyland,Sweden,63.0486,17.7689,True
ESNL,300,5,-6.375,4,300,5,-7.0,4,600,10,1.6667,1.6667,1.6667,4,scheduled_duration_under_3h,Under 3 hours,Lycksele Airport,Lycksele,Sweden,64.5475,18.7178,True
ESNN,180,0,-12.15,4,181,3,-1.0,4,361,3,0.0,1.6575,0.831,4,scheduled_duration_under_3h,Under 3 hours,Sundsvall-Härnösand Airport,Sundsvall/ Härnösand,Sweden,62.5294,17.4428,False
ESNO,126,2,-2.8917,2,127,1,-1.0,2,253,3,1.5873,0.7874,1.1858,2,scheduled_duration_under_3h,Under 3 hours,Örnsköldsvik Airport,Örnsköldsvik,Sweden,63.4078,18.9925,False
ESNQ,293,15,1.0833,4,293,3,-9.0,4,586,18,5.1195,1.0239,3.0717,4,scheduled_duration_under_3h,Under 3 hours,Kiruna Airport,Kiruna,Sweden,67.8214,20.3356,True
ESNS,486,24,-0.7,4,488,6,1.0,4,974,30,4.9383,1.2295,3.0801,4,scheduled_duration_under_3h,Under 3 hours,Skellefteå Airport,Skellefteå,Sweden,64.6247,21.0769,True
ESNU,1299,36,-4.4167,4,1299,46,-3.0,4,2598,82,2.7714,3.5412,3.1563,4,scheduled_duration_under_3h,Under 3 hours,Umeå Airport,Umeå,Sweden,63.7931,20.28,True
ESNV,179,8,-3.2667,4,180,1,-7.0,4,359,9,4.4693,0.5556,2.507,4,scheduled_duration_under_3h,Under 3 hours,Vilhelmina South Lapland Airport,Vilhelmina,Sweden,64.5786,16.8397,False
ESNX,294,7,-4.6,4,299,2,-10.0,4,593,9,2.381,0.6689,1.5177,4,scheduled_duration_under_3h,Under 3 hours,Arvidsjaur Airport,Arvidsjaur,Sweden,65.5903,19.2819,True
ESNZ,686,10,-4.8583,4,687,3,-4.0,4,1373,13,1.4577,0.4367,0.9468,4,scheduled_duration_under_3h,Under 3 hours,Åre Östersund Airport,Östersund,Sweden,63.1944,14.5003,True
ESOE,268,27,4.1583,4,270,9,-4.0,4,538,36,10.0746,3.3333,6.6914,4,scheduled_duration_under_3h,Under 3 hours,Örebro Airport,Örebro,Sweden,59.2281,15.04,True
ESOH,199,0,-4.6833,4,211,7,-5.0,4,410,7,0.0,3.3175,1.7073,4,scheduled_duration_under_3h,Under 3 hours,Hagfors Airport,Råda,Sweden,60.0211,13.5789,False
ESOK,2,0,-20.0,1,2,0,-3.0,1,4,0,0.0,0.0,0.0,1,scheduled_duration_under_3h,Under 3 hours,Karlstad Airport,Karlstad,Sweden,59.4447,13.3375,False
ESOW,55,1,2.9833,4,56,3,3.0,4,111,4,1.8182,5.3571,3.6036,4,scheduled_duration_under_3h,Under 3 hours,Stockholm Västerås Airport,Stockholm / Västerås,Sweden,59.5894,16.6336,False
ESPA,1464,69,-2.1833,4,1450,73,-3.0,4,2914,142,4.7131,5.0345,4.873,4,scheduled_duration_under_3h,Under 3 hours,Luleå Airport,Luleå,Sweden,65.5433,22.1236,True
ESSA,22290,2285,1.3667,4,21978,1140,-2.0,4,44268,3425,10.2512,5.187,7.737,4,scheduled_duration_under_3h,Under 3 hours,Stockholm-Arlanda Airport,Stockholm,Sweden,59.6519,17.9186,True
ESSB,4123,56,-3.9667,4,4118,55,1.0,4,8241,111,1.3582,1.3356,1.3469,4,scheduled_duration_under_3h,Under 3 hours,Stockholm-Bromma Airport,Stockholm,Sweden,59.3544,17.9422,True
ESSD,2,0,-2.225,1,2,0,8.0,1,4,0,0.0,0.0,0.0,1,scheduled_duration_under_3h,Under 3 hours,Dala Airport,Borlange,Sweden,60.4222,15.515,False
ESSL,225,19,2.6667,4,223,6,2.85,4,448,25,8.4444,2.6906,5.5804,4,scheduled_duration_under_3h,Under 3 hours,Linköping City Airport,Linköping,Sweden,58.4064,15.6797,False
ESSP,7,0,5.0833,3,6,0,-8.0,3,13,0,0.0,0.0,0.0,3,scheduled_duration_under_3h,Under 3 hours,Norrköping Airport,Norrköping,Sweden,58.5861,16.2464,False
ESST,139,10,-0.75,4,127,0,-6.0,4,266,10,7.1942,0.0,3.7594,4,scheduled_duration_under_3h,Under 3 hours,Torsby Airport,Torsby,Sweden,60.1547,12.9936,False
ESSV,871,8,-2.0833,4,870,4,-2.0,4,1741,12,0.9185,0.4598,0.6893,4,scheduled_duration_under_3h,Under 3 hours,Visby Airport,Visby,Sweden,57.6628,18.3461,True
ESTA,675,4,-2.5333,4,683,10,-1.0,4,1358,14,0.5926,1.4641,1.0309,4,scheduled_duration_under_3h,Under 3 hours,Ängelholm-Helsingborg Airport,Ängelholm,Sweden,56.2911,12.855,True
ESUP,175,1,-20.3,4,175,0,-10.0,4,350,1,0.5714,0.0,0.2857,4,scheduled_duration_under_3h,Under 3 hours,Pajala Airport,Pajala,Sweden,67.2458,23.0689,False
ESUT,133,5,-3.85,4,130,1,-9.5,4,263,6,3.7594,0.7692,2.2814,4,scheduled_duration_under_3h,Under 3 hours,Hemavan Airport,Hemavan,Sweden,65.8061,15.0828,False
ETAD,1,1,200.9667,1,0,0,,0,1,1,100.0,,100.0,1,scheduled_duration_under_3h,Under 3 hours,,,,49.9767,6.6986,False
ETAR,3,0,-2.3833,1,6,0,-1.3667,4,9,0,0.0,0.0,0.0,4,scheduled_duration_under_3h,Under 3 hours,,,,49.4361,7.6064,False
ETNG,2,0,-4.7167,1,2,0,3.5,1,4,0,0.0,0.0,0.0,1,scheduled_duration_under_3h,Under 3 hours,,,,50.9608,6.0417,False
ETNL,21,7,9.3333,3,20,6,4.5,2,41,13,33.3333,30.0,31.7073,3,scheduled_duration_under_3h,Under 3 hours,Rostock-Laage Airport,Laage,Germany,53.9181,12.2792,False
ETNS,1,0,14.05,1,1,0,-14.2833,1,2,0,0.0,0.0,0.0,1,scheduled_duration_under_3h,Under 3 hours,,,,54.4594,9.5164,False
ETSI,1,0,-10.0833,1,1,0,-15.2333,1,2,0,0.0,0.0,0.0,1,scheduled_duration_under_3h,Under 3 hours,Ingolstadt Manching Airport,Manching,Germany,48.7156,11.5336,False
EVRA,7138,782,2.3333,4,7057,601,-1.0,4,14195,1383,10.9554,8.5164,9.7429,4,scheduled_duration_under_3h,Under 3 hours,Riga International Airport,Riga,Latvia,56.9236,23.9711,True
EYKA,1117,68,-1.95,4,1115,50,0.0,4,2232,118,6.0877,4.4843,5.2867,4,scheduled_duration_under_3h,Under 3 hours,Kaunas International Airport,Kaunas,Lithuania,54.9639,24.0847,True
EYPA,512,25,-0.35,4,513,8,-3.0,4,1025,33,4.8828,1.5595,3.2195,4,scheduled_duration_under_3h,Under 3 hours,Palanga International Airport,Palanga,Lithuania,55.9731,21.0939,True
EYSA,1,0,-60.0,1,1,0,-6.0,1,2,0,0.0,0.0,0.0,1,scheduled_duration_under_3h,Under 3 hours,Šiauliai International Airport,Šiauliai,Lithuania,55.8939,23.395,False
EYVI,4332,505,2.5167,4,4343,205,-1.0,4,8675,710,11.6574,4.7202,8.1844,4,scheduled_duration_under_3h,Under 3 hours,Vilnius International Airport,Vilnius,Lithuania,54.6369,25.2878,True
FNLU,0,0,,0,1,0,-9.8,1,1,0,,0.0,0.0,1,scheduled_duration_under_3h,Under 3 hours,Quatro de Fevereiro International Airport,Luanda,Angola,-8.85,13.2333,False
GABS,33,9,5.15,4,23,7,-3.1833,4,56,16,27.2727,30.4348,28.5714,4,scheduled_duration_under_3h,Under 3 hours,Modibo Keita International Airport,Bamako,Mali,12.5378,-7.9433,False
GBYD,2,0,2.9167,1,5,2,6.1333,3,7,2,0.0,40.0,28.5714,3,scheduled_duration_under_3h,Under 3 hours,Banjul International Airport,Yundum,Gambia,13.3425,-16.6578,False
GCFV,3767,141,-2.7833,4,3833,127,-1.0,4,7600,268,3.743,3.3133,3.5263,4,scheduled_duration_under_3h,Under 3 hours,Fuerteventura Airport,El Matorral,Spain,28.4528,-13.8639,True
GCGM,358,1,-22.475,4,359,2,-3.0,4,717,3,0.2793,0.5571,0.4184,4,scheduled_duration_under_3h,Under 3 hours,La Gomera Airport,"Alajero, La Gomera Island",Spain,28.0297,-17.2147,True
GCHI,865,18,-2.6667,4,862,8,-3.0,4,1727,26,2.0809,0.9281,1.5055,4,scheduled_duration_under_3h,Under 3 hours,El Hierro Airport,El Hierro Island,Spain,27.8147,-17.8869,True
GCLA,3108,104,-3.7,4,3207,34,-2.0,4,6315,138,3.3462,1.0602,2.1853,4,scheduled_duration_under_3h,Under 3 hours,La Palma Airport,"Sta Cruz de la Palma, La Palma Island",Spain,28.6267,-17.7556,True
GCLP,11708,875,-3.4167,4,12153,455,-1.0,4,23861,1330,7.4735,3.7439,5.5739,4,scheduled_duration_under_3h,Under 3 hours,Gran Canaria Airport,Gran Canaria Island,Spain,27.9319,-15.3867,True
GCRR,5078,245,-2.7917,4,5398,184,-2.0,4,10476,429,4.8247,3.4087,4.0951,4,scheduled_duration_under_3h,Under 3 hours,César Manrique-Lanzarote Airport,San Bartolomé,Spain,28.9456,-13.6053,True
GCTS,1850,194,-4.95,4,1965,117,0.0,4,3815,311,10.4865,5.9542,8.152,4,scheduled_duration_under_3h,Under 3 hours,Tenerife Sur Airport,Tenerife,Spain,28.0444,-16.5725,True
GCXO,9852,403,-5.1833,4,10267,323,0.0,4,20119,726,4.0905,3.146,3.6085,4,scheduled_duration_under_3h,Under 3 hours,Tenerife Norte-Ciudad de La Laguna Airport,Tenerife,Spain,28.4828,-16.3417,True
GEML,1482,148,3.5667,4,1479,30,1.0,4,2961,178,9.9865,2.0284,6.0115,4,scheduled_duration_under_3h,Under 3 hours,Melilla Airport,Melilla,Spain,35.2797,-2.9564,True
GMAD,1067,113,-1.05,4,1219,88,-4.0,4,2286,201,10.5904,7.219,8.7927,4,scheduled_duration_under_3h,Under 3 hours,Al Massira Airport,Agadir (Temsia),Morocco,30.3225,-9.4114,True
GMAG,106,16,4.1917,4,104,3,-10.0,4,210,19,15.0943,2.8846,9.0476,4,scheduled_duration_under_3h,Under 3 hours,,,,29.0169,-10.0614,False
GMAT,44,9,5.3917,3,45,2,-13.65,3,89,11,20.4545,4.4444,12.3596,3,scheduled_duration_under_3h,Under 3 hours,Tan Tan Airport,Tan Tan,Morocco,28.4483,-11.1614,False
GMAZ,50,9,2.7083,4,49,3,-12.65,4,99,12,18.0,6.1224,12.1212,4,scheduled_duration_under_3h,Under 3 hours,Zagora Airport,Zagora,Morocco,30.2639,-5.8531,False
GMFB,8,2,9.1917,1,7,1,-10.0,1,15,3,25.0,14.2857,20.0,1,scheduled_duration_under_3h,Under 3 hours,Bouarfa Airport,Bouarfa,Morocco,32.5144,-1.9783,False
GMFF,1556,329,4.5917,4,1615,162,-3.0,4,3171,491,21.144,10.031,15.4841,4,scheduled_duration_under_3h,Under 3 hours,Fes Saïss International Airport,Saïss,Morocco,33.9272,-4.9778,True
GMFK,122,26,9.55,4,122,1,-13.25,4,244,27,21.3115,0.8197,11.0656,4,scheduled_duration_under_3h,Under 3 hours,Moulay Ali Cherif Airport,Errachidia,Morocco,31.9481,-4.4006,False
GMFO,1167,267,6.0833,4,1167,114,-2.0,4,2334,381,22.8792,9.7686,16.3239,4,scheduled_duration_under_3h,Under 3 hours,Oujda Angads Airport,Ahl Angad,Morocco,34.7861,-1.9256,True
GMMA,3,1,-8.8167,3,4,0,-12.5,3,7,1,33.3333,0.0,14.2857,3,scheduled_duration_under_3h,Under 3 hours,Smara Airport,Smara,Western Sahara,26.7419,-11.6914,False
GMMB,1,0,8.0,1,1,0,10.0,1,2,0,0.0,0.0,0.0,1,scheduled_duration_under_3h,Under 3 hours,Ben Slimane Airport,Ben Slimane,Morocco,33.6544,-7.2258,False
GMME,957,202,5.5333,4,1102,175,0.0,4,2059,377,21.1076,15.8802,18.3099,4,scheduled_duration_under_3h,Under 3 hours,Rabat-Salé Airport,Rabat,Morocco,34.0514,-6.7517,True
GMMH,300,90,9.0833,4,300,3,-7.0,4,600,93,30.0,1.0,15.5,4,scheduled_duration_under_3h,Under 3 hours,Dakhla Airport,Dakhla,Western Sahara,23.7183,-15.9319,True
GMMI,40,16,10.3167,4,63,4,-2.0,4,103,20,40.0,6.3492,19.4175,4,scheduled_duration_under_3h,Under 3 hours,Essaouira-Mogador Airport,Essaouira,Morocco,31.3992,-9.6831,False
GMML,326,74,5.8,4,327,60,-0.5333,4,653,134,22.6994,18.3486,20.5207,4,scheduled_duration_under_3h,Under 3 hours,Hassan I Airport,El Aaiún,Western Sahara,27.1517,-13.2192,True
GMMN,6189,1332,4.0167,4,7391,1333,5.0,4,13580,2665,21.5221,18.0354,19.6244,4,scheduled_duration_under_3h,Under 3 hours,Mohammed V International Airport,Casablanca,Morocco,33.3642,-7.5817,True
GMMP,1,0,-15.2833,1,0,0,,0,1,0,0.0,,0.0,1,scheduled_duration_under_3h,Under 3 hours,,,,34.301,-6.601,False
GMMW,966,221,6.9,4,996,131,-1.6167,4,1962,352,22.8778,13.1526,17.9409,4,scheduled_duration_under_3h,Under 3 hours,Nador Al Aaroui International Airport,Al Aaroui,Morocco,34.9894,-3.0278,True
GMMX,3164,657,5.475,4,3628,397,0.0,4,6792,1054,20.7649,10.9427,15.5183,4,scheduled_duration_under_3h,Under 3 hours,Menara Airport,Marrakech,Morocco,31.6086,-8.0408,True
GMMZ,163,43,6.3667,4,169,8,-8.2667,4,332,51,26.3804,4.7337,15.3614,4,scheduled_duration_under_3h,Under 3 hours,Ouarzazate Airport,Ouarzazate,Morocco,30.9372,-6.9061,False
GMTA,138,31,6.1333,4,149,6,-10.0,4,287,37,22.4638,4.0268,12.892,4,scheduled_duration_under_3h,Under 3 hours,Cherif Al Idrissi Airport,Al Hoceima,Morocco,35.1797,-3.84,False
GMTN,314,51,4.6417,4,318,25,-3.4167,4,632,76,16.242,7.8616,12.0253,4,scheduled_duration_under_3h,Under 3 hours,Sania Ramel Airport,Tétouan,Morocco,35.5944,-5.32,True
GMTT,1989,324,3.1667,4,2186,229,-4.0,4,4175,553,16.2896,10.4758,13.2455,4,scheduled_duration_under_3h,Under 3 hours,Tangier Ibn Battuta Airport,Tangier,Morocco,35.7317,-5.9211,True
GOBD,119,60,15.05,4,223,51,3.4667,4,342,111,50.4202,22.87,32.4561,4,scheduled_duration_under_3h,Under 3 hours,Blaise Diagne International Airport,Dakar,Senegal,14.6708,-17.0728,False
GOOY,0,0,,0,1,0,-27.3167,1,1,0,,0.0,0.0,1,scheduled_duration_under_3h,Under 3 hours,Léopold Sédar Senghor International Airport,Dakar,Senegal,14.7439,-17.4794,False
GQNO,278,66,7.1417,4,265,72,3.8167,4,543,138,23.741,27.1698,25.4144,4,scheduled_duration_under_3h,Under 3 hours,Nouakchott–Oumtounsy International Airport,Nouakchott,Mauritania,18.31,-15.9697,True
GQPP,69,3,-12.4667,4,70,16,-0.4667,4,139,19,4.3478,22.8571,13.6691,4,scheduled_duration_under_3h,Under 3 hours,Nouadhibou International Airport,Nouadhibou,Mauritania,20.9283,-17.0311,False
GVAC,26,2,-4.8583,3,19,3,-2.55,3,45,5,7.6923,15.7895,11.1111,3,scheduled_duration_under_3h,Under 3 hours,Amílcar Cabral International Airport,Espargos,Cape Verde,16.7375,-22.95,False
GVBA,6,0,0.2333,4,24,5,2.0,3,30,5,0.0,20.8333,16.6667,4,scheduled_duration_under_3h,Under 3 hours,Rabil Airport,Rabil,Cape Verde,16.1372,-22.8886,False
GVNP,0,0,,0,1,0,-16.3667,1,1,0,,0.0,0.0,1,scheduled_duration_under_3h,Under 3 hours,Nelson Mandela International Airport,Praia,Cape Verde,14.9411,-23.4847,False
HEBA,173,18,2.75,4,162,63,11.5,4,335,81,10.4046,38.8889,24.1791,4,scheduled_duration_under_3h,Under 3 hours,Alexandria International Airport,Alexandria,Egypt,30.9181,29.6958,False
HECA,2618,559,5.1333,4,2192,535,5.8333,4,4810,1094,21.3522,24.4069,22.7443,4,scheduled_duration_under_3h,Under 3 hours,Cairo International Airport,Cairo,Egypt,30.1114,31.4139,True
HEGN,398,94,4.9,4,385,43,-2.0,4,783,137,23.6181,11.1688,17.4968,4,scheduled_duration_under_3h,Under 3 hours,Hurghada International Airport,Hurghada,Egypt,27.1786,33.8008,True
HELX,1,0,7.3,1,0,0,,0,1,0,0.0,,0.0,1,scheduled_duration_under_3h,Under 3 hours,Luxor International Airport,Luxor,Egypt,25.6708,32.7064,False
HEMM,23,7,7.6,2,0,0,,0,23,7,30.4348,,30.4348,2,scheduled_duration_under_3h,Under 3 hours,Marsa Matruh International Airport,Marsa Matruh,Egypt,31.3253,27.2217,False
HESH,454,75,3.3833,4,396,19,-8.0,4,850,94,16.5198,4.798,11.0588,4,scheduled_duration_under_3h,Under 3 hours,Sharm El Sheikh International Airport,Sharm El Sheikh,Egypt,27.9786,34.3933,True
HLLB,432,124,6.875,4,443,153,4.6167,4,875,277,28.7037,34.5372,31.6571,4,scheduled_duration_under_3h,Under 3 hours,Benina International Airport,Benina,Libya,32.0969,20.2694,True
HLLM,97,26,4.55,4,368,194,16.0667,4,465,220,26.8041,52.7174,47.3118,4,scheduled_duration_under_3h,Under 3 hours,Mitiga International Airport,Tripoli,Libya,32.8944,13.2778,False
HLLQ,1,0,-0.85,1,0,0,,0,1,0,0.0,,0.0,1,scheduled_duration_under_3h,Under 3 hours,Al Abraq International Airport,Al Albraq,Libya,32.7886,21.9644,False
HLMS,48,3,-5.3667,4,87,47,16.7,4,135,50,6.25,54.023,37.037,4,scheduled_duration_under_3h,Under 3 hours,Misrata International Airport,Misrata,Libya,32.3242,15.0619,False
HLTQ,0,0,,0,1,1,75.2833,1,1,1,,100.0,100.0,1,scheduled_duration_under_3h,Under 3 hours,Tobruk International Airport,Adam,Libya,31.86,23.9061,False
LAKU,62,25,10.5583,2,58,14,8.3,2,120,39,40.3226,24.1379,32.5,2,scheduled_duration_under_3h,Under 3 hours,Kukës International Airport,Kukës,Albania,42.0356,20.4158,False
LATI,5439,981,3.7333,4,5270,606,0.0,4,10709,1587,18.0364,11.4991,14.8193,4,scheduled_duration_under_3h,Under 3 hours,Tirana International Airport Mother Teresa,Rinas,Albania,41.4147,19.7206,True
LBBG,615,82,-1.4167,4,624,111,5.0,4,1239,193,13.3333,17.7885,15.5771,4,scheduled_duration_under_3h,Under 3 hours,Burgas Airport,Burgas,Bulgaria,42.5703,27.5153,True
LBPD,143,60,11.7333,4,82,24,8.4083,4,225,84,41.958,29.2683,37.3333,4,scheduled_duration_under_3h,Under 3 hours,Plovdiv International Airport,Plovdiv,Bulgaria,42.0678,24.8508,False
LBSF,6254,1049,2.4083,4,5724,899,3.0,4,11978,1948,16.7733,15.7058,16.2631,4,scheduled_duration_under_3h,Under 3 hours,Sofia Airport,Sofia,Bulgaria,42.695,23.4083,True
LBWN,1254,129,0.1417,4,1221,144,2.0,4,2475,273,10.2871,11.7936,11.0303,4,scheduled_duration_under_3h,Under 3 hours,Varna Airport,Varna,Bulgaria,43.2319,27.8253,True
