airport_code,arrival_flight_count,arrival_delayed_over_15_count,median_arrival_delay_min,arrival_periods_active,departure_flight_count,departure_delayed_over_15_count,median_departure_delay_min,departure_periods_active,flight_count,delayed_over_15_count,arrival_delay_over_15_pct,departure_delay_over_15_pct,combined_delay_over_15_pct,periods_active,scope_id,scope_label,airport_name,city,country,latitude,longitude,executive_eligible
ENDU,308,44,7.2333,4,309,5,-1.0,4,617,49,14.2857,1.6181,7.9417,4,all_flights,All scheduled flights,Bardufoss Airport,Målselv,Norway,69.0558,18.5403,True
ENEV,1496,173,1.1333,4,1497,48,-3.0333,4,2993,221,11.5642,3.2064,7.3839,4,all_flights,All scheduled flights,"Harstad/Narvik Airport, Evenes",Evenes,Norway,68.4889,16.6783,True
ENFL,835,14,-20.3667,4,832,3,-4.0,4,1667,17,1.6766,0.3606,1.0198,4,all_flights,All scheduled flights,Florø Airport,Florø,Norway,61.5836,5.0247,True
ENGM,33396,2498,-2.0,4,33358,2870,2.15,4,66754,5368,7.4799,8.6036,8.0415,4,all_flights,All scheduled flights,"Oslo Airport, Gardermoen",Oslo (Gardermoen),Norway,60.2028,11.0839,True
ENHD,1134,39,-3.2583,4,1136,34,-1.2417,4,2270,73,3.4392,2.993,3.2159,4,all_flights,All scheduled flights,"Haugesund Airport, Karmøy",Karmøy,Norway,59.3433,5.2125,True
ENHF,1219,42,-13.6167,4,1217,23,-3.5,4,2436,65,3.4454,1.8899,2.6683,4,all_flights,All scheduled flights,Hammerfest Airport,Hammerfest,Norway,70.6797,23.6686,True
ENHK,275,5,-8.1167,4,277,15,-3.0,4,552,20,1.8182,5.4152,3.6232,4,all_flights,All scheduled flights,Hasvik Airport,Hasvik,Norway,70.4867,22.1397,True
ENHV,300,6,-7.9,4,302,3,-5.0,4,602,9,2.0,0.9934,1.495,4,all_flights,All scheduled flights,"Honningsvåg Airport, Valan",Honningsvåg,Norway,71.0097,25.9836,True
ENKB,664,16,-6.9167,4,667,15,-3.0,4,1331,31,2.4096,2.2489,2.3291,4,all_flights,All scheduled flights,"Kristiansund Airport, Kvernberget",Kvernberget,Norway,63.1119,7.8261,True
ENKR,911,41,-5.9333,4,906,31,-2.0,4,1817,72,4.5005,3.4216,3.9626,4,all_flights,All scheduled flights,"Kirkenes Airport, Høybuktmoen",Kirkenes,Norway,69.725,29.8878,True
ENLK,667,11,-9.7667,4,667,9,-3.0,4,1334,20,1.6492,1.3493,1.4993,4,all_flights,All scheduled flights,Leknes Airport,Leknes,Norway,68.1525,13.6094,True
ENMH,353,7,-8.3833,4,353,9,-6.0,4,706,16,1.983,2.5496,2.2663,4,all_flights,All scheduled flights,Mehamn Airport,Mehamn,Norway,71.0297,27.8267,True
ENML,797,48,-3.55,4,802,22,0.0,4,1599,70,6.0226,2.7431,4.3777,4,all_flights,All scheduled flights,"Molde Airport, Årø",Årø,Norway,62.7447,7.2625,True
ENMS,524,9,-11.0167,4,523,8,-2.0,4,1047,17,1.7176,1.5296,1.6237,4,all_flights,All scheduled flights,"Mosjøen Airport, Kjærstad",Mosjøen,Norway,65.7836,13.2153,True
ENNA,309,21,-2.65,4,307,5,-4.0,4,616,26,6.7961,1.6287,4.2208,4,all_flights,All scheduled flights,"Lakselv Airport, Banak",Lakselv,Norway,70.0667,24.9739,True
ENNM,353,2,-10.1667,4,353,3,-6.0,4,706,5,0.5666,0.8499,0.7082,4,all_flights,All scheduled flights,Namsos Airport,Namsos,Norway,64.4722,11.5786,True
ENOL,140,8,-3.5167,4,140,2,-10.0,4,280,10,5.7143,1.4286,3.5714,4,all_flights,All scheduled flights,Ørland Airport,Ørland,Norway,63.7,9.6028,False
ENOV,683,10,-11.7833,4,683,5,-5.0,4,1366,15,1.4641,0.7321,1.0981,4,all_flights,All scheduled flights,"Ørsta-Volda Airport, Hovden",Ørsta,Norway,62.18,6.0742,True
ENRA,669,11,-8.7833,4,671,13,-2.0,4,1340,24,1.6442,1.9374,1.791,4,all_flights,All scheduled flights,"Mo i Rana Airport, Røssvoll",Mo i Rana,Norway,66.3639,14.3014,True
ENRM,407,5,-14.8667,4,406,3,-6.0,4,813,8,1.2285,0.7389,0.984,4,all_flights,All scheduled flights,"Rørvik Airport, Ryum",Rørvik,Norway,64.8383,11.1461,True
ENRO,178,1,-10.5667,4,178,1,-3.0,4,356,2,0.5618,0.5618,0.5618,4,all_flights,All scheduled flights,Røros Airport,Røros,Norway,62.5789,11.345,False
ENRS,190,4,-10.325,4,187,3,-4.0,4,377,7,2.1053,1.6043,1.8568,4,all_flights,All scheduled flights,Røst Airport,Røst,Norway,67.5278,12.1033,False
ENSB,253,42,4.5667,4,249,84,7.4167,4,502,126,16.6008,33.7349,25.0996,4,all_flights,All scheduled flights,"Svalbard Airport, Longyear",Longyearbyen,Norway,78.2461,15.4656,True
ENSD,364,5,-12.0167,4,367,3,-6.0,4,731,8,1.3736,0.8174,1.0944,4,all_flights,All scheduled flights,"Sandane Airport, Anda",Sandane,Norway,61.83,6.1058,True
ENSG,799,4,-10.9167,4,798,3,-6.0,4,1597,7,0.5006,0.3759,0.4383,4,all_flights,All scheduled flights,"Sogndal Airport, Haukåsen",Sogndal,Norway,61.1561,7.1378,True
ENSH,648,10,-6.9583,4,646,11,-3.0,4,1294,21,1.5432,1.7028,1.6229,4,all_flights,All scheduled flights,"Svolvær Airport, Helle",Svolvær,Norway,68.2433,14.6692,True
ENSK,714,10,-8.8083,4,713,17,-3.0,4,1427,27,1.4006,2.3843,1.8921,4,all_flights,All scheduled flights,"Stokmarknes Airport, Skagen",Hadsel,Norway,68.5808,15.0261,True
ENSO,158,5,-1.45,4,159,4,-2.1667,4,317,9,3.1646,2.5157,2.8391,4,all_flights,All scheduled flights,"Stord Airport, Sørstokken",Leirvik,Norway,59.7928,5.3397,False
ENSR,258,2,-12.1417,4,258,6,-4.0,4,516,8,0.7752,2.3256,1.5504,4,all_flights,All scheduled flights,Sørkjosen Airport,Sørkjosen,Norway,69.7867,20.9597,True
ENSS,336,6,-5.875,4,335,7,-7.0,4,671,13,1.7857,2.0896,1.9374,4,all_flights,All scheduled flights,"Vardø Airport, Svartnes",Vardø,Norway,70.3553,31.045,True
ENST,473,6,-11.95,4,470,4,-1.0,4,943,10,1.2685,0.8511,1.0604,4,all_flights,All scheduled flights,"Sandnessjøen Airport, Stokka",Alstahaug,Norway,65.9597,12.4722,True
ENTC,5831,575,-2.5667,4,5841,248,-2.0,4,11672,823,9.8611,4.2458,7.0511,4,all_flights,All scheduled flights,"Tromsø Airport, Langnes",Tromsø,Norway,69.6814,18.9178,True
ENTO,2909,106,-8.95,4,2910,139,-2.0,4,5819,245,3.6439,4.7766,4.2103,4,all_flights,All scheduled flights,"Sandefjord Airport, Torp",Torp,Norway,59.1867,10.2586,True
ENVA,8753,312,-5.0,4,8740,205,-3.0,4,17493,517,3.5645,2.3455,2.9555,4,all_flights,All scheduled flights,"Trondheim Airport, Værnes",Trondheim,Norway,63.4575,10.9242,True
ENVD,1007,14,-10.5833,4,1007,16,-4.5833,4,2014,30,1.3903,1.5889,1.4896,4,all_flights,All scheduled flights,Vadsø Airport,Vadsø,Norway,70.0653,29.8447,True
