operator_code,period,flight_count,delayed_over_15_count,median_arrival_delay_min,median_scheduled_duration_min,operator_name,operator_country,delay_over_15_pct,scope_id
EVA,2022-09,130,104,28.8917,699.4167,EVA AIRWAYS CORPORATION,CHINA,80.0,all_flights
EVA,2022-12,266,196,28.5417,733.2167,EVA AIRWAYS CORPORATION,CHINA,73.6842,all_flights
EWG,2022-03,7634,424,-1.6917,107.9083,EUROWINGS GMBH,GERMANY,5.5541,all_flights
EWG,2022-06,13251,3854,7.05,128.4667,EUROWINGS GMBH,GERMANY,29.0846,all_flights
EWG,2022-09,13602,2868,4.6333,126.3667,EUROWINGS GMBH,GERMANY,21.0851,all_flights
EWG,2022-12,6332,839,1.1,104.875,EUROWINGS GMBH,GERMANY,13.2502,all_flights
EXS,2022-03,4503,325,0.4,229.1333,JET2.COM LTD,UNITED KINGDOM,7.2174,all_flights
EXS,2022-06,10998,3704,8.4167,201.475,JET2.COM LTD,UNITED KINGDOM,33.6789,all_flights
EXS,2022-09,11036,2968,5.4333,205.6417,JET2.COM LTD,UNITED KINGDOM,26.8938,all_flights
EXS,2022-12,3721,530,0.7333,237.3,JET2.COM LTD,UNITED KINGDOM,14.2435,all_flights
EZE,2022-03,621,25,-2.7667,60.9833,EASTERN AIRWAYS (UK) LIMITED,UNITED KINGDOM,4.0258,all_flights
EZE,2022-06,824,67,-0.175,61.075,EASTERN AIRWAYS (UK) LIMITED,UNITED KINGDOM,8.1311,all_flights
EZE,2022-09,630,61,0.5167,63.9833,EASTERN AIRWAYS (UK) LIMITED,UNITED KINGDOM,9.6825,all_flights
EZE,2022-12,592,60,0.1917,58.55,EASTERN AIRWAYS (UK) LIMITED,UNITED KINGDOM,10.1351,all_flights
EZS,2022-03,4220,253,-4.4,98.475,EASY JET SWITZERLAND SA,SWITZERLAND,5.9953,all_flights
EZS,2022-06,4650,772,0.775,97.15,EASY JET SWITZERLAND SA,SWITZERLAND,16.6022,all_flights
EZS,2022-09,4719,702,0.45,97.4833,EASY JET SWITZERLAND SA,SWITZERLAND,14.876,all_flights
EZS,2022-12,4092,613,0.65,101.325,EASY JET SWITZERLAND SA,SWITZERLAND,14.9804,all_flights
EZY,2022-03,16130,931,-4.3667,102.125,EASYJET UK LTD,UNITED KINGDOM,5.7719,all_flights
EZY,2022-06,22378,6041,5.2333,131.5083,EASYJET UK LTD,UNITED KINGDOM,26.9953,all_flights
EZY,2022-09,23807,5519,4.1833,132.9333,EASYJET UK LTD,UNITED KINGDOM,23.1823,all_flights
EZY,2022-12,16847,2163,0.0667,106.95,EASYJET UK LTD,UNITED KINGDOM,12.8391,all_flights
FDX,2022-03,2062,523,3.7333,117.3667,FEDERAL EXPRESS CORPORATION,UNITED STATES,25.3637,all_flights
FDX,2022-06,1770,572,8.0,194.0167,FEDERAL EXPRESS CORPORATION,UNITED STATES,32.3164,all_flights
FDX,2022-09,1721,542,8.7333,183.2833,FEDERAL EXPRESS CORPORATION,UNITED STATES,31.4933,all_flights
FDX,2022-12,1750,481,5.1167,188.1417,FEDERAL EXPRESS CORPORATION,UNITED STATES,27.4857,all_flights
FIN,2022-03,6543,526,1.35,115.6333,FINNAIR OYJ,FINLAND,8.0391,all_flights
FIN,2022-06,7531,1217,3.9667,120.2333,FINNAIR OYJ,FINLAND,16.1599,all_flights
FIN,2022-09,7931,783,1.6667,116.3667,FINNAIR OYJ,FINLAND,9.8727,all_flights
FIN,2022-12,8149,1595,4.6167,101.8833,FINNAIR OYJ,FINLAND,19.573,all_flights
FLI,2022-03,210,35,5.2083,117.55,"ATLANTIC AIRWAYS, FAROE ISLANDS P/F",DENMARK,16.6667,all_flights
FLI,2022-06,380,81,5.7,118.125,"ATLANTIC AIRWAYS, FAROE ISLANDS P/F",DENMARK,21.3158,all_flights
FLI,2022-09,353,41,2.3833,118.5667,"ATLANTIC AIRWAYS, FAROE ISLANDS P/F",DENMARK,11.6147,all_flights
FLI,2022-12,228,44,3.9333,120.2083,"ATLANTIC AIRWAYS, FAROE ISLANDS P/F",DENMARK,19.2982,all_flights
FPY,2022-03,190,24,4.0333,188.6083,FLY PLAY,ICELAND,12.6316,all_flights
FPY,2022-06,441,102,6.2833,186.45,FLY PLAY,ICELAND,23.1293,all_flights
FPY,2022-09,447,56,0.8833,192.3,FLY PLAY,ICELAND,12.528,all_flights
FPY,2022-12,344,71,5.6417,184.7083,FLY PLAY,ICELAND,20.6395,all_flights
FWI,2022-03,361,126,10.85,486.0,AIR CARAIBES,FRANCE,34.903,all_flights
FWI,2022-06,209,92,13.0167,484.6667,AIR CARAIBES,FRANCE,44.0191,all_flights
FWI,2022-09,177,79,12.7,486.7667,AIR CARAIBES,FRANCE,44.6328,all_flights
FWI,2022-12,345,184,16.35,498.2833,AIR CARAIBES,FRANCE,53.3333,all_flights
GEC,2022-03,454,89,2.8583,656.8917,"LUFTHANSA CARGO AG, FRANKFURT (MAIN)",GERMANY,19.6035,all_flights
GEC,2022-06,514,85,2.575,569.75,"LUFTHANSA CARGO AG, FRANKFURT (MAIN)",GERMANY,16.537,all_flights
GEC,2022-09,491,92,3.0833,615.45,"LUFTHANSA CARGO AG, FRANKFURT (MAIN)",GERMANY,18.7373,all_flights
GEC,2022-12,586,161,3.775,536.3417,"LUFTHANSA CARGO AG, FRANKFURT (MAIN)",GERMANY,27.4744,all_flights
GFA,2022-03,496,180,8.5417,342.8417,GULF AIR,BAHRAIN,36.2903,all_flights
GFA,2022-06,645,217,9.5833,348.5,GULF AIR,BAHRAIN,33.6434,all_flights
GFA,2022-09,700,242,7.95,342.6583,GULF AIR,BAHRAIN,34.5714,all_flights
GFA,2022-12,688,274,10.1083,350.3917,GULF AIR,BAHRAIN,39.8256,all_flights
GTI,2022-03,300,95,6.725,508.125,"ATLAS AIR, INC. (JAMAICA, NY)",UNITED STATES,31.6667,all_flights
GTI,2022-06,135,56,8.0833,490.05,"ATLAS AIR, INC. (JAMAICA, NY)",UNITED STATES,41.4815,all_flights
GTI,2022-09,167,52,6.05,495.8333,"ATLAS AIR, INC. (JAMAICA, NY)",UNITED STATES,31.1377,all_flights
GTI,2022-12,202,65,3.375,513.5,"ATLAS AIR, INC. (JAMAICA, NY)",UNITED STATES,32.1782,all_flights
GWI,2022-03,1847,48,-3.5833,63.8,"GERMANWINGS GMBH, KOELN",GERMANY,2.5988,all_flights
GWI,2022-06,1257,224,3.4833,65.7,"GERMANWINGS GMBH, KOELN",GERMANY,17.8202,all_flights
GWI,2022-09,1619,328,3.6667,65.1833,"GERMANWINGS GMBH, KOELN",GERMANY,20.2594,all_flights
GWI,2022-12,1398,165,0.75,63.9833,"GERMANWINGS GMBH, KOELN",GERMANY,11.8026,all_flights
HVN,2022-03,118,29,4.1917,720.175,HANG KHONG VIET NAM,VIET NAM,24.5763,all_flights
HVN,2022-06,124,80,20.0583,725.6833,HANG KHONG VIET NAM,VIET NAM,64.5161,all_flights
HVN,2022-09,111,57,15.6167,718.9833,HANG KHONG VIET NAM,VIET NAM,51.3514,all_flights
HVN,2022-12,237,136,18.2167,738.0667,HANG KHONG VIET NAM,VIET NAM,57.384,all_flights
IAW,2022-03,254,81,6.4333,157.1667,IRAQI AIRWAYS,IRAQ,31.8898,all_flights
IAW,2022-06,346,98,6.0583,154.3917,IRAQI AIRWAYS,IRAQ,28.3237,all_flights
IAW,2022-09,453,163,6.9,155.5333,IRAQI AIRWAYS,IRAQ,35.9823,all_flights
IAW,2022-12,330,138,10.6833,159.5583,IRAQI AIRWAYS,IRAQ,41.8182,all_flights
IBB,2022-03,3561,58,-6.25,42.3667,BINTER CANARIAS,SPAIN,1.6288,all_flights
IBB,2022-06,3646,61,-5.7333,42.5167,BINTER CANARIAS,SPAIN,1.6731,all_flights
IBB,2022-09,4136,130,-5.4417,44.9167,BINTER CANARIAS,SPAIN,3.1431,all_flights
IBB,2022-12,4034,230,-4.4833,43.7167,BINTER CANARIAS,SPAIN,5.7015,all_flights
IBE,2022-03,6812,538,1.0667,119.2583,"IBERIA - LINEAS AEREAS DE ESPANA, SOCIEDAD ANONIMA OPERADORA",SPAIN,7.8978,all_flights
IBE,2022-06,7198,1239,4.4,130.4167,"IBERIA - LINEAS AEREAS DE ESPANA, SOCIEDAD ANONIMA OPERADORA",SPAIN,17.2131,all_flights
IBE,2022-09,7448,1265,4.1,129.8917,"IBERIA - LINEAS AEREAS DE ESPANA, SOCIEDAD ANONIMA OPERADORA",SPAIN,16.9844,all_flights
IBE,2022-12,7778,1298,3.6417,125.925,"IBERIA - LINEAS AEREAS DE ESPANA, SOCIEDAD ANONIMA OPERADORA",SPAIN,16.6881,all_flights
ICE,2022-03,840,199,7.55,180.1333,ICELANDAIR,ICELAND,23.6905,all_flights
ICE,2022-06,1701,680,11.5167,180.9167,ICELANDAIR,ICELAND,39.9765,all_flights
ICE,2022-09,1559,476,8.85,180.6167,ICELANDAIR,ICELAND,30.5324,all_flights
ICE,2022-12,1054,424,11.8583,182.8583,ICELANDAIR,ICELAND,40.2277,all_flights
IRA,2022-03,253,80,7.9167,187.0667,IRAN NATIONAL AIRLINES CORP. (IRAN AIR),IRAN (ISLAMIC REPUBLIC OF),31.6206,all_flights
IRA,2022-06,172,68,11.2667,266.3917,IRAN NATIONAL AIRLINES CORP. (IRAN AIR),IRAN (ISLAMIC REPUBLIC OF),39.5349,all_flights
IRA,2022-09,320,102,7.75,187.8167,IRAN NATIONAL AIRLINES CORP. (IRAN AIR),IRAN (ISLAMIC REPUBLIC OF),31.875,all_flights
IRA,2022-12,164,69,11.8833,285.275,IRAN NATIONAL AIRLINES CORP. (IRAN AIR),IRAN (ISLAMIC REPUBLIC OF),42.0732,all_flights
IRB,2022-03,278,90,7.8,181.65,IRAN AIR TOURS CO.,IRAN (ISLAMIC REPUBLIC OF),32.3741,all_flights
IRB,2022-06,193,62,9.1,181.1,IRAN AIR TOURS CO.,IRAN (ISLAMIC REPUBLIC OF),32.1244,all_flights
IRB,2022-09,201,48,5.7333,180.7667,IRAN AIR TOURS CO.,IRAN (ISLAMIC REPUBLIC OF),23.8806,all_flights
IRB,2022-12,145,43,8.1833,180.2833,IRAN AIR TOURS CO.,IRAN (ISLAMIC REPUBLIC OF),29.6552,all_flights
IRM,2022-03,230,23,-6.8,188.125,MAHAN AIR,IRAN (ISLAMIC REPUBLIC OF),10.0,all_flights
IRM,2022-06,270,29,-5.25,194.5583,MAHAN AIR,IRAN (ISLAMIC REPUBLIC OF),10.7407,all_flights
IRM,2022-09,320,55,-2.1917,192.3083,MAHAN AIR,IRAN (ISLAMIC REPUBLIC OF),17.1875,all_flights
IRM,2022-12,306,38,-8.675,193.9083,MAHAN AIR,IRAN (ISLAMIC REPUBLIC OF),12.4183,all_flights
ISR,2022-03,535,77,0.6,63.7833,ISRAIR LTD,ISRAEL,14.3925,all_flights
ISR,2022-06,485,81,1.0167,66.4333,ISRAIR LTD,ISRAEL,16.701,all_flights
ISR,2022-09,527,90,1.2,67.9333,ISRAIR LTD,ISRAEL,17.0778,all_flights
ISR,2022-12,471,65,2.0167,66.55,ISRAIR LTD,ISRAEL,13.8004,all_flights
JAL,2022-03,125,19,4.7,887.5833,"JAPAN AIRLINES CO., LTD",JAPAN,15.2,all_flights
JAL,2022-06,180,62,7.6583,839.5333,"JAPAN AIRLINES CO., LTD",JAPAN,34.4444,all_flights
JAL,2022-09,246,51,0.4667,824.925,"JAPAN AIRLINES CO., LTD",JAPAN,20.7317,all_flights
JAL,2022-12,268,61,4.45,821.0583,"JAPAN AIRLINES CO., LTD",JAPAN,22.7612,all_flights
JBU,2022-03,125,21,-3.0167,433.5667,"JETBLUE AIRWAYS CORPORATION (NEW YORK, NY)",UNITED STATES,16.8,all_flights
JBU,2022-06,120,39,7.2333,434.1917,"JETBLUE AIRWAYS CORPORATION (NEW YORK, NY)",UNITED STATES,32.5,all_flights
JBU,2022-09,193,43,3.0,427.85,"JETBLUE AIRWAYS CORPORATION (NEW YORK, NY)",UNITED STATES,22.2798,all_flights
JBU,2022-12,305,34,-0.8,437.0667,"JETBLUE AIRWAYS CORPORATION (NEW YORK, NY)",UNITED STATES,11.1475,all_flights
JON,2022-03,268,1,-13.925,53.1333,JOON,FRANCE,0.3731,all_flights
JON,2022-06,249,1,-13.6167,52.55,JOON,FRANCE,0.4016,all_flights
JON,2022-09,306,2,-12.1333,51.025,JOON,FRANCE,0.6536,all_flights
JON,2022-12,238,2,-10.0333,55.6,JOON,FRANCE,0.8403,all_flights
JZR,2022-03,160,61,10.1,195.925,JAZEERA AIRWAYS,KUWAIT,38.125,all_flights
JZR,2022-06,374,123,9.7083,186.5917,JAZEERA AIRWAYS,KUWAIT,32.8877,all_flights
JZR,2022-09,410,143,8.6833,187.8,JAZEERA AIRWAYS,KUWAIT,34.878,all_flights
JZR,2022-12,188,59,7.675,195.9083,JAZEERA AIRWAYS,KUWAIT,31.383,all_flights
KAC,2022-03,417,88,3.0833,213.8667,KUWAIT AIRWAYS CORPORATION,KUWAIT,21.1031,all_flights
KAC,2022-06,762,260,8.7917,284.1917,KUWAIT AIRWAYS CORPORATION,KUWAIT,34.1207,all_flights
KAC,2022-09,768,211,6.2083,300.2083,KUWAIT AIRWAYS CORPORATION,KUWAIT,27.474,all_flights
KAC,2022-12,700,225,7.9,329.825,KUWAIT AIRWAYS CORPORATION,KUWAIT,32.1429,all_flights
KAL,2022-03,359,88,4.1667,664.35,"KOREAN AIR LINES CO., LTD.",REPUBLIC OF KOREA,24.5125,all_flights
KAL,2022-06,353,164,13.5,700.6833,"KOREAN AIR LINES CO., LTD.",REPUBLIC OF KOREA,46.4589,all_flights
KAL,2022-09,549,226,11.35,694.6,"KOREAN AIR LINES CO., LTD.",REPUBLIC OF KOREA,41.1658,all_flights
KAL,2022-12,582,239,11.8417,712.8417,"KOREAN AIR LINES CO., LTD.",REPUBLIC OF KOREA,41.0653,all_flights
KLM,2022-03,15619,1888,4.0833,87.7667,KLM ROYAL DUTCH AIRLINES,NETHERLANDS,12.0878,all_flights
KLM,2022-06,17954,5502,9.1,89.4417,KLM ROYAL DUTCH AIRLINES,NETHERLANDS,30.645,all_flights
KLM,2022-09,17867,4477,7.6333,89.0333,KLM ROYAL DUTCH AIRLINES,NETHERLANDS,25.0574,all_flights
KLM,2022-12,15214,3238,6.3667,86.7,KLM ROYAL DUTCH AIRLINES,NETHERLANDS,21.283,all_flights
KNE,2022-03,84,25,1.3333,221.8167,FLYNAS COMPANY CLOSED JOINT STOCK COMPANY,SAUDI ARABIA,29.7619,all_flights
KNE,2022-06,537,138,1.9833,217.6,FLYNAS COMPANY CLOSED JOINT STOCK COMPANY,SAUDI ARABIA,25.6983,all_flights
KNE,2022-09,781,211,1.8,204.3833,FLYNAS COMPANY CLOSED JOINT STOCK COMPANY,SAUDI ARABIA,27.0166,all_flights
KNE,2022-12,412,146,8.5333,230.1083,FLYNAS COMPANY CLOSED JOINT STOCK COMPANY,SAUDI ARABIA,35.4369,all_flights
KQA,2022-03,170,67,11.925,500.1667,KENYA AIRWAYS LTD.,KENYA,39.4118,all_flights
KQA,2022-06,200,118,17.9083,499.0667,KENYA AIRWAYS LTD.,KENYA,59.0,all_flights
KQA,2022-09,188,102,16.9083,489.65,KENYA AIRWAYS LTD.,KENYA,54.2553,all_flights
KQA,2022-12,246,164,23.7167,511.1,KENYA AIRWAYS LTD.,KENYA,66.6667,all_flights
KTB,2022-03,166,5,-7.275,31.55,TRANSAVIABALTIKA,LITHUANIA,3.012,all_flights
KTB,2022-06,121,0,-6.8833,31.15,TRANSAVIABALTIKA,LITHUANIA,0.0,all_flights
KTB,2022-09,198,1,-4.8917,31.55,TRANSAVIABALTIKA,LITHUANIA,0.5051,all_flights
KTB,2022-12,128,14,0.7583,31.85,TRANSAVIABALTIKA,LITHUANIA,10.9375,all_flights
KZR,2022-03,395,136,9.1333,305.0833,AIR ASTANA,KAZAKHSTAN,34.4304,all_flights
KZR,2022-06,944,230,6.05,302.3417,AIR ASTANA,KAZAKHSTAN,24.3644,all_flights
KZR,2022-09,819,140,2.9333,299.05,AIR ASTANA,KAZAKHSTAN,17.094,all_flights
KZR,2022-12,530,155,6.3667,311.6583,AIR ASTANA,KAZAKHSTAN,29.2453,all_flights
LBT,2022-03,371,62,5.75,141.5167,NOUVEL AIR TUNISIE,TUNISIA,16.7116,all_flights
LBT,2022-06,768,201,7.675,144.9083,NOUVEL AIR TUNISIE,TUNISIA,26.1719,all_flights
LBT,2022-09,772,234,8.5833,146.5083,NOUVEL AIR TUNISIE,TUNISIA,30.3109,all_flights
LBT,2022-12,586,129,6.2,145.8,NOUVEL AIR TUNISIE,TUNISIA,22.0137,all_flights
LGL,2022-03,1810,40,-7.7,98.8333,LUXAIR - SOCIETE LUXEMBOURGEOISE DE NAVIGATION AERIENNE S.A.,LUXEMBOURG,2.2099,all_flights
LGL,2022-06,2782,379,-0.95,107.95,LUXAIR - SOCIETE LUXEMBOURGEOISE DE NAVIGATION AERIENNE S.A.,LUXEMBOURG,13.6233,all_flights
LGL,2022-09,2914,355,-0.9667,110.3333,LUXAIR - SOCIETE LUXEMBOURGEOISE DE NAVIGATION AERIENNE S.A.,LUXEMBOURG,12.1826,all_flights
LGL,2022-12,2182,196,-2.4833,102.55,LUXAIR - SOCIETE LUXEMBOURGEOISE DE NAVIGATION AERIENNE S.A.,LUXEMBOURG,8.9826,all_flights
LOG,2022-03,4653,236,-4.2667,57.2333,LOGAN AIR LIMITED,UNITED KINGDOM,5.072,all_flights
LOG,2022-06,5131,505,-0.5,62.5333,LOGAN AIR LIMITED,UNITED KINGDOM,9.8421,all_flights
LOG,2022-09,5185,516,-0.2333,62.9,LOGAN AIR LIMITED,UNITED KINGDOM,9.9518,all_flights
LOG,2022-12,4113,542,0.0,60.3833,LOGAN AIR LIMITED,UNITED KINGDOM,13.1777,all_flights
LOT,2022-03,5294,314,-5.8167,98.9833,LOT - POLSKIE LINIE LOTNICZE,POLAND,5.9312,all_flights
LOT,2022-06,8345,1504,0.05,100.8667,LOT - POLSKIE LINIE LOTNICZE,POLAND,18.0228,all_flights
LOT,2022-09,8282,913,0.7,93.3167,LOT - POLSKIE LINIE LOTNICZE,POLAND,11.0239,all_flights
LOT,2022-12,7280,649,-1.1833,91.1917,LOT - POLSKIE LINIE LOTNICZE,POLAND,8.9148,all_flights
LWA,2022-03,128,54,9.9167,195.2667,LIBYAN WINGS,LIBYA,42.1875,all_flights
LWA,2022-06,124,22,4.5083,189.0333,LIBYAN WINGS,LIBYA,17.7419,all_flights
LWA,2022-09,145,40,6.1167,187.7167,LIBYAN WINGS,LIBYA,27.5862,all_flights
LWA,2022-12,133,42,8.6833,194.1,LIBYAN WINGS,LIBYA,31.5789,all_flights
LZB,2022-03,399,32,-0.3667,120.8833,BULGARIA AIR,BULGARIA,8.0201,all_flights
LZB,2022-06,539,97,4.7,112.3,BULGARIA AIR,BULGARIA,17.9963,all_flights
LZB,2022-09,630,84,2.875,121.2083,BULGARIA AIR,BULGARIA,13.3333,all_flights
LZB,2022-12,520,73,2.675,119.9833,BULGARIA AIR,BULGARIA,14.0385,all_flights
MEA,2022-03,599,84,1.9167,125.55,MIDDLE EAST AIRLINES - AIRLIBAN,LEBANON,14.0234,all_flights
MEA,2022-06,934,208,3.8583,225.9583,MIDDLE EAST AIRLINES - AIRLIBAN,LEBANON,22.2698,all_flights
MEA,2022-09,1006,228,4.5333,213.0833,MIDDLE EAST AIRLINES - AIRLIBAN,LEBANON,22.664,all_flights
MEA,2022-12,973,165,1.3667,220.8833,MIDDLE EAST AIRLINES - AIRLIBAN,LEBANON,16.9579,all_flights
MLD,2022-03,36,5,-3.25,165.4417,AIR MOLDOVA,REPUBLIC OF MOLDOVA,13.8889,all_flights
MLD,2022-06,429,48,-2.6333,129.5167,AIR MOLDOVA,REPUBLIC OF MOLDOVA,11.1888,all_flights
MLD,2022-09,517,55,-3.7667,132.75,AIR MOLDOVA,REPUBLIC OF MOLDOVA,10.6383,all_flights
MLD,2022-12,492,24,-5.0167,149.975,AIR MOLDOVA,REPUBLIC OF MOLDOVA,4.878,all_flights
MMD,2022-03,242,4,-7.1,48.8583,AIR ALSIE A/S,DENMARK,1.6529,all_flights
MMD,2022-06,482,45,-4.0167,83.9583,AIR ALSIE A/S,DENMARK,9.3361,all_flights
MMD,2022-09,483,40,-2.1,63.4333,AIR ALSIE A/S,DENMARK,8.2816,all_flights
MMD,2022-12,260,10,-2.325,48.5667,AIR ALSIE A/S,DENMARK,3.8462,all_flights
MNB,2022-03,284,26,-4.35,168.6917,MNG HAVAYOLLARI VE TASIMACILIK A.S.,TURKEY,9.1549,all_flights
MNB,2022-06,301,78,2.8833,162.1,MNG HAVAYOLLARI VE TASIMACILIK A.S.,TURKEY,25.9136,all_flights
MNB,2022-09,290,58,-0.725,161.7333,MNG HAVAYOLLARI VE TASIMACILIK A.S.,TURKEY,20.0,all_flights
MNB,2022-12,289,39,-1.4833,167.1667,MNG HAVAYOLLARI VE TASIMACILIK A.S.,TURKEY,13.4948,all_flights
MNE,2022-03,207,1,-11.9167,49.3,TOMONTENEGRO,MONTENEGRO,0.4831,all_flights
MNE,2022-06,431,38,-5.95,50.8833,TOMONTENEGRO,MONTENEGRO,8.8167,all_flights
MNE,2022-09,434,40,-3.325,59.1417,TOMONTENEGRO,MONTENEGRO,9.2166,all_flights
MNE,2022-12,264,0,-10.15,48.6667,TOMONTENEGRO,MONTENEGRO,0.0,all_flights
MSA,2022-03,450,13,-5.8333,77.0083,POSTE AIR CARGO S.R.L.,ITALY,2.8889,all_flights
MSA,2022-06,365,8,-4.9,71.0167,POSTE AIR CARGO S.R.L.,ITALY,2.1918,all_flights
MSA,2022-09,409,12,-7.35,74.9833,POSTE AIR CARGO S.R.L.,ITALY,2.934,all_flights
MSA,2022-12,406,12,-2.625,77.65,POSTE AIR CARGO S.R.L.,ITALY,2.9557,all_flights
MSC,2022-03,230,25,-2.6833,247.2083,AIR CAIRO,EGYPT,10.8696,all_flights
MSC,2022-06,657,151,1.5667,243.6667,AIR CAIRO,EGYPT,22.9833,all_flights
MSC,2022-09,750,165,5.55,245.2667,AIR CAIRO,EGYPT,22.0,all_flights
MSC,2022-12,481,105,5.25,257.1167,AIR CAIRO,EGYPT,21.8295,all_flights
MSR,2022-03,1676,612,9.525,241.5917,EGYPT AIR,EGYPT,36.5155,all_flights
MSR,2022-06,1974,752,9.7833,234.4833,EGYPT AIR,EGYPT,38.0952,all_flights
MSR,2022-09,2183,843,10.2667,237.7333,EGYPT AIR,EGYPT,38.6166,all_flights
MSR,2022-12,2352,921,10.475,243.65,EGYPT AIR,EGYPT,39.1582,all_flights
NDA,2022-03,39,2,-1.15,33.3833,NORDICA,ESTONIA,5.1282,all_flights
NDA,2022-06,172,2,-6.2583,47.15,NORDICA,ESTONIA,1.1628,all_flights
NDA,2022-09,192,1,-11.1083,43.9083,NORDICA,ESTONIA,0.5208,all_flights
NDA,2022-12,184,17,1.9083,62.8667,NORDICA,ESTONIA,9.2391,all_flights
NOS,2022-03,494,64,-0.7083,280.7167,NEOS S.P.A.,ITALY,12.9555,all_flights
NOS,2022-06,1109,181,0.8667,174.6333,NEOS S.P.A.,ITALY,16.321,all_flights
NOS,2022-09,1360,189,0.4167,165.625,NEOS S.P.A.,ITALY,13.8971,all_flights
NOS,2022-12,827,116,0.4333,265.75,NEOS S.P.A.,ITALY,14.0266,all_flights
OAL,2022-03,1107,26,-8.4167,56.45,OLYMPIC AIR,GREECE,2.3487,all_flights
OAL,2022-06,2604,195,-4.125,55.0,OLYMPIC AIR,GREECE,7.4885,all_flights
OAL,2022-09,2452,84,-8.275,57.6667,OLYMPIC AIR,GREECE,3.4258,all_flights
OAL,2022-12,1349,11,-14.3333,65.4167,OLYMPIC AIR,GREECE,0.8154,all_flights
OCN,2022-03,508,94,3.875,522.7417,EW DISCOVER GMBH,GERMANY,18.5039,all_flights
OCN,2022-06,1242,360,7.425,260.175,EW DISCOVER GMBH,GERMANY,28.9855,all_flights
OCN,2022-09,1389,337,5.7,226.7,EW DISCOVER GMBH,GERMANY,24.2621,all_flights
OCN,2022-12,863,376,11.1667,503.9333,EW DISCOVER GMBH,GERMANY,43.5689,all_flights
OMA,2022-03,166,41,7.2333,400.4833,OMAN AIR,OMAN,24.6988,all_flights
OMA,2022-06,257,82,10.1,391.6667,OMAN AIR,OMAN,31.9066,all_flights
OMA,2022-09,332,93,7.4417,382.2917,OMAN AIR,OMAN,28.012,all_flights
OMA,2022-12,372,97,6.8917,396.0333,OMAN AIR,OMAN,26.0753,all_flights
PGT,2022-03,9311,1886,2.7667,103.85,PEGASUS HAVA TASIMACILIGI A.S. (PEGASUS),TURKEY,20.2556,all_flights
PGT,2022-06,13754,3258,4.95,104.3,PEGASUS HAVA TASIMACILIGI A.S. (PEGASUS),TURKEY,23.6877,all_flights
PGT,2022-09,13791,2999,4.5333,121.4833,PEGASUS HAVA TASIMACILIGI A.S. (PEGASUS),TURKEY,21.7461,all_flights
PGT,2022-12,12089,2835,4.65,109.3667,PEGASUS HAVA TASIMACILIGI A.S. (PEGASUS),TURKEY,23.4511,all_flights
QFA,2022-03,118,40,8.675,1028.725,QANTAS AIRWAYS LIMITED,AUSTRALIA,33.8983,all_flights
QFA,2022-06,127,85,22.75,998.45,QANTAS AIRWAYS LIMITED,AUSTRALIA,66.9291,all_flights
QFA,2022-09,144,79,17.0917,941.4833,QANTAS AIRWAYS LIMITED,AUSTRALIA,54.8611,all_flights
QFA,2022-12,125,77,20.5833,940.7833,QANTAS AIRWAYS LIMITED,AUSTRALIA,61.6,all_flights
QTR,2022-03,5759,2631,12.95,368.0333,QATAR AIRWAYS GROUP Q.C.S.C.,QATAR,45.685,all_flights
QTR,2022-06,6007,3150,16.2167,363.0667,QATAR AIRWAYS GROUP Q.C.S.C.,QATAR,52.4388,all_flights
QTR,2022-09,5670,2589,13.2833,367.4917,QATAR AIRWAYS GROUP Q.C.S.C.,QATAR,45.6614,all_flights
QTR,2022-12,5773,2214,10.9167,376.8667,QATAR AIRWAYS GROUP Q.C.S.C.,QATAR,38.3509,all_flights
RAM,2022-03,4379,707,2.95,153.9,ROYAL AIR MAROC - COMPAGNIE NATIONALE DE TRANSPORTS AERIENS,MOROCCO,16.1452,all_flights
RAM,2022-06,4756,1244,6.45,157.95,ROYAL AIR MAROC - COMPAGNIE NATIONALE DE TRANSPORTS AERIENS,MOROCCO,26.1564,all_flights
RAM,2022-09,4833,1239,6.4167,159.6667,ROYAL AIR MAROC - COMPAGNIE NATIONALE DE TRANSPORTS AERIENS,MOROCCO,25.6363,all_flights
RAM,2022-12,5266,1750,9.0333,165.6167,ROYAL AIR MAROC - COMPAGNIE NATIONALE DE TRANSPORTS AERIENS,MOROCCO,33.2321,all_flights
RJA,2022-03,589,172,7.3833,250.5667,ROYAL JORDANIAN,JORDAN,29.202,all_flights
RJA,2022-06,964,295,7.075,248.8833,ROYAL JORDANIAN,JORDAN,30.6017,all_flights
RJA,2022-09,863,218,5.25,236.9667,ROYAL JORDANIAN,JORDAN,25.2607,all_flights
RJA,2022-12,854,258,6.5833,233.4167,ROYAL JORDANIAN,JORDAN,30.2108,all_flights
ROT,2022-03,1834,65,-4.9167,84.3083,COMPANIA NATIONALA DE TRANSPORTURI AERIENE ROMANE TAROM S.A.,ROMANIA,3.5442,all_flights
ROT,2022-06,2044,244,-1.8167,81.2083,COMPANIA NATIONALA DE TRANSPORTURI AERIENE ROMANE TAROM S.A.,ROMANIA,11.9374,all_flights
ROT,2022-09,2146,219,-2.0,80.3667,COMPANIA NATIONALA DE TRANSPORTURI AERIENE ROMANE TAROM S.A.,ROMANIA,10.205,all_flights
