operator_code,period,flight_count,delayed_over_15_count,median_arrival_delay_min,median_scheduled_duration_min,operator_name,operator_country,delay_over_15_pct,scope_id
LGL,2022-03,181,10,-1.7,261.9667,LUXAIR - SOCIETE LUXEMBOURGEOISE DE NAVIGATION AERIENNE S.A.,LUXEMBOURG,5.5249,scheduled_duration_3h_or_more
LGL,2022-06,227,53,2.8833,219.25,LUXAIR - SOCIETE LUXEMBOURGEOISE DE NAVIGATION AERIENNE S.A.,LUXEMBOURG,23.348,scheduled_duration_3h_or_more
LGL,2022-09,279,61,3.2667,227.4833,LUXAIR - SOCIETE LUXEMBOURGEOISE DE NAVIGATION AERIENNE S.A.,LUXEMBOURG,21.8638,scheduled_duration_3h_or_more
LGL,2022-12,256,49,2.7333,269.3917,LUXAIR - SOCIETE LUXEMBOURGEOISE DE NAVIGATION AERIENNE S.A.,LUXEMBOURG,19.1406,scheduled_duration_3h_or_more
LOT,2022-03,634,174,5.1333,452.4417,LOT - POLSKIE LINIE LOTNICZE,POLAND,27.4448,scheduled_duration_3h_or_more
LOT,2022-06,1135,486,11.5833,466.1333,LOT - POLSKIE LINIE LOTNICZE,POLAND,42.8194,scheduled_duration_3h_or_more
LOT,2022-09,1090,258,5.3333,472.4333,LOT - POLSKIE LINIE LOTNICZE,POLAND,23.6697,scheduled_duration_3h_or_more
LOT,2022-12,869,170,2.6167,384.7167,LOT - POLSKIE LINIE LOTNICZE,POLAND,19.5627,scheduled_duration_3h_or_more
MEA,2022-03,285,39,3.3167,257.3333,MIDDLE EAST AIRLINES - AIRLIBAN,LEBANON,13.6842,scheduled_duration_3h_or_more
MEA,2022-06,522,162,6.1083,261.0667,MIDDLE EAST AIRLINES - AIRLIBAN,LEBANON,31.0345,scheduled_duration_3h_or_more
MEA,2022-09,536,172,8.0083,255.7167,MIDDLE EAST AIRLINES - AIRLIBAN,LEBANON,32.0896,scheduled_duration_3h_or_more
MEA,2022-12,528,115,3.8,267.9167,MIDDLE EAST AIRLINES - AIRLIBAN,LEBANON,21.7803,scheduled_duration_3h_or_more
MSC,2022-03,212,24,-2.7917,252.3083,AIR CAIRO,EGYPT,11.3208,scheduled_duration_3h_or_more
MSC,2022-06,578,137,1.7667,249.7083,AIR CAIRO,EGYPT,23.7024,scheduled_duration_3h_or_more
MSC,2022-09,653,147,6.1333,254.05,AIR CAIRO,EGYPT,22.5115,scheduled_duration_3h_or_more
MSC,2022-12,437,99,5.6667,262.2667,AIR CAIRO,EGYPT,22.6545,scheduled_duration_3h_or_more
MSR,2022-03,1150,480,11.675,264.2833,EGYPT AIR,EGYPT,41.7391,scheduled_duration_3h_or_more
MSR,2022-06,1343,603,12.65,263.4167,EGYPT AIR,EGYPT,44.8995,scheduled_duration_3h_or_more
MSR,2022-09,1473,674,12.9333,264.6167,EGYPT AIR,EGYPT,45.757,scheduled_duration_3h_or_more
MSR,2022-12,1685,748,12.8833,267.5333,EGYPT AIR,EGYPT,44.3917,scheduled_duration_3h_or_more
NOS,2022-03,405,60,0.8667,302.4,NEOS S.P.A.,ITALY,14.8148,scheduled_duration_3h_or_more
NOS,2022-06,542,106,2.3583,261.1833,NEOS S.P.A.,ITALY,19.5572,scheduled_duration_3h_or_more
NOS,2022-09,630,119,3.225,257.6,NEOS S.P.A.,ITALY,18.8889,scheduled_duration_3h_or_more
NOS,2022-12,677,107,0.2833,311.8167,NEOS S.P.A.,ITALY,15.805,scheduled_duration_3h_or_more
OCN,2022-03,443,84,4.2667,542.1167,EW DISCOVER GMBH,GERMANY,18.9616,scheduled_duration_3h_or_more
OCN,2022-06,848,315,9.625,492.2083,EW DISCOVER GMBH,GERMANY,37.1462,scheduled_duration_3h_or_more
OCN,2022-09,860,257,6.1583,508.9,EW DISCOVER GMBH,GERMANY,29.8837,scheduled_duration_3h_or_more
OCN,2022-12,861,375,11.1667,503.9833,EW DISCOVER GMBH,GERMANY,43.554,scheduled_duration_3h_or_more
OMA,2022-03,166,41,7.2333,400.4833,OMAN AIR,OMAN,24.6988,scheduled_duration_3h_or_more
OMA,2022-06,256,81,9.9833,391.7167,OMAN AIR,OMAN,31.6406,scheduled_duration_3h_or_more
OMA,2022-09,332,93,7.4417,382.2917,OMAN AIR,OMAN,28.012,scheduled_duration_3h_or_more
OMA,2022-12,372,97,6.8917,396.0333,OMAN AIR,OMAN,26.0753,scheduled_duration_3h_or_more
PGT,2022-03,2427,608,5.8167,210.1,PEGASUS HAVA TASIMACILIGI A.S. (PEGASUS),TURKEY,25.0515,scheduled_duration_3h_or_more
PGT,2022-06,4057,1393,9.25,211.9333,PEGASUS HAVA TASIMACILIGI A.S. (PEGASUS),TURKEY,34.3357,scheduled_duration_3h_or_more
PGT,2022-09,4583,1420,8.5167,214.5667,PEGASUS HAVA TASIMACILIGI A.S. (PEGASUS),TURKEY,30.9841,scheduled_duration_3h_or_more
PGT,2022-12,3543,1150,8.5667,216.1833,PEGASUS HAVA TASIMACILIGI A.S. (PEGASUS),TURKEY,32.4584,scheduled_duration_3h_or_more
QFA,2022-03,118,40,8.675,1028.725,QANTAS AIRWAYS LIMITED,AUSTRALIA,33.8983,scheduled_duration_3h_or_more
QFA,2022-06,127,85,22.75,998.45,QANTAS AIRWAYS LIMITED,AUSTRALIA,66.9291,scheduled_duration_3h_or_more
QFA,2022-09,144,79,17.0917,941.4833,QANTAS AIRWAYS LIMITED,AUSTRALIA,54.8611,scheduled_duration_3h_or_more
QFA,2022-12,125,77,20.5833,940.7833,QANTAS AIRWAYS LIMITED,AUSTRALIA,61.6,scheduled_duration_3h_or_more
QTR,2022-03,5475,2583,13.5333,371.5833,QATAR AIRWAYS GROUP Q.C.S.C.,QATAR,47.1781,scheduled_duration_3h_or_more
QTR,2022-06,5635,3059,17.0333,367.7667,QATAR AIRWAYS GROUP Q.C.S.C.,QATAR,54.2857,scheduled_duration_3h_or_more
QTR,2022-09,5360,2530,13.8833,372.0583,QATAR AIRWAYS GROUP Q.C.S.C.,QATAR,47.2015,scheduled_duration_3h_or_more
QTR,2022-12,5482,2161,11.3667,380.75,QATAR AIRWAYS GROUP Q.C.S.C.,QATAR,39.4199,scheduled_duration_3h_or_more
RAM,2022-03,1183,211,3.3167,218.2667,ROYAL AIR MAROC - COMPAGNIE NATIONALE DE TRANSPORTS AERIENS,MOROCCO,17.836,scheduled_duration_3h_or_more
RAM,2022-06,1613,508,8.0,222.0667,ROYAL AIR MAROC - COMPAGNIE NATIONALE DE TRANSPORTS AERIENS,MOROCCO,31.4941,scheduled_duration_3h_or_more
RAM,2022-09,1603,497,7.65,232.75,ROYAL AIR MAROC - COMPAGNIE NATIONALE DE TRANSPORTS AERIENS,MOROCCO,31.0044,scheduled_duration_3h_or_more
RAM,2022-12,2051,816,11.0167,229.2833,ROYAL AIR MAROC - COMPAGNIE NATIONALE DE TRANSPORTS AERIENS,MOROCCO,39.7855,scheduled_duration_3h_or_more
RJA,2022-03,397,150,11.0,278.6667,ROYAL JORDANIAN,JORDAN,37.7834,scheduled_duration_3h_or_more
RJA,2022-06,610,221,9.9167,288.0,ROYAL JORDANIAN,JORDAN,36.2295,scheduled_duration_3h_or_more
RJA,2022-09,528,179,8.6,280.7083,ROYAL JORDANIAN,JORDAN,33.9015,scheduled_duration_3h_or_more
RJA,2022-12,522,202,9.8417,277.1417,ROYAL JORDANIAN,JORDAN,38.6973,scheduled_duration_3h_or_more
ROT,2022-03,130,4,-2.4583,204.5167,COMPANIA NATIONALA DE TRANSPORTURI AERIENE ROMANE TAROM S.A.,ROMANIA,3.0769,scheduled_duration_3h_or_more
ROT,2022-06,161,48,6.6,199.3,COMPANIA NATIONALA DE TRANSPORTURI AERIENE ROMANE TAROM S.A.,ROMANIA,29.8137,scheduled_duration_3h_or_more
ROT,2022-09,162,41,6.2333,194.8167,COMPANIA NATIONALA DE TRANSPORTURI AERIENE ROMANE TAROM S.A.,ROMANIA,25.3086,scheduled_duration_3h_or_more
ROT,2022-12,141,29,4.5667,198.5333,COMPANIA NATIONALA DE TRANSPORTURI AERIENE ROMANE TAROM S.A.,ROMANIA,20.5674,scheduled_duration_3h_or_more
RYR,2022-03,7727,620,-0.9167,217.1,RYANAIR,IRELAND,8.0238,scheduled_duration_3h_or_more
RYR,2022-06,9360,2835,7.1333,210.2167,RYANAIR,IRELAND,30.2885,scheduled_duration_3h_or_more
RYR,2022-09,9352,2371,5.7833,210.3917,RYANAIR,IRELAND,25.3529,scheduled_duration_3h_or_more
RYR,2022-12,9751,1465,1.3833,219.1167,RYANAIR,IRELAND,15.0241,scheduled_duration_3h_or_more
RZO,2022-03,102,34,7.3333,303.6583,SATA INTERNACIONAL - AZORES AIRLINES S.A,PORTUGAL,33.3333,scheduled_duration_3h_or_more
RZO,2022-06,235,105,12.7333,298.85,SATA INTERNACIONAL - AZORES AIRLINES S.A,PORTUGAL,44.6809,scheduled_duration_3h_or_more
RZO,2022-09,255,105,11.1333,301.2,SATA INTERNACIONAL - AZORES AIRLINES S.A,PORTUGAL,41.1765,scheduled_duration_3h_or_more
RZO,2022-12,182,87,14.3,303.2083,SATA INTERNACIONAL - AZORES AIRLINES S.A,PORTUGAL,47.8022,scheduled_duration_3h_or_more
SAS,2022-03,1339,133,1.2,295.4333,SCANDINAVIAN AIRLINES SYSTEM,SWEDEN,9.9328,scheduled_duration_3h_or_more
SAS,2022-06,2520,568,5.0,229.3333,SCANDINAVIAN AIRLINES SYSTEM,SWEDEN,22.5397,scheduled_duration_3h_or_more
SAS,2022-09,2283,350,1.0667,234.25,SCANDINAVIAN AIRLINES SYSTEM,SWEDEN,15.3307,scheduled_duration_3h_or_more
SAS,2022-12,1286,213,0.3583,348.7333,SCANDINAVIAN AIRLINES SYSTEM,SWEDEN,16.563,scheduled_duration_3h_or_more
SDM,2022-03,59,22,10.25,369.4833,"ROSSIYA AIRLINES, JOINT STOCK COMPANY",RUSSIAN FEDERATION,37.2881,scheduled_duration_3h_or_more
SDM,2022-06,382,93,4.5583,199.35,"ROSSIYA AIRLINES, JOINT STOCK COMPANY",RUSSIAN FEDERATION,24.3455,scheduled_duration_3h_or_more
SDM,2022-09,136,29,6.8083,207.5,"ROSSIYA AIRLINES, JOINT STOCK COMPANY",RUSSIAN FEDERATION,21.3235,scheduled_duration_3h_or_more
SDM,2022-12,450,154,8.3917,230.8833,"ROSSIYA AIRLINES, JOINT STOCK COMPANY",RUSSIAN FEDERATION,34.2222,scheduled_duration_3h_or_more
SDR,2022-03,277,46,2.3167,275.2833,SUNDAIR GMBH,GERMANY,16.6065,scheduled_duration_3h_or_more
SDR,2022-06,429,153,9.3667,208.6,SUNDAIR GMBH,GERMANY,35.6643,scheduled_duration_3h_or_more
SDR,2022-09,406,87,4.4917,207.55,SUNDAIR GMBH,GERMANY,21.4286,scheduled_duration_3h_or_more
SDR,2022-12,260,37,2.575,277.5083,SUNDAIR GMBH,GERMANY,14.2308,scheduled_duration_3h_or_more
SEH,2022-03,126,8,-1.7667,198.1833,SKY EXPRESS S.A.,GREECE,6.3492,scheduled_duration_3h_or_more
SEH,2022-06,244,52,4.275,207.5583,SKY EXPRESS S.A.,GREECE,21.3115,scheduled_duration_3h_or_more
SEH,2022-09,259,42,2.8,207.75,SKY EXPRESS S.A.,GREECE,16.2162,scheduled_duration_3h_or_more
SEH,2022-12,140,11,-2.8833,208.65,SKY EXPRESS S.A.,GREECE,7.8571,scheduled_duration_3h_or_more
SIA,2022-03,936,294,8.1667,777.7917,SINGAPORE AIRLINES LIMITED,SINGAPORE,31.4103,scheduled_duration_3h_or_more
SIA,2022-06,1049,546,16.05,751.8333,SINGAPORE AIRLINES LIMITED,SINGAPORE,52.0496,scheduled_duration_3h_or_more
SIA,2022-09,1068,490,13.6417,753.8417,SINGAPORE AIRLINES LIMITED,SINGAPORE,45.8801,scheduled_duration_3h_or_more
SIA,2022-12,1148,581,15.35,759.9083,SINGAPORE AIRLINES LIMITED,SINGAPORE,50.6098,scheduled_duration_3h_or_more
SVA,2022-03,1022,610,19.1667,338.8583,SAUDI ARABIAN AIRLINES,SAUDI ARABIA,59.6869,scheduled_duration_3h_or_more
SVA,2022-06,1404,917,21.2417,338.825,SAUDI ARABIAN AIRLINES,SAUDI ARABIA,65.3134,scheduled_duration_3h_or_more
SVA,2022-09,1483,979,20.9167,336.2667,SAUDI ARABIAN AIRLINES,SAUDI ARABIA,66.0148,scheduled_duration_3h_or_more
SVA,2022-12,1604,1067,21.3,331.0167,SAUDI ARABIAN AIRLINES,SAUDI ARABIA,66.5212,scheduled_duration_3h_or_more
SWR,2022-03,1027,250,5.1167,517.65,SWISS INTERNATIONAL AIR LINES LTD,SWITZERLAND,24.3427,scheduled_duration_3h_or_more
SWR,2022-06,1213,384,7.85,496.7833,SWISS INTERNATIONAL AIR LINES LTD,SWITZERLAND,31.657,scheduled_duration_3h_or_more
SWR,2022-09,1284,357,6.65,482.1667,SWISS INTERNATIONAL AIR LINES LTD,SWITZERLAND,27.8037,scheduled_duration_3h_or_more
SWR,2022-12,1402,446,7.9833,503.5667,SWISS INTERNATIONAL AIR LINES LTD,SWITZERLAND,31.8117,scheduled_duration_3h_or_more
SXS,2022-03,1171,191,3.7667,206.15,GUNES EKSPRES HAVACILIK A.S. (SUNEXPRESS),TURKEY,16.3108,scheduled_duration_3h_or_more
SXS,2022-06,4211,1799,12.2,208.9333,GUNES EKSPRES HAVACILIK A.S. (SUNEXPRESS),TURKEY,42.7214,scheduled_duration_3h_or_more
SXS,2022-09,4806,1433,8.5167,209.1833,GUNES EKSPRES HAVACILIK A.S. (SUNEXPRESS),TURKEY,29.8169,scheduled_duration_3h_or_more
SXS,2022-12,1711,331,4.2833,212.45,GUNES EKSPRES HAVACILIK A.S. (SUNEXPRESS),TURKEY,19.3454,scheduled_duration_3h_or_more
TAM,2022-03,258,51,6.1917,639.15,TAM - LINHAS AEREAS S.A.,BRAZIL,19.7674,scheduled_duration_3h_or_more
TAM,2022-06,296,62,5.15,647.8083,TAM - LINHAS AEREAS S.A.,BRAZIL,20.9459,scheduled_duration_3h_or_more
TAM,2022-09,334,88,6.225,656.6,TAM - LINHAS AEREAS S.A.,BRAZIL,26.3473,scheduled_duration_3h_or_more
TAM,2022-12,345,120,7.95,658.1,TAM - LINHAS AEREAS S.A.,BRAZIL,34.7826,scheduled_duration_3h_or_more
TAP,2022-03,2064,424,5.6667,272.7917,"TRANSPORTES AEREOS PORTUGUESES, E.P.",PORTUGAL,20.5426,scheduled_duration_3h_or_more
TAP,2022-06,2879,1394,14.5333,268.9,"TRANSPORTES AEREOS PORTUGUESES, E.P.",PORTUGAL,48.4196,scheduled_duration_3h_or_more
TAP,2022-09,2980,1396,14.0667,298.1833,"TRANSPORTES AEREOS PORTUGUESES, E.P.",PORTUGAL,46.8456,scheduled_duration_3h_or_more
TAP,2022-12,2599,1120,12.65,366.55,"TRANSPORTES AEREOS PORTUGUESES, E.P.",PORTUGAL,43.0935,scheduled_duration_3h_or_more
THA,2022-03,373,106,2.3,686.7333,THAI AIRWAYS INTERNATIONAL LTD.,THAILAND,28.4182,scheduled_duration_3h_or_more
THA,2022-06,443,239,16.5667,676.95,THAI AIRWAYS INTERNATIONAL LTD.,THAILAND,53.9503,scheduled_duration_3h_or_more
THA,2022-09,521,227,12.35,671.65,THAI AIRWAYS INTERNATIONAL LTD.,THAILAND,43.5701,scheduled_duration_3h_or_more
THA,2022-12,559,320,21.0833,690.45,THAI AIRWAYS INTERNATIONAL LTD.,THAILAND,57.2451,scheduled_duration_3h_or_more
THY,2022-03,10857,1858,0.4667,249.3333,TURK HAVA YOLLARI (TURKISH AIRLINES CO.),TURKEY,17.1134,scheduled_duration_3h_or_more
THY,2022-06,16445,5146,7.3,247.1167,TURK HAVA YOLLARI (TURKISH AIRLINES CO.),TURKEY,31.2922,scheduled_duration_3h_or_more
THY,2022-09,16661,5220,7.55,242.5667,TURK HAVA YOLLARI (TURKISH AIRLINES CO.),TURKEY,31.3307,scheduled_duration_3h_or_more
THY,2022-12,13128,3442,5.3833,245.3167,TURK HAVA YOLLARI (TURKISH AIRLINES CO.),TURKEY,26.2188,scheduled_duration_3h_or_more
TRA,2022-03,539,83,4.4,249.8,TRANSAVIA HOLLAND B.V.,NETHERLANDS,15.3989,scheduled_duration_3h_or_more
TRA,2022-06,1309,433,8.95,212.8667,TRANSAVIA HOLLAND B.V.,NETHERLANDS,33.0787,scheduled_duration_3h_or_more
TRA,2022-09,1288,380,7.7583,214.2917,TRANSAVIA HOLLAND B.V.,NETHERLANDS,29.5031,scheduled_duration_3h_or_more
TRA,2022-12,947,247,7.2667,243.85,TRANSAVIA HOLLAND B.V.,NETHERLANDS,26.0824,scheduled_duration_3h_or_more
TSC,2022-03,205,72,9.8667,417.5333,AIR TRANSAT A.T. INC.,CANADA,35.122,scheduled_duration_3h_or_more
TSC,2022-06,934,563,21.3667,429.1417,AIR TRANSAT A.T. INC.,CANADA,60.2784,scheduled_duration_3h_or_more
TSC,2022-09,1146,523,13.4,432.0583,AIR TRANSAT A.T. INC.,CANADA,45.637,scheduled_duration_3h_or_more
TSC,2022-12,293,157,17.2,423.7833,AIR TRANSAT A.T. INC.,CANADA,53.5836,scheduled_duration_3h_or_more
TVF,2022-03,579,128,6.05,223.2667,TRANSAVIA FRANCE,FRANCE,22.1071,scheduled_duration_3h_or_more
TVF,2022-06,1357,395,8.0667,204.3667,TRANSAVIA FRANCE,FRANCE,29.1083,scheduled_duration_3h_or_more
TVF,2022-09,1492,379,6.65,206.0417,TRANSAVIA FRANCE,FRANCE,25.4021,scheduled_duration_3h_or_more
TVF,2022-12,1073,295,7.4167,219.5833,TRANSAVIA FRANCE,FRANCE,27.493,scheduled_duration_3h_or_more
UAE,2022-03,4896,2499,15.4,395.1917,EMIRATES,UNITED ARAB EMIRATES,51.0417,scheduled_duration_3h_or_more
UAE,2022-06,4391,2604,17.9167,391.55,EMIRATES,UNITED ARAB EMIRATES,59.3031,scheduled_duration_3h_or_more
UAE,2022-09,4952,2830,17.3583,389.8,EMIRATES,UNITED ARAB EMIRATES,57.1486,scheduled_duration_3h_or_more
UAE,2022-12,5499,3564,20.6167,398.35,EMIRATES,UNITED ARAB EMIRATES,64.8118,scheduled_duration_3h_or_more
UAL,2022-03,2797,825,5.4,490.7167,"UNITED AIRLINES, INC. (CHICAGO, IL)",UNITED STATES,29.4959,scheduled_duration_3h_or_more
UAL,2022-06,5233,2396,12.8667,494.7,"UNITED AIRLINES, INC. (CHICAGO, IL)",UNITED STATES,45.7864,scheduled_duration_3h_or_more
UAL,2022-09,5029,1738,8.05,500.0167,"UNITED AIRLINES, INC. (CHICAGO, IL)",UNITED STATES,34.5596,scheduled_duration_3h_or_more
UAL,2022-12,3936,1755,12.6167,503.65,"UNITED AIRLINES, INC. (CHICAGO, IL)",UNITED STATES,44.5884,scheduled_duration_3h_or_more
UPS,2022-03,639,133,-1.8333,461.5333,"UNITED PARCEL SERVICE COMPANY, (LOUISVILLE, KY)",UNITED STATES,20.8138,scheduled_duration_3h_or_more
UPS,2022-06,652,217,5.925,469.8417,"UNITED PARCEL SERVICE COMPANY, (LOUISVILLE, KY)",UNITED STATES,33.2822,scheduled_duration_3h_or_more
UPS,2022-09,668,172,2.85,473.3917,"UNITED PARCEL SERVICE COMPANY, (LOUISVILLE, KY)",UNITED STATES,25.7485,scheduled_duration_3h_or_more
UPS,2022-12,672,149,1.4583,480.2583,"UNITED PARCEL SERVICE COMPANY, (LOUISVILLE, KY)",UNITED STATES,22.1726,scheduled_duration_3h_or_more
UTA,2022-03,73,33,13.65,217.3667,UTAIR AVIATION,RUSSIAN FEDERATION,45.2055,scheduled_duration_3h_or_more
UTA,2022-06,231,131,17.1667,201.1,UTAIR AVIATION,RUSSIAN FEDERATION,56.71,scheduled_duration_3h_or_more
UTA,2022-09,286,134,13.2167,207.0667,UTAIR AVIATION,RUSSIAN FEDERATION,46.8531,scheduled_duration_3h_or_more
UTA,2022-12,281,155,17.6167,202.0,UTAIR AVIATION,RUSSIAN FEDERATION,55.1601,scheduled_duration_3h_or_more
UZB,2022-03,262,97,10.9,280.4,UZBEKISTAN AIRWAYS JSC,UZBEKISTAN,37.0229,scheduled_duration_3h_or_more
UZB,2022-06,363,149,12.85,272.2333,UZBEKISTAN AIRWAYS JSC,UZBEKISTAN,41.0468,scheduled_duration_3h_or_more
UZB,2022-09,405,158,11.7333,280.5833,UZBEKISTAN AIRWAYS JSC,UZBEKISTAN,39.0123,scheduled_duration_3h_or_more
UZB,2022-12,353,135,11.8333,275.25,UZBEKISTAN AIRWAYS JSC,UZBEKISTAN,38.2436,scheduled_duration_3h_or_more
VIR,2022-03,1592,380,3.7167,500.5083,VIRGIN ATLANTIC,UNITED KINGDOM,23.8693,scheduled_duration_3h_or_more
VIR,2022-06,1848,633,8.0583,507.2917,VIRGIN ATLANTIC,UNITED KINGDOM,34.2532,scheduled_duration_3h_or_more
VIR,2022-09,1741,423,3.9333,509.8667,VIRGIN ATLANTIC,UNITED KINGDOM,24.2964,scheduled_duration_3h_or_more
VIR,2022-12,1863,564,6.15,511.95,VIRGIN ATLANTIC,UNITED KINGDOM,30.2738,scheduled_duration_3h_or_more
VLG,2022-03,686,56,2.625,198.1917,VUELING AIRLINES,SPAIN,8.1633,scheduled_duration_3h_or_more
VLG,2022-06,1084,227,5.3333,195.6333,VUELING AIRLINES,SPAIN,20.941,scheduled_duration_3h_or_more
VLG,2022-09,1121,202,3.5667,199.7167,VUELING AIRLINES,SPAIN,18.0196,scheduled_duration_3h_or_more
VLG,2022-12,1169,216,4.1167,204.0833,VUELING AIRLINES,SPAIN,18.4773,scheduled_duration_3h_or_more
WJA,2022-03,53,29,18.4667,463.55,WESTJET AIRLINES LTD,CANADA,54.717,scheduled_duration_3h_or_more
WJA,2022-06,511,309,23.1,429.2833,WESTJET AIRLINES LTD,CANADA,60.4697,scheduled_duration_3h_or_more
WJA,2022-09,477,253,16.5167,438.2,WESTJET AIRLINES LTD,CANADA,53.0398,scheduled_duration_3h_or_more
WJA,2022-12,90,61,36.6,496.1083,WESTJET AIRLINES LTD,CANADA,67.7778,scheduled_duration_3h_or_more
WZZ,2022-03,2160,272,1.8167,209.4917,WIZZ AIR HUNGARY LTD,HUNGARY,12.5926,scheduled_duration_3h_or_more
WZZ,2022-06,3033,1113,10.05,205.35,WIZZ AIR HUNGARY LTD,HUNGARY,36.6963,scheduled_duration_3h_or_more
WZZ,2022-09,3238,880,6.6667,206.4,WIZZ AIR HUNGARY LTD,HUNGARY,27.1773,scheduled_duration_3h_or_more
WZZ,2022-12,4051,670,2.4167,216.45,WIZZ AIR HUNGARY LTD,HUNGARY,16.5391,scheduled_duration_3h_or_more
